pagePath,screenPageViews,activeUsers,averageSessionDuration,engagementRate
/,1249,572,70.581295521870274,0.54449472096530915
/search,776,102,181.24594249565217,0.94782608695652171
/ranking,514,188,49.830523402985072,0.73134328358208955
/blog/noodle-consumption-prefecture-character,418,363,43.859172705729172,0.328125
/ranking/annual-sunshine-duration,323,211,143.22725884920635,0.67460317460317465
/blog,307,97,84.9006269908257,0.73394495412844041
/ranking/icecream-consumption-expenditure,276,81,164.34432765048547,0.6310679611650486
/ranking/convenience-store-count-commercial,273,127,787.45602277011494,0.5114942528735632
/ranking/total-population,262,237,14.962127487394959,0.10504201680672269
/blog/household-spending-prefecture-gap,257,151,158.23250251204817,0.7168674698795181
/blog/convenience-store-density-map,208,152,196.43030899462369,0.57526881720430112
/ranking/natto-consumption-expenditure,202,137,116.81072513414635,0.58536585365853655
/blog/livable-prefecture-composite-ranking,197,150,105.26350013450295,0.73684210526315785
/themes,188,48,60.510222734693869,0.81632653061224492
/category/economy,186,49,140.293091,0.8928571428571429
/themes/local-finance,183,103,47.950553211009179,0.16513761467889909
/ranking/coffee-shop-consumption-expenditure,181,14,280.4831465,0.72727272727272729
/areas,175,73,15.18857368,0.57333333333333336
/blog/farmland-crisis-abandoned-land,172,131,119.36573094838708,0.632258064516129
/blog/childcare-friendly-prefecture-ranking,171,121,131.54757706015039,0.66917293233082709
/blog/health-life-expectancy-structure,160,131,175.84181761333332,0.72
/category/population,154,96,11.350202245283018,0.29245283018867924
/blog/annual-precipitation-rainy-season-gap,148,112,117.29044196694215,0.66942148760330578
/areas/01000,133,118,4.5283949745762708,0.067796610169491525
/ranking/annual-precipitation,132,67,213.35068445945944,0.71621621621621623
/blog/aging-solo-living-crisis,131,92,170.08943022727274,0.6454545454545455
/ranking/consumption-expenditure-multi-person-households-per-month,127,61,131.83927810606065,0.84848484848484851
/blog/automotive-industry-transformation-map,118,83,93.90299544545455,0.53636363636363638
/blog/local-government-debt-burden,116,101,83.918162731481488,0.69444444444444442
/ranking/coffee-consumption-quantity,111,29,265.39889875757575,0.696969696969697
/blog/alcohol-prefecture-map,106,76,183.60175219148934,0.67021276595744683
/ranking/chicken-consumption-quantity,102,44,206.65048600000003,0.72222222222222221
/ranking/drinking-out-consumption-expenditure,99,5,433.4854037,0.6
/blog/sports-urban-paradox,98,65,140.62337817500003,0.5875
/blog/suicide-rate-aging-nexus,97,74,129.99603992045454,0.52272727272727271
/category/educationsports,96,22,126.28111952173913,0.91304347826086951
/ranking/fresh-udon-soba-consumption-quantity,92,21,318.48393975,0.8214285714285714
/ranking/travel-participation-rate-overnight,92,81,45.177809044943821,0.43820224719101125
/ranking/tuna-consumption-quantity,89,42,85.590165520000014,0.52
/blog/engel-coefficient-prefecture-ranking,87,62,177.82253956923077,0.69230769230769229
/blog/household-solo-vs-dualincome,86,62,170.47640602739727,0.73972602739726023
/ranking/gasoline-consumption-quantity,81,18,158.174839,0.70833333333333337
/ranking/vacant-housing-rate,78,61,151.71323471830985,0.56338028169014087
/ranking/manufacturing-shipment-amount,77,35,136.57222497142857,0.82857142857142863
/ranking/pork-consumption-quantity,77,65,45.567535362318843,0.43478260869565216
/ranking/annual-clear-days,75,57,77.958968677966112,0.79661016949152541
/ranking/beef-consumption-quantity,75,43,115.61660978571429,0.6607142857142857
/ranking/university-count-per-100k,73,21,156.05164878260868,0.65217391304347827
/ranking/mayonnaise-consumption-expenditure,72,61,95.462846432835818,0.52238805970149249
/blog/food-spending-pattern,71,42,214.50793475,0.6428571428571429
/themes/healthcare,71,14,220.33289185714284,0.5
/ranking/pasta-consumption-quantity,68,29,134.70654203125,0.53125
/ranking/cake-consumption-expenditure,67,35,73.5159187631579,0.631578947368421
/ranking/food-expenditure-ratio-multi-person-households,67,23,146.88932866666667,0.92592592592592593
/ranking/sports-annual-participation-rate-10plus,67,15,176.88105927777778,0.52777777777777779
/ranking/cheese-consumption-quantity,66,11,323.19665208333333,0.83333333333333337
/ranking/real-disposable-income,64,49,75.853911067796616,0.576271186440678
/ranking/cup-noodles-consumption-quantity,63,29,244.56670477777777,0.69444444444444442
/ranking/sports-spectating-consumption-expenditure,63,36,205.65653232432433,0.64864864864864868
/themes/population-dynamics,63,26,135.63521055555555,0.55555555555555558
/ranking/owner-occupied-housing-ratio,62,27,227.3077058125,0.65625
/ranking/ramen-dining-consumption-expenditure,62,13,77.25056446153846,0.84615384615384615
/ranking/sports-drink-consumption-expenditure,61,9,1053.9929234285714,0.8571428571428571
/category/landweather,60,21,102.58864082608696,0.95652173913043481
/blog/estat-7-techniques-from-unusable-to-usable,58,35,164.80052335294116,0.50980392156862742
/ranking/tomato-consumption-quantity,58,11,729.77224668421059,0.84210526315789469
/themes/fishery-marine,58,26,353.65874477142853,0.54285714285714282
/category/commercial,57,18,45.387055055555557,1
/ranking/fiscal-strength-index-prefecture,57,37,127.96243483783783,0.89189189189189189
/ranking/white-bread-consumption-quantity,57,23,264.91084739285714,0.6071428571428571
/themes/living-housing,54,16,22.660431999999997,0.82352941176470584
/blog/semiconductor-electronics-regional-map,53,34,134.71529407692307,0.66666666666666663
/ranking/annual-precipitation-days,53,26,119.8217390857143,0.7142857142857143
/blog/avg-height-high-school-2nd-male,51,26,158.55067416666665,0.8
/ranking/railway-station-count,51,20,424.57532422222221,0.70370370370370372
/blog/bonito-catch-prefecture,48,42,123.68383361702128,0.5957446808510638
/blog/renewable-energy-regional-gap,48,32,129.0544204,0.68888888888888888
/ranking/avg-height-high-school-2nd-male,46,31,147.44633775,0.52777777777777779
/ranking/avg-salary-police-prefecture,46,10,103.2377926,0.7
/ranking/railway-passengers,46,9,217.26337033333331,0.66666666666666663
/ranking/garbage-total-output,45,19,234.70971953125,0.6875
/themes/aging-society,45,20,99.198318782608681,0.65217391304347827
/about,44,22,191.96652296666664,0.73333333333333328
/blog/icecream-consumption-expenditure,44,27,269.2331236857143,0.7142857142857143
/ranking/furikake-consumption-expenditure,44,13,130.283762125,0.8125
/ranking/habitable-area,44,27,175.98654617857142,0.8214285714285714
/blog/prefectural-income-gdp-ranking,43,31,41.878700909090917,0.63636363636363635
/ranking/cup-noodles-consumption-expenditure,43,23,296.03342673913045,0.73913043478260865
/ranking/dual-income-household-ratio,43,28,56.289101906249996,0.625
/themes/climate,43,19,94.619179049999985,0.7
/blog/working-hours-overtime-gap,42,19,332.09313842857142,0.6428571428571429
/blog/marriage-unmarried-crisis,41,28,143.4472668787879,0.78787878787878785
/category/socialsecurity,41,8,90.492334666666665,1
/category/tourism,41,14,131.694966,0.93333333333333335
/ranking/agricultural-output,41,25,159.0331165,0.6428571428571429
/ranking/convenience-store-count-per-100k,40,12,104.49530908333332,1
/ranking/total-fertility-rate,40,19,83.239040608695646,0.69565217391304346
/ranking/hobby-participation-rate-reading,38,17,115.28888932258066,0.38709677419354838
/blog/chicken-consumption-quantity,37,31,82.375742545454543,0.696969696969697
/blog/sunshine-pacific-vs-nihonkai,37,32,77.99341461111112,0.55555555555555558
/ranking/cut-flowers-consumption-expenditure,37,14,132.03470374999998,0.625
/ranking/tofu-consumption-quantity,37,10,171.59855107692309,0.53846153846153844
/blog/fresh-udon-soba-consumption-prefecture-gap,36,29,129.669247625,0.59375
/category/agriculture,36,9,28.064829555555555,1
/ranking/future-population-change-rate-2050,36,20,18.660133086956524,0.82608695652173914
/blog/unmarried-rate-40years-crisis,35,26,108.24509351428571,0.5714285714285714
/ranking/soba-udon-dining-consumption-expenditure,35,26,142.44429210714287,0.6428571428571429
/ranking/total-overnight-guests-foreign,35,21,1068.7826026666667,0.62962962962962965
/blog/education-expenses-gap,34,27,159.11254300000002,0.66666666666666663
/blog/foreign-residents-diversity-map,34,26,200.42947,0.6
/blog/precipitation-snow-regional-gap,33,29,28.933117612903224,0.4838709677419355
/ranking/elementary-school-children-count,33,24,45.8690984,0.46666666666666667
/ranking/peach-consumption-quantity,33,16,43.298276764705882,0.82352941176470584
/blog/energy-infrastructure-gas-electricity,32,18,157.761680125,0.5
/category/population/compare,32,32,3.9594983939393935,0.060606060606060608
/ranking/umbrella-consumption-expenditure,32,6,426.167532375,1
/survey/kakei-chousa,32,13,153.39362564285713,0.6428571428571429
/ranking/childrens-socks-consumption-quantity,31,13,221.9027675625,0.6875
/ranking/convenience-store-sales-monthly,31,22,124.431085125,0.875
/ranking/public-phone-count,31,4,825.57222175,1
/ranking/traffic-accident-deaths-per-100k,31,11,145.07754718181818,0.90909090909090906
/themes/consumer-prices,31,14,38.858372235294112,0.82352941176470584
/blog/highway-japan-58years,30,25,256.39585572,0.84
/blog/water-sewage-crisis,30,25,155.43696715384615,0.80769230769230771
/ranking/childrens-socks-consumption-expenditure,30,17,139.23804083333332,0.88888888888888884
/ranking/culture-recreation-expenditure-ratio-multi-person-households,30,17,88.341305181818186,0.5
/ranking/green-tea-consumption-quantity,30,21,156.98987713043479,0.73913043478260865
/areas/20000,29,6,28.107495142857143,0.8571428571428571
/category/administrativefinancial,29,8,121.50697325,1
/category/energy,29,8,41.215817125,1
/ranking/chinese-noodles-consumption-quantity,29,3,559.96392166666669,0.66666666666666663
/ranking/miso-consumption-quantity,29,17,196.48802445,0.65
/ranking/potato-consumption-quantity,29,6,123.81519399999999,0.6
/ranking/starting-salary-highschool,29,20,76.605017863636363,0.68181818181818177
/ranking/tissue-paper-consumption-expenditure,29,21,99.42953275,0.54166666666666663
