country,clicks,impressions,ctr,position
jpn,581,13962,0.0416,9.70
usa,3,3699,0.0008,7.29
can,2,129,0.0155,6.94
aus,1,44,0.0227,10.57
bra,1,210,0.0048,5.79
vnm,1,49,0.0204,6.41
ago,0,1,0.0000,6.00
aia,0,1,0.0000,4.00
alb,0,3,0.0000,8.33
are,0,14,0.0000,4.86
arg,0,39,0.0000,6.00
arm,0,1,0.0000,9.00
aut,0,5,0.0000,6.80
bel,0,13,0.0000,7.31
ben,0,1,0.0000,11.00
bes,0,1,0.0000,6.00
bgd,0,18,0.0000,6.61
bgr,0,7,0.0000,9.57
bhs,0,1,0.0000,5.00
blr,0,3,0.0000,8.00
blz,0,2,0.0000,6.50
bol,0,5,0.0000,4.60
brb,0,2,0.0000,5.00
che,0,6,0.0000,5.50
chl,0,18,0.0000,6.83
chn,0,51,0.0000,6.06
civ,0,1,0.0000,4.00
col,0,37,0.0000,7.62
cri,0,3,0.0000,4.67
cub,0,1,0.0000,2.00
cym,0,2,0.0000,10.00
cyp,0,2,0.0000,8.50
cze,0,8,0.0000,6.38
deu,0,41,0.0000,7.46
dnk,0,4,0.0000,7.00
dom,0,11,0.0000,6.09
dza,0,6,0.0000,5.83
ecu,0,18,0.0000,5.56
egy,0,6,0.0000,8.67
eri,0,1,0.0000,4.00
esp,0,69,0.0000,6.71
est,0,1,0.0000,8.00
eth,0,3,0.0000,6.00
fin,0,4,0.0000,4.00
fra,0,50,0.0000,5.80
gbr,0,41,0.0000,8.12
geo,0,3,0.0000,11.00
gha,0,3,0.0000,8.67
gnb,0,1,0.0000,4.00
grc,0,7,0.0000,6.00
grd,0,1,0.0000,7.00
gtm,0,3,0.0000,10.00
gum,0,1,0.0000,10.00
hkg,0,21,0.0000,7.33
hnd,0,6,0.0000,6.50
hrv,0,2,0.0000,22.00
hti,0,1,0.0000,4.00
hun,0,6,0.0000,13.67
idn,0,52,0.0000,6.56
ind,0,77,0.0000,7.29
irl,0,10,0.0000,8.60
irn,0,17,0.0000,7.59
irq,0,3,0.0000,6.33
isr,0,4,0.0000,6.00
ita,0,44,0.0000,8.34
jam,0,4,0.0000,6.75
jor,0,2,0.0000,8.50
kaz,0,3,0.0000,6.00
ken,0,6,0.0000,5.67
kgz,0,1,0.0000,6.00
khm,0,2,0.0000,4.50
kor,0,56,0.0000,8.52
lao,0,1,0.0000,10.00
lbn,0,1,0.0000,5.00
lka,0,4,0.0000,7.25
ltu,0,4,0.0000,6.75
lux,0,2,0.0000,7.00
lva,0,4,0.0000,3.75
mar,0,7,0.0000,6.43
mda,0,1,0.0000,3.00
mex,0,75,0.0000,5.92
mkd,0,1,0.0000,5.00
mlt,0,3,0.0000,7.00
mne,0,2,0.0000,4.50
mng,0,1,0.0000,12.00
mys,0,21,0.0000,5.19
nga,0,6,0.0000,5.83
nld,0,15,0.0000,7.40
nor,0,6,0.0000,5.33
npl,0,3,0.0000,6.33
nzl,0,7,0.0000,6.86
omn,0,2,0.0000,12.50
pak,0,12,0.0000,5.92
pan,0,1,0.0000,9.00
per,0,16,0.0000,9.31
phl,0,26,0.0000,6.50
png,0,1,0.0000,5.00
pol,0,21,0.0000,6.71
pri,0,3,0.0000,5.33
prk,0,2,0.0000,8.50
prt,0,8,0.0000,5.75
pry,0,6,0.0000,5.83
pse,0,6,0.0000,6.50
pyf,0,1,0.0000,1.00
qat,0,1,0.0000,16.00
rou,0,14,0.0000,6.43
rus,0,23,0.0000,7.04
sau,0,10,0.0000,5.90
sen,0,2,0.0000,13.50
sgp,0,15,0.0000,7.20
slv,0,2,0.0000,5.50
srb,0,3,0.0000,10.33
sur,0,1,0.0000,5.00
svk,0,4,0.0000,9.00
svn,0,2,0.0000,9.00
swe,0,12,0.0000,6.92
tha,0,29,0.0000,7.62
tto,0,1,0.0000,1.00
tun,0,1,0.0000,5.00
tur,0,29,0.0000,7.24
twn,0,25,0.0000,6.80
ukr,0,17,0.0000,4.65
ury,0,3,0.0000,7.67
uzb,0,3,0.0000,8.00
ven,0,7,0.0000,6.86
wsm,0,1,0.0000,10.00
xkk,0,4,0.0000,8.00
zaf,0,8,0.0000,5.88
zwe,0,1,0.0000,5.00
