country,clicks,impressions,ctr,position
jpn,4877,136310,0.0358,7.70
usa,7,4766,0.0015,6.70
tha,5,104,0.0481,6.48
aus,4,141,0.0284,7.21
twn,4,117,0.0342,6.98
mys,3,41,0.0732,6.56
can,2,119,0.0168,6.87
fra,2,57,0.0351,8.96
kor,2,192,0.0104,6.40
mng,2,12,0.1667,4.42
qat,2,6,0.3333,4.50
chn,1,125,0.0080,8.26
deu,1,81,0.0123,7.07
fsm,1,1,1.0000,5.00
gbr,1,94,0.0106,6.47
hkg,1,253,0.0040,5.70
ind,1,103,0.0097,9.25
irl,1,14,0.0714,6.43
khm,1,6,0.1667,6.50
nor,1,4,0.2500,13.00
sgp,1,66,0.0152,7.30
swe,1,7,0.1429,7.43
abw,0,1,0.0000,9.00
afg,0,1,0.0000,5.00
alb,0,1,0.0000,10.00
are,0,370,0.0000,5.65
arg,0,26,0.0000,6.08
aut,0,12,0.0000,7.83
aze,0,1,0.0000,1.00
bel,0,24,0.0000,6.50
bfa,0,2,0.0000,5.50
bgd,0,18,0.0000,14.28
bgr,0,3,0.0000,4.33
bhr,0,2,0.0000,8.50
bhs,0,1,0.0000,5.00
blr,0,5,0.0000,6.80
bol,0,1,0.0000,2.00
bra,0,54,0.0000,10.43
brn,0,1,0.0000,8.00
che,0,10,0.0000,7.80
chl,0,8,0.0000,8.13
cod,0,1,0.0000,9.00
cog,0,1,0.0000,1.00
col,0,13,0.0000,5.00
cri,0,1,0.0000,8.00
cyp,0,2,0.0000,22.00
cze,0,5,0.0000,4.60
dji,0,1,0.0000,10.00
dnk,0,10,0.0000,7.30
dom,0,7,0.0000,6.57
dza,0,3,0.0000,37.00
ecu,0,5,0.0000,7.80
egy,0,6,0.0000,9.00
esp,0,24,0.0000,8.25
est,0,1,0.0000,2.00
fin,0,3,0.0000,5.33
geo,0,2,0.0000,9.50
gha,0,2,0.0000,6.00
gib,0,1,0.0000,6.00
grc,0,7,0.0000,8.00
gtm,0,1,0.0000,10.00
gum,0,1,0.0000,9.00
hnd,0,1,0.0000,10.00
hrv,0,3,0.0000,5.00
hun,0,7,0.0000,7.43
idn,0,53,0.0000,9.21
irn,0,8,0.0000,8.63
irq,0,2,0.0000,3.50
isr,0,3,0.0000,7.33
ita,0,28,0.0000,7.32
jor,0,5,0.0000,8.20
kaz,0,1,0.0000,1.00
ken,0,2,0.0000,5.50
kgz,0,2,0.0000,10.00
lao,0,4,0.0000,3.75
lka,0,2,0.0000,10.00
ltu,0,1,0.0000,10.00
lva,0,3,0.0000,7.33
mac,0,1,0.0000,4.00
mar,0,8,0.0000,4.25
mda,0,2,0.0000,5.50
mdv,0,1,0.0000,10.00
mex,0,48,0.0000,10.27
mkd,0,2,0.0000,10.00
mmr,0,10,0.0000,6.70
mne,0,1,0.0000,5.00
nga,0,3,0.0000,7.33
nld,0,29,0.0000,8.17
npl,0,2,0.0000,5.50
nzl,0,27,0.0000,7.67
omn,0,1,0.0000,10.00
pak,0,16,0.0000,6.06
per,0,9,0.0000,7.56
phl,0,60,0.0000,8.35
plw,0,1,0.0000,6.00
pol,0,13,0.0000,6.31
pri,0,1,0.0000,6.00
prt,0,6,0.0000,5.83
pry,0,4,0.0000,6.25
pse,0,2,0.0000,7.00
rou,0,7,0.0000,5.29
rus,0,39,0.0000,6.79
rwa,0,1,0.0000,4.00
sau,0,12,0.0000,5.92
sle,0,1,0.0000,1.00
srb,0,2,0.0000,3.50
svk,0,2,0.0000,4.00
syc,0,3,0.0000,5.00
syr,0,1,0.0000,11.00
tto,0,2,0.0000,3.00
tun,0,2,0.0000,1.00
tur,0,9,0.0000,5.78
tza,0,1,0.0000,1.00
uga,0,2,0.0000,7.00
ukr,0,7,0.0000,3.71
ury,0,5,0.0000,2.40
uzb,0,3,0.0000,5.00
ven,0,2,0.0000,8.00
vnm,0,73,0.0000,6.84
zaf,0,4,0.0000,6.25
zmb,0,3,0.0000,5.00
zwe,0,1,0.0000,1.00
