sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
,instagram,ranking,18125943095494106,2026-08-09T11:53:03.486Z,,3,7,0,0,,,
,instagram,ranking,18079833644695884,2026-08-09T11:53:03.486Z,,6,12,0,0,,,
,instagram,ranking,18096559358367014,2026-08-09T11:53:03.486Z,,2,2,0,0,,,
,instagram,ranking,17895178641592262,2026-08-09T11:53:03.486Z,,3,4,0,0,,,
,instagram,ranking,17902586610496701,2026-08-09T11:53:03.486Z,,3,4,0,0,,,
,instagram,ranking,18110889766991708,2026-08-09T11:53:03.486Z,,4,5,0,0,,,
,instagram,ranking,18121255714781165,2026-08-09T11:53:03.486Z,,9,14,0,0,,,
,instagram,ranking,18122838577835352,2026-08-09T11:53:03.486Z,,5,7,0,0,,,
,instagram,ranking,17936375436344795,2026-08-09T11:53:03.486Z,,4,6,0,0,,,
,instagram,ranking,18022054880897784,2026-08-09T11:53:03.486Z,,5,8,0,0,,,
,instagram,ranking,18076631687345068,2026-08-09T11:53:03.486Z,,6,10,0,0,,,
,instagram,ranking,18132466042537967,2026-08-09T11:53:03.486Z,,12,18,0,0,,,
,instagram,ranking,18172728256428665,2026-08-09T11:53:03.486Z,,7,9,0,0,,,
,instagram,ranking,18090793847425772,2026-08-09T11:53:03.486Z,,9,17,0,0,,,
,instagram,ranking,18107060782860913,2026-08-09T11:53:03.486Z,,2,5,0,0,,,
,instagram,ranking,18068782358466415,2026-08-09T11:53:03.486Z,,17,25,0,0,,,
,instagram,ranking,18101233709055259,2026-08-09T11:53:03.486Z,,17,28,0,0,,,
,instagram,ranking,17948078844253355,2026-08-09T11:53:03.486Z,,5,5,0,0,,,
,instagram,ranking,18083759579667181,2026-08-09T11:53:03.486Z,,5,5,0,0,,,
,instagram,ranking,18068362808468345,2026-08-09T11:53:03.486Z,,3,3,0,0,,,
,instagram,ranking,18177070924419168,2026-08-09T11:53:03.486Z,,12,19,0,0,,,
