country,clicks,impressions,ctr,position
jpn,3451,94257,0.0366,8.18
twn,7,90,0.0778,7.50
tha,6,85,0.0706,7.01
usa,6,4053,0.0015,7.15
aus,4,117,0.0342,6.95
can,2,113,0.0177,7.63
chn,2,80,0.0250,8.29
deu,2,127,0.0157,6.89
ind,2,76,0.0263,7.83
kor,2,132,0.0152,7.19
lao,2,7,0.2857,3.57
ben,1,1,1.0000,10.00
gbr,1,110,0.0091,7.59
mng,1,5,0.2000,6.40
mys,1,28,0.0357,5.29
npl,1,2,0.5000,3.00
phl,1,44,0.0227,8.27
vnm,1,80,0.0125,7.89
afg,0,3,0.0000,7.33
alb,0,3,0.0000,7.00
are,0,59,0.0000,6.02
arg,0,50,0.0000,6.30
aut,0,10,0.0000,6.90
bel,0,26,0.0000,7.88
bgd,0,16,0.0000,8.56
bgr,0,7,0.0000,11.57
bih,0,2,0.0000,4.00
blr,0,3,0.0000,6.67
bol,0,3,0.0000,5.00
bra,0,90,0.0000,7.41
brb,0,1,0.0000,10.00
che,0,10,0.0000,6.30
chl,0,9,0.0000,9.11
civ,0,2,0.0000,6.50
cmr,0,1,0.0000,4.00
cog,0,1,0.0000,7.00
col,0,34,0.0000,6.18
cri,0,1,0.0000,4.00
cub,0,2,0.0000,8.00
cyp,0,1,0.0000,10.00
cze,0,9,0.0000,7.22
dnk,0,11,0.0000,6.91
dom,0,8,0.0000,8.50
dza,0,2,0.0000,6.50
ecu,0,11,0.0000,9.27
egy,0,5,0.0000,9.80
esp,0,48,0.0000,7.54
est,0,1,0.0000,9.00
eth,0,2,0.0000,6.50
fin,0,6,0.0000,8.50
fra,0,290,0.0000,7.31
geo,0,1,0.0000,4.00
ggy,0,1,0.0000,6.00
grc,0,13,0.0000,8.23
gtm,0,2,0.0000,13.00
guf,0,1,0.0000,8.00
guy,0,1,0.0000,9.00
hkg,0,118,0.0000,7.25
hnd,0,1,0.0000,2.00
hrv,0,2,0.0000,6.50
hun,0,11,0.0000,11.00
idn,0,54,0.0000,7.63
irl,0,11,0.0000,8.09
irn,0,7,0.0000,8.29
irq,0,3,0.0000,8.00
isr,0,4,0.0000,5.50
ita,0,79,0.0000,8.16
jam,0,3,0.0000,7.67
jor,0,2,0.0000,12.00
kaz,0,3,0.0000,6.67
ken,0,2,0.0000,10.00
khm,0,9,0.0000,6.89
lbn,0,1,0.0000,17.00
lca,0,1,0.0000,3.00
lka,0,2,0.0000,7.00
ltu,0,4,0.0000,7.00
lva,0,4,0.0000,8.50
mar,0,6,0.0000,8.00
mda,0,1,0.0000,3.00
mex,0,44,0.0000,8.27
mkd,0,4,0.0000,8.00
mli,0,1,0.0000,1.00
mlt,0,2,0.0000,10.50
mmr,0,5,0.0000,6.00
mne,0,1,0.0000,12.00
nga,0,1,0.0000,3.00
nic,0,1,0.0000,7.00
nld,0,40,0.0000,8.28
nor,0,3,0.0000,16.00
nzl,0,18,0.0000,8.11
pak,0,8,0.0000,12.25
pan,0,4,0.0000,6.25
per,0,15,0.0000,8.07
plw,0,1,0.0000,6.00
pol,0,10,0.0000,11.50
pri,0,2,0.0000,11.00
prt,0,13,0.0000,7.15
pry,0,2,0.0000,8.00
qat,0,4,0.0000,6.75
rou,0,11,0.0000,11.18
rus,0,25,0.0000,7.80
sau,0,6,0.0000,9.83
sgp,0,48,0.0000,7.85
srb,0,3,0.0000,13.67
svk,0,3,0.0000,8.00
svn,0,1,0.0000,8.00
swe,0,10,0.0000,8.40
syc,0,3,0.0000,5.00
tjk,0,1,0.0000,1.00
tto,0,3,0.0000,12.00
tun,0,2,0.0000,7.50
tur,0,10,0.0000,6.70
tza,0,1,0.0000,10.00
ukr,0,10,0.0000,9.40
ury,0,1,0.0000,6.00
uzb,0,2,0.0000,7.50
ven,0,5,0.0000,1.60
xkk,0,3,0.0000,11.33
zaf,0,4,0.0000,6.00
