sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
,instagram,ranking,18070921784447637,2026-08-02T12:33:22.687Z,,2,7,0,0,,,
,instagram,ranking,18202949764366443,2026-08-02T12:33:22.687Z,,8,17,0,0,,,
,instagram,ranking,18119751670891661,2026-08-02T12:33:22.687Z,,2,2,0,0,,,
,instagram,ranking,18202245214370648,2026-08-02T12:33:22.687Z,,5,11,0,0,,,
,instagram,ranking,18125871193739524,2026-08-02T12:33:22.687Z,,2,12,0,0,,,
,instagram,ranking,17959946154169568,2026-08-02T12:33:22.687Z,,10,16,0,0,,,
,instagram,ranking,18463614616117951,2026-08-02T12:33:22.687Z,,2,2,0,0,,,
,instagram,ranking,18137538442581051,2026-08-02T12:33:22.687Z,,10,30,0,0,,,
,instagram,ranking,18088965854563615,2026-08-02T12:33:22.687Z,,5,7,0,0,,,
,instagram,ranking,18122961250766208,2026-08-02T12:33:22.687Z,,12,26,1,0,,,
,instagram,ranking,18127664659725620,2026-08-02T12:33:22.687Z,,4,12,1,0,,,
,instagram,ranking,17926029150388636,2026-08-02T12:33:22.687Z,,8,11,0,0,,,
,instagram,ranking,18219864103328531,2026-08-02T12:33:22.687Z,,11,21,0,0,,,
,instagram,ranking,17889194463666535,2026-08-02T12:33:22.687Z,,20,38,0,0,,,
,instagram,ranking,18102140122929892,2026-08-02T12:33:22.687Z,,4,9,0,0,,,
,instagram,ranking,18098892293068460,2026-08-02T12:33:22.687Z,,5,9,0,0,,,
,instagram,ranking,17928975588364255,2026-08-02T12:33:22.687Z,,15,29,0,0,,,
,instagram,ranking,18136557979515790,2026-08-02T12:33:22.687Z,,15,25,0,0,,,
,instagram,ranking,17891561061598769,2026-08-02T12:33:22.687Z,,4,4,1,0,,,
,instagram,ranking,18099908318248893,2026-08-02T12:33:22.687Z,,6,17,1,0,,,
,instagram,ranking,18345342865217202,2026-08-02T12:33:22.687Z,,2367,2592,5,0,,,
,instagram,ranking,17955583890192562,2026-08-02T12:33:22.687Z,,8,14,1,0,,,
,instagram,ranking,17977539804064789,2026-08-02T12:33:22.687Z,,24,44,0,0,,,
,instagram,ranking,17898939780510102,2026-08-02T12:33:22.687Z,,414,456,1,0,,,
,instagram,ranking,18219953767335863,2026-08-02T12:33:22.687Z,,17,42,0,0,,,
,instagram,ranking,18425484130180724,2026-08-02T12:33:22.687Z,,20,39,0,0,,,
,instagram,ranking,18153203653499811,2026-08-02T12:33:22.687Z,,491,525,3,0,,,
,instagram,ranking,17977172151111554,2026-08-02T12:33:22.687Z,,16,31,0,0,,,
,instagram,ranking,17892175512583774,2026-08-02T12:33:22.687Z,,19,48,0,0,,,
,instagram,ranking,18026712362669844,2026-08-02T12:33:22.687Z,,375,402,1,0,,,
,instagram,ranking,18210785470350865,2026-08-02T12:33:22.687Z,,20,45,0,0,,,
,instagram,ranking,17879502996615742,2026-08-02T12:33:22.687Z,,13,29,0,0,,,
,instagram,ranking,18093816851621624,2026-08-02T12:33:22.687Z,,159,175,0,0,,,
,instagram,ranking,18324415909275774,2026-08-02T12:33:22.687Z,,25,48,0,0,,,
,instagram,ranking,18023734715846843,2026-08-02T12:33:22.687Z,,14,22,0,0,,,
,instagram,ranking,17889537714410166,2026-08-02T12:33:22.687Z,,609,655,0,0,,,
,instagram,ranking,18152140597512723,2026-08-02T12:33:22.687Z,,10,19,0,0,,,
,instagram,ranking,18599645305024021,2026-08-02T12:33:22.687Z,,16,27,0,0,,,
,instagram,ranking,18129122116640790,2026-08-02T12:33:22.687Z,,740,819,1,0,,,
,instagram,ranking,17950988811012103,2026-08-02T12:33:22.687Z,,13,30,0,0,,,
,instagram,ranking,17929204293361153,2026-08-02T12:33:22.687Z,,23,45,0,0,,,
,instagram,ranking,17920782441183248,2026-08-02T12:33:22.687Z,,382,400,1,0,,,
,instagram,ranking,17874314706536294,2026-08-02T12:33:22.687Z,,16,27,0,0,,,
,instagram,ranking,18103774742597797,2026-08-02T12:33:22.687Z,,14,27,0,0,,,
,instagram,ranking,18115259915309973,2026-08-02T12:33:22.687Z,,336,341,0,0,,1,
,instagram,ranking,18608161570061184,2026-08-02T12:33:22.687Z,,13,32,0,0,,,
,instagram,ranking,17938111326299384,2026-08-02T12:33:22.687Z,,9,17,0,0,,,
,instagram,ranking,17946321558249943,2026-08-02T12:33:22.687Z,,197,202,0,0,,,
,instagram,ranking,18087460316138743,2026-08-02T12:33:22.687Z,,30,56,0,0,,,
,instagram,ranking,18109395544981270,2026-08-02T12:33:22.687Z,,9,12,0,0,,,
,instagram,ranking,17971016534918418,2026-08-02T12:33:22.687Z,,640,676,2,0,,,
,instagram,ranking,18113332799510903,2026-08-02T12:33:22.687Z,,11,24,0,0,,,
,instagram,ranking,18108513797060149,2026-08-02T12:33:22.687Z,,34,62,0,0,,,
,instagram,ranking,18099668420225077,2026-08-02T12:33:22.687Z,,406,426,0,0,,,
,instagram,ranking,17896103232551992,2026-08-02T12:33:22.687Z,,9,19,0,0,,,
,instagram,ranking,18109296836004451,2026-08-02T12:33:22.687Z,,33,67,0,0,,,
,instagram,ranking,18068324375719097,2026-08-02T12:33:22.687Z,,189,214,0,0,,,
,instagram,ranking,18088315748441357,2026-08-02T12:33:22.687Z,,25,42,0,0,,,
,instagram,ranking,18074804321702091,2026-08-02T12:33:22.687Z,,34,72,0,0,,,
,instagram,ranking,18119625442799979,2026-08-02T12:33:22.687Z,,179,198,1,0,,,
,instagram,ranking,17904057276462966,2026-08-02T12:33:22.687Z,,39,57,0,0,,,
,instagram,ranking,17983801943855764,2026-08-02T12:33:22.687Z,,22,36,0,0,,,
,instagram,ranking,18188384026383622,2026-08-02T12:33:22.687Z,,189,208,0,0,,,
,instagram,ranking,17855271303694850,2026-08-02T12:33:22.687Z,,26,44,0,0,,,
,instagram,ranking,18108010252821269,2026-08-02T12:33:22.687Z,,46,77,1,0,,,
,instagram,ranking,18123772114742508,2026-08-02T12:33:22.687Z,,585,616,0,0,,1,
,instagram,ranking,18117980668857917,2026-08-02T12:33:22.687Z,,253,277,0,0,,,
,instagram,ranking,17890545009571587,2026-08-02T12:33:22.687Z,,351,383,0,1,,1,
,instagram,ranking,18087216206435510,2026-08-02T12:33:22.687Z,,100,107,0,0,,,
,instagram,ranking,18565464394065898,2026-08-02T12:33:22.687Z,,234,254,0,0,,,
,instagram,ranking,18069152726511975,2026-08-02T12:33:22.687Z,,228,244,1,1,,,
,instagram,ranking,18558080491071222,2026-08-02T12:33:22.687Z,,31,85,1,0,,,
,instagram,ranking,18083333237413277,2026-08-02T12:33:22.687Z,,23,66,0,0,,,
,instagram,ranking,18211227661339767,2026-08-02T12:33:22.687Z,,24,55,0,0,,,
,instagram,ranking,18449119327187568,2026-08-02T12:33:22.687Z,,20,68,0,0,,,
,instagram,ranking,18011314490884033,2026-08-02T12:33:22.687Z,,16,35,0,0,,,
,instagram,ranking,18115196533847636,2026-08-02T12:33:22.687Z,,34,69,0,0,,,
,instagram,ranking,17891791497524154,2026-08-02T12:33:22.687Z,,36,87,0,0,,,
,instagram,ranking,17914915836392365,2026-08-02T12:33:22.687Z,,34,54,0,0,,,
,instagram,ranking,18101223410036488,2026-08-02T12:33:22.687Z,,51,73,0,0,,1,
,instagram,ranking,18007202405736680,2026-08-02T12:33:22.687Z,,37,68,0,0,,,
,instagram,ranking,18103752823807546,2026-08-02T12:33:22.687Z,,248,268,0,0,,,
,instagram,ranking,18113197627864742,2026-08-02T12:33:22.687Z,,42,70,0,0,,,
,instagram,ranking,17925872865341001,2026-08-02T12:33:22.687Z,,117,130,1,0,,,
,instagram,ranking,18060505421707238,2026-08-02T12:33:22.687Z,,37,70,0,0,,,
,instagram,ranking,18124625110723434,2026-08-02T12:33:22.687Z,,38,86,2,0,,,
,instagram,ranking,17979576551851808,2026-08-02T12:33:22.687Z,,34,81,1,0,,,
,instagram,ranking,18106296358766918,2026-08-02T12:33:22.687Z,,170,193,1,0,,,
,instagram,ranking,17898939621444235,2026-08-02T12:33:22.687Z,,47,89,0,0,,,
,instagram,ranking,18021002309835733,2026-08-02T12:33:22.687Z,,74,118,4,0,,,
,instagram,ranking,18127929700542935,2026-08-02T12:33:22.687Z,,171,171,6,0,,,
,instagram,ranking,18073140179670273,2026-08-02T12:33:22.687Z,,56,85,2,0,,,
,instagram,ranking,18101895341092805,2026-08-02T12:33:22.687Z,,159,184,4,0,,,
,instagram,ranking,18122139061731099,2026-08-02T12:33:22.687Z,,44,86,2,0,,,
,instagram,ranking,17992353881989057,2026-08-02T12:33:22.687Z,,182,218,2,0,,,
,instagram,ranking,17951352171138918,2026-08-02T12:33:22.687Z,,151,184,1,0,,,
,instagram,ranking,18104830555974036,2026-08-02T12:33:22.687Z,,27,49,0,0,,,
,instagram,ranking,18589828519013451,2026-08-02T12:33:22.687Z,,41,71,0,0,,,
,instagram,ranking,17976343755040532,2026-08-02T12:33:22.687Z,,25,48,0,0,,,
,instagram,ranking,18177615250400629,2026-08-02T12:33:22.687Z,,44,92,2,0,,,
,instagram,ranking,17883454416563143,2026-08-02T12:33:22.687Z,,28,52,1,0,,,
,instagram,ranking,18103248718992816,2026-08-02T12:33:22.687Z,,26,47,0,0,,,
,instagram,ranking,17896359579446195,2026-08-02T12:33:22.687Z,,10,16,0,0,,,
,instagram,ranking,18076375958641841,2026-08-02T12:33:22.687Z,,12,16,0,0,,,
,instagram,ranking,18097074503132709,2026-08-02T12:33:22.687Z,,74,127,1,0,,,
,instagram,ranking,18107889896486918,2026-08-02T12:33:22.687Z,,14,22,0,0,,,
,instagram,ranking,18095398835333928,2026-08-02T12:33:22.687Z,,8,12,0,0,,,
,instagram,ranking,18080921309254519,2026-08-02T12:33:22.687Z,,109,114,0,0,,,
,instagram,ranking,18586127875009705,2026-08-02T12:33:22.687Z,,144,156,0,0,,,
,instagram,ranking,18359203948226883,2026-08-02T12:33:22.687Z,,110,116,0,0,,,
,instagram,ranking,18583616752025158,2026-08-02T12:33:22.687Z,,104,109,1,0,,,
,instagram,ranking,18027779639803275,2026-08-02T12:33:22.687Z,,119,135,0,0,,,
,instagram,ranking,17858071686634246,2026-08-02T12:33:22.687Z,,118,128,0,0,,,
,instagram,ranking,18112772890839700,2026-08-02T12:33:22.687Z,,109,116,0,0,,,
,instagram,ranking,18130388647571885,2026-08-02T12:33:22.687Z,,3,3,0,0,,,
,instagram,ranking,18098937002483739,2026-08-02T12:33:22.687Z,,108,113,0,0,,,
,instagram,ranking,18059494232399740,2026-08-02T12:33:22.687Z,,107,110,1,0,,,
,instagram,ranking,18072581219188862,2026-08-02T12:33:22.687Z,,107,110,1,0,,,
,instagram,ranking,18316370725254998,2026-08-02T12:33:22.687Z,,56,70,0,0,,,
,instagram,ranking,18315470572253509,2026-08-02T12:33:22.687Z,,55,60,1,0,,1,
,instagram,ranking,18107947822796620,2026-08-02T12:33:22.687Z,,1,1,0,0,,,
,instagram,ranking,17966549138881021,2026-08-02T12:33:22.687Z,,103,104,0,0,,,
,instagram,ranking,18108603652703193,2026-08-02T12:33:22.687Z,,102,103,0,0,,,
,instagram,ranking,17974058283006390,2026-08-02T12:33:22.687Z,,105,113,0,0,,,
,instagram,ranking,17891792931425133,2026-08-02T12:33:22.687Z,,118,120,0,0,,,
,instagram,ranking,18086191700231266,2026-08-02T12:33:22.687Z,,2,2,0,0,,,
,instagram,ranking,17903830134368370,2026-08-02T12:33:22.687Z,,104,107,0,0,,,
,instagram,ranking,18070845542535108,2026-08-02T12:33:22.687Z,,100,103,0,0,,,
,instagram,ranking,18040231241744166,2026-08-02T12:33:22.687Z,,70,72,0,0,,,
,instagram,ranking,18067910924562915,2026-08-02T12:33:22.687Z,,118,136,0,0,,,
,instagram,ranking,18039658781735384,2026-08-02T12:33:22.687Z,,124,127,0,0,,,
,instagram,ranking,18084145172233485,2026-08-02T12:33:22.687Z,,211,247,0,0,,,
,instagram,ranking,18080320181523468,2026-08-02T12:33:22.687Z,,26,27,0,0,,,
,instagram,ranking,17959042395022954,2026-08-02T12:33:22.687Z,,30,34,0,0,,,
,instagram,ranking,17996369312880636,2026-08-02T12:33:22.687Z,,67,74,0,0,,,
,instagram,ranking,17954564265060557,2026-08-02T12:33:22.687Z,,40,42,0,0,,,
,instagram,ranking,18075471368066045,2026-08-02T12:33:22.687Z,,78,85,0,0,,,
,instagram,ranking,18393593101176208,2026-08-02T12:33:22.687Z,,22,25,0,0,,,
,instagram,ranking,18077596631040028,2026-08-02T12:33:22.687Z,,134,141,1,0,,,
,instagram,ranking,18157554274416469,2026-08-02T12:33:22.687Z,,131,142,0,0,,,
,instagram,ranking,18139441600469566,2026-08-02T12:33:22.687Z,,161,175,0,0,,,
,instagram,ranking,17867253585544851,2026-08-02T12:33:22.687Z,,148,156,0,0,,,
,instagram,ranking,18094431383492242,2026-08-02T12:33:22.687Z,,129,133,0,0,,,
,instagram,ranking,18030754910582977,2026-08-02T12:33:22.687Z,,151,160,0,0,,,
,instagram,ranking,17871279489510146,2026-08-02T12:33:22.687Z,,152,168,0,0,,,
,instagram,ranking,18140892640465016,2026-08-02T12:33:22.687Z,,139,151,0,0,,,
,instagram,ranking,18053802635689364,2026-08-02T12:33:22.687Z,,135,146,0,0,,,
,instagram,ranking,18339690778234006,2026-08-02T12:33:22.687Z,,109,115,0,0,,,
,instagram,ranking,18077404274209711,2026-08-02T12:33:22.687Z,,102,116,0,0,,,
,instagram,ranking,18356576176162075,2026-08-02T12:33:22.687Z,,106,112,0,0,,,
,instagram,ranking,18077453999601391,2026-08-02T12:33:22.687Z,,104,116,0,0,,,
,instagram,ranking,17842567665674838,2026-08-02T12:33:22.687Z,,136,145,0,0,,,
,instagram,ranking,18275862538304530,2026-08-02T12:33:22.687Z,,147,170,0,0,,,
,instagram,ranking,17985118016770726,2026-08-02T12:33:22.687Z,,109,113,0,0,,,
,instagram,ranking,17852426409611408,2026-08-02T12:33:22.687Z,,109,121,0,0,,,
,instagram,ranking,18077732633598285,2026-08-02T12:33:22.687Z,,105,116,0,0,,,
,instagram,ranking,18091210375976881,2026-08-02T12:33:22.687Z,,110,117,0,0,,,
,instagram,ranking,18063321764560470,2026-08-02T12:33:22.687Z,,158,164,0,0,,,
,instagram,ranking,18095503033918205,2026-08-02T12:33:22.687Z,,185,196,1,0,,,
,instagram,ranking,18087200687093146,2026-08-02T12:33:22.687Z,,152,160,2,0,,,
,instagram,ranking,18104706772671360,2026-08-02T12:33:22.687Z,,173,200,0,0,,,
,instagram,ranking,18065287637405235,2026-08-02T12:33:22.687Z,,172,185,0,0,,,
,instagram,ranking,18088066298054218,2026-08-02T12:33:22.687Z,,205,208,0,0,,,
,instagram,ranking,18067452185149947,2026-08-02T12:33:22.687Z,,195,209,0,0,,,
,instagram,ranking,18116309788574751,2026-08-02T12:33:22.687Z,,108,109,0,0,,,
,instagram,ranking,18078827380954512,2026-08-02T12:33:22.687Z,,162,165,0,0,,,
,instagram,ranking,18426092071113515,2026-08-02T12:33:22.687Z,,108,116,0,0,,1,
,instagram,ranking,17918445795218692,2026-08-02T12:33:22.687Z,,107,127,0,0,,,
,instagram,ranking,18097787467680745,2026-08-02T12:33:22.687Z,,130,143,0,0,,,
,instagram,ranking,18126921322509624,2026-08-02T12:33:22.687Z,,111,116,0,0,,,
,instagram,ranking,17913530781253794,2026-08-02T12:33:22.687Z,,110,119,0,0,,,
,instagram,ranking,18299826280284630,2026-08-02T12:33:22.687Z,,128,134,0,0,,,
,instagram,ranking,18085486430044371,2026-08-02T12:33:22.687Z,,117,128,0,0,,,
,instagram,ranking,17908259427275287,2026-08-02T12:33:22.687Z,,114,119,0,0,,,
,instagram,ranking,18105768892641065,2026-08-02T12:33:22.687Z,,136,148,0,0,,,
,instagram,ranking,18072693647622323,2026-08-02T12:33:22.687Z,,113,129,0,0,,,
,instagram,ranking,17889886209261835,2026-08-02T12:33:22.687Z,,124,139,0,0,2,,
,instagram,ranking,17860838322556906,2026-08-02T12:33:22.687Z,,110,131,0,0,,,
,instagram,ranking,18082917610886421,2026-08-02T12:33:22.687Z,,137,151,0,0,,,
,instagram,ranking,17924415570051283,2026-08-02T12:33:22.687Z,,111,122,0,0,,,
,instagram,ranking,18313337509187495,2026-08-02T12:33:22.687Z,,142,157,0,0,,,
