URL,前回のクロール
https://stats47.jp/blog/health-life-expectancy-structure,2026-05-04
https://stats47.jp/blog/price-index-high-low-prefecture,2026-05-09
https://stats47.jp/ranking/wheat-flour-consumption-quantity,2026-05-01
https://stats47.jp/blog/temperature-extremes-map,2026-05-02
https://stats47.jp/ranking/wheat-flour-consumption-expenditure,2026-05-03
https://stats47.jp/blog/child-height-regional-gap,2026-05-08
https://stats47.jp/blog/habitable-area-land-use,2026-04-28
https://stats47.jp/blog/university-advancement-capacity,2026-05-09
https://stats47.jp/blog/fiscal-self-reliance-gap,2026-05-05
https://stats47.jp/blog/manufacturing-aichi-dominance,2026-05-09
https://stats47.jp/blog/overnight-guests-inbound-recovery,2026-04-07
https://stats47.jp/blog/park-green-space-gap,2026-03-29
https://stats47.jp/survey/local-public-employee-salary,2026-05-04
https://stats47.jp/blog/household-spending-prefecture-gap,2026-05-09
https://stats47.jp/ranking/tuna-consumption-quantity,2026-04-25
https://stats47.jp/blog/precipitation-snow-regional-gap,2026-05-03
https://stats47.jp/blog/local-government-debt-burden,2026-05-08
https://stats47.jp/blog/highschool-starting-salary-gap,2026-05-04
https://stats47.jp/ranking/konbu-consumption-quantity,2026-05-04
https://stats47.jp/blog/prefectural-income-gdp-ranking,2026-04-28
https://stats47.jp/blog/automotive-industry-transformation-map,2026-04-28
https://stats47.jp/blog/foreign-residents-diversity-map,2026-05-09
https://stats47.jp/blog/fishery-species-prefecture-specialty,2026-05-03
https://stats47.jp/ranking/pasta-consumption-quantity,2026-05-05
https://stats47.jp/blog/household-solo-vs-dualincome,2026-04-14
https://stats47.jp/ranking/barber-beauty-salon-count,2026-05-05
https://stats47.jp/blog/waiting-children-progress,2026-04-14
https://stats47.jp/blog/sunshine-pacific-vs-nihonkai,2026-05-09
https://stats47.jp/ranking/fresh-udon-soba-consumption-quantity,2026-05-04
https://stats47.jp/ranking/pork-consumption-quantity,2026-05-04
https://stats47.jp/blog/crime-rate-regional-gap,2026-04-28
https://stats47.jp/blog/alcohol-prefecture-map,2026-04-24
https://stats47.jp/blog/sports-urban-paradox,2026-05-08
