URL,前回のクロール
https://stats47.jp/themes/local-finance-city,2026-07-18
https://stats47.jp/opengraph-image?342d3ed4e9f13c73,2026-06-06
http://stats47.jp/blog/fiscal-strength-ranking,2026-05-08
https://stats47.jp/ranking/hobby-participation-rate-karaoke,2026-05-08
https://stats47.jp/ranking/dress-shirt-consumption-expenditure,2026-05-07
https://stats47.jp/ranking/commute-by-bus,2026-05-07
https://stats47.jp/ranking/voter-turnout-city-assembly,2026-05-07
https://stats47.jp/ranking/study-participation-rate-computer,2026-05-07
https://stats47.jp/ranking/batteries-consumption-expenditure,2026-05-07
https://stats47.jp/ranking/womens-pants-consumption-expenditure,2026-05-07
https://stats47.jp/ranking/dental-fee-consumption-expenditure,2026-05-07
https://stats47.jp/ranking/nurse-salary,2026-05-07
https://stats47.jp/ranking/blank-media-consumption-expenditure,2026-05-07
https://stats47.jp/ranking/general-clinic-count,2026-05-07
https://stats47.jp/ranking/crab-consumption-quantity,2026-05-07
https://stats47.jp/educationsports/kindergarten/dashboard/00000,2026-03-30
https://stats47.jp/correlation?x=comprehensive-park-count,2026-03-30
https://stats47.jp/infrastructure/roads/dashboard/07000,2026-03-12
