URL,前回のクロール
https://stats47.jp/ranking/patient-receiving-rate-by-age,2026-09-05
https://stats47.jp/areas/24210/population-dynamics,2026-09-05
https://stats47.jp/areas/34210/climate,2026-09-05
https://stats47.jp/ranking/construction-projects-total,2026-09-05
https://stats47.jp/areas/22210/education-culture,2026-09-05
https://stats47.jp/areas/22305/climate,2026-09-05
https://stats47.jp/areas/36401/healthcare,2026-09-05
https://stats47.jp/areas/23000/23102,2026-09-05
https://stats47.jp/areas/36401/manufacturing,2026-09-05
https://stats47.jp/areas/36401/labor-wages,2026-09-05
https://stats47.jp/ranking/construction-contract-river,2026-09-05
https://stats47.jp/ranking/construction-contract-road,2026-09-05
https://stats47.jp/areas/23000/23562,2026-09-05
https://stats47.jp/areas/36401/foreign-residents,2026-09-05
https://stats47.jp/areas/14000/14362,2026-09-05
https://stats47.jp/blog/food-expenditure-ratio,2026-09-05
https://stats47.jp/ranking/port-vehicle-ferry-car,2026-09-05
https://stats47.jp/areas/19209/local-finance,2026-09-05
https://stats47.jp/areas/20303/local-economy,2026-09-05
https://stats47.jp/ranking/port-cargo-coastal-out,2026-09-05
https://stats47.jp/areas/36387/labor-wages,2026-09-05
https://stats47.jp/areas/01423/manufacturing,2026-09-05
https://stats47.jp/ranking/construction-contract-port-airport,2026-09-05
https://stats47.jp/areas/24210/manufacturing,2026-09-05
https://stats47.jp/areas/24210/local-finance,2026-09-05
https://stats47.jp/areas/02402/population-dynamics,2026-09-05
https://stats47.jp/areas/27222/manufacturing,2026-09-05
https://stats47.jp/ranking/gini-coefficient-disposable-income,2026-09-05
https://stats47.jp/ranking/ssdse-d-mg03,2026-09-05
https://stats47.jp/areas/34208/foreign-residents,2026-09-05
https://stats47.jp/areas/30422/labor-wages,2026-09-05
https://stats47.jp/ranking/construction-contract-total,2026-09-05
https://stats47.jp/ranking/prefectural-income-per-capita,2026-09-05
https://stats47.jp/ranking/port-container-tonnage,2026-09-05
https://stats47.jp/ranking/inpatient-rate-by-bedtype,2026-09-05
https://stats47.jp/areas/23000/23427,2026-09-05
https://stats47.jp/areas/20451/local-economy,2026-09-04
https://stats47.jp/areas/22210/manufacturing,2026-09-04
