country,clicks,impressions,ctr,position
jpn,1246,37276,0.0334,8.73
kor,4,133,0.0301,7.33
usa,3,6070,0.0005,7.35
gbr,2,45,0.0444,6.49
bra,1,304,0.0033,6.44
can,1,225,0.0044,6.70
chn,1,101,0.0099,7.11
cri,1,6,0.1667,5.83
fra,1,84,0.0119,7.14
mys,1,32,0.0313,6.88
sgp,1,45,0.0222,7.11
ago,0,1,0.0000,4.00
alb,0,8,0.0000,7.13
are,0,20,0.0000,7.90
arg,0,48,0.0000,6.44
arm,0,1,0.0000,2.00
aus,0,55,0.0000,7.40
aut,0,7,0.0000,8.00
aze,0,1,0.0000,4.00
bel,0,12,0.0000,6.50
bgd,0,25,0.0000,6.56
bgr,0,9,0.0000,5.89
bhr,0,1,0.0000,7.00
bhs,0,4,0.0000,8.50
bih,0,1,0.0000,8.00
blr,0,16,0.0000,6.56
blz,0,1,0.0000,20.00
bmu,0,1,0.0000,11.00
bol,0,3,0.0000,4.67
brb,0,1,0.0000,2.00
bwa,0,2,0.0000,6.50
che,0,16,0.0000,7.88
chl,0,15,0.0000,7.07
col,0,42,0.0000,7.60
cub,0,6,0.0000,6.83
cyp,0,4,0.0000,7.50
cze,0,6,0.0000,9.67
deu,0,55,0.0000,6.98
dnk,0,7,0.0000,4.71
dom,0,8,0.0000,7.75
dza,0,12,0.0000,8.75
ecu,0,19,0.0000,7.32
egy,0,7,0.0000,9.00
eri,0,1,0.0000,3.00
esp,0,70,0.0000,6.50
est,0,1,0.0000,4.00
eth,0,2,0.0000,3.50
fin,0,4,0.0000,5.00
geo,0,3,0.0000,6.33
gha,0,5,0.0000,6.60
gib,0,1,0.0000,11.00
grc,0,12,0.0000,7.08
gtm,0,2,0.0000,6.50
guf,0,1,0.0000,8.00
hkg,0,27,0.0000,7.26
hnd,0,2,0.0000,5.50
hrv,0,5,0.0000,6.80
hti,0,1,0.0000,5.00
hun,0,6,0.0000,3.50
idn,0,87,0.0000,7.26
ind,0,132,0.0000,7.32
irl,0,9,0.0000,7.22
irn,0,18,0.0000,6.56
irq,0,12,0.0000,6.83
isl,0,1,0.0000,5.00
isr,0,8,0.0000,8.63
ita,0,46,0.0000,5.87
jam,0,7,0.0000,8.00
jor,0,4,0.0000,6.75
kaz,0,7,0.0000,4.57
ken,0,3,0.0000,9.00
khm,0,6,0.0000,9.17
kwt,0,1,0.0000,7.00
lao,0,1,0.0000,2.00
lbn,0,1,0.0000,7.00
lby,0,1,0.0000,7.00
lca,0,1,0.0000,8.00
ltu,0,2,0.0000,5.50
lux,0,1,0.0000,9.00
lva,0,1,0.0000,4.00
mac,0,1,0.0000,8.00
mar,0,14,0.0000,6.86
mda,0,2,0.0000,6.50
mdg,0,1,0.0000,9.00
mdv,0,2,0.0000,6.00
mex,0,100,0.0000,6.56
mkd,0,1,0.0000,4.00
mlt,0,1,0.0000,8.00
mmr,0,1,0.0000,5.00
mng,0,5,0.0000,8.60
moz,0,1,0.0000,9.00
mrt,0,1,0.0000,5.00
mus,0,2,0.0000,10.00
nam,0,1,0.0000,7.00
ncl,0,1,0.0000,3.00
nga,0,7,0.0000,5.14
nic,0,1,0.0000,10.00
nld,0,38,0.0000,7.32
nor,0,7,0.0000,12.14
npl,0,8,0.0000,5.00
nzl,0,13,0.0000,8.54
pak,0,17,0.0000,5.88
pan,0,1,0.0000,6.00
per,0,14,0.0000,6.14
phl,0,33,0.0000,9.00
png,0,1,0.0000,12.00
pol,0,31,0.0000,6.32
pri,0,4,0.0000,6.50
prt,0,11,0.0000,5.45
pry,0,7,0.0000,5.43
pse,0,4,0.0000,5.25
qat,0,5,0.0000,9.80
rou,0,13,0.0000,9.15
rus,0,33,0.0000,6.97
rwa,0,1,0.0000,6.00
sau,0,12,0.0000,6.25
sdn,0,1,0.0000,4.00
sen,0,2,0.0000,9.00
slv,0,2,0.0000,7.00
som,0,1,0.0000,10.00
srb,0,5,0.0000,6.60
svk,0,3,0.0000,10.00
svn,0,3,0.0000,8.67
swe,0,13,0.0000,6.54
sxm,0,1,0.0000,4.00
syr,0,3,0.0000,7.00
tcd,0,1,0.0000,2.00
tha,0,54,0.0000,8.09
tkm,0,1,0.0000,10.00
tls,0,1,0.0000,9.00
tto,0,1,0.0000,7.00
tun,0,3,0.0000,4.33
tur,0,34,0.0000,6.68
twn,0,39,0.0000,6.74
tza,0,3,0.0000,7.00
uga,0,2,0.0000,5.50
ukr,0,33,0.0000,6.85
ury,0,3,0.0000,7.00
uzb,0,1,0.0000,3.00
ven,0,12,0.0000,7.58
vnm,0,85,0.0000,8.60
xkk,0,4,0.0000,8.75
zaf,0,8,0.0000,5.25
