page,clicks,impressions,ctr,position
https://stats47.jp/blog/health-life-expectancy-structure,64,1523,0.0420,8.80
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,40,894,0.0447,6.76
https://stats47.jp/ranking/public-phone-count,39,1332,0.0293,4.71
https://stats47.jp/blog/temperature-extremes-map,36,2754,0.0131,9.14
https://stats47.jp/ranking/fresh-udon-soba-consumption-quantity,32,987,0.0324,7.93
https://stats47.jp/blog/price-index-high-low-prefecture,27,1350,0.0200,9.07
https://stats47.jp/blog/fiscal-self-reliance-gap,24,870,0.0276,8.70
https://stats47.jp/,23,87,0.2644,5.01
https://stats47.jp/blog/household-spending-prefecture-gap,23,573,0.0401,7.78
https://stats47.jp/blog/local-government-debt-burden,19,536,0.0354,6.96
https://stats47.jp/blog/noodle-consumption-prefecture-character,19,833,0.0228,6.77
https://stats47.jp/ranking/chicken-consumption-quantity,19,507,0.0375,8.21
https://stats47.jp/blog/hospital-bed-utilization-map,18,509,0.0354,7.93
https://stats47.jp/blog/child-height-regional-gap,16,2061,0.0078,10.11
https://stats47.jp/blog/farmland-crisis-abandoned-land,16,116,0.1379,6.05
https://stats47.jp/ranking/natto-consumption-expenditure,16,684,0.0234,8.84
https://stats47.jp/blog/convenience-store-density-map,14,332,0.0422,7.82
https://stats47.jp/ranking/general-hospital-bed-occupancy-rate,13,271,0.0480,4.32
https://stats47.jp/ranking/pasta-consumption-quantity,13,250,0.0520,6.40
https://stats47.jp/blog/sports-urban-paradox,12,346,0.0347,7.35
https://stats47.jp/ranking/elementary-school-children-count,12,283,0.0424,8.64
https://stats47.jp/blog/aging-solo-living-crisis,11,236,0.0466,9.17
https://stats47.jp/ranking/beef-consumption-quantity,11,519,0.0212,6.70
https://stats47.jp/blog/automotive-industry-transformation-map,10,220,0.0455,6.37
https://stats47.jp/ranking/green-tea-consumption-quantity,10,172,0.0581,7.02
https://stats47.jp/blog/foreign-population-growth-rate,9,95,0.0947,6.98
https://stats47.jp/blog/highschool-starting-salary-gap,9,405,0.0222,10.74
https://stats47.jp/blog/university-advancement-capacity,9,290,0.0310,8.70
https://stats47.jp/ranking/cup-noodles-consumption-quantity,9,117,0.0769,5.74
https://stats47.jp/blog/waiting-children-progress,8,217,0.0369,7.50
https://stats47.jp/ranking/konbu-consumption-quantity,8,244,0.0328,7.25
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,8,71,0.1127,6.20
https://stats47.jp/ranking/tuna-consumption-quantity,8,127,0.0630,9.57
https://stats47.jp/ranking/wheat-flour-consumption-expenditure,8,976,0.0082,7.46
https://stats47.jp/ranking/yogurt-consumption-expenditure,8,93,0.0860,6.73
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,7,77,0.0909,5.29
https://stats47.jp/blog/food-spending-pattern,7,110,0.0636,7.55
https://stats47.jp/blog/foreign-residents-diversity-map,7,239,0.0293,7.15
https://stats47.jp/blog/manufacturing-aichi-dominance,7,1067,0.0066,9.16
https://stats47.jp/blog/semiconductor-electronics-regional-map,7,105,0.0667,6.57
https://stats47.jp/ranking/junior-high-school-students-count,7,87,0.0805,6.85
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,6,39,0.1538,4.87
https://stats47.jp/blog/food-trio-prefecture-map,6,445,0.0135,7.70
https://stats47.jp/blog/population-density-urbanization,6,362,0.0166,8.48
https://stats47.jp/ranking/avg-height-high-school-2nd-male,6,119,0.0504,10.54
https://stats47.jp/ranking/convenience-store-sales-monthly,6,81,0.0741,6.77
https://stats47.jp/ranking/pickled-plum-consumption-quantity,6,62,0.0968,5.82
https://stats47.jp/ranking/retail-store-count,6,80,0.0750,5.64
https://stats47.jp/ranking/sushi-dining-consumption-expenditure,6,221,0.0271,7.76
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,6,71,0.0845,5.97
https://stats47.jp/ranking/vinegar-consumption-quantity,6,74,0.0811,6.77
https://stats47.jp/ranking/wheat-flour-consumption-quantity,6,1059,0.0057,6.38
https://stats47.jp/blog/education-cost-per-child,5,56,0.0893,7.16
https://stats47.jp/ranking/abortion-rate,5,140,0.0357,8.28
https://stats47.jp/ranking/convenience-store-count-commercial,5,181,0.0276,9.04
https://stats47.jp/ranking/cooking-oil-consumption-quantity,5,52,0.0962,7.23
https://stats47.jp/ranking/croquette-consumption-expenditure,5,33,0.1515,6.88
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,5,37,0.1351,6.51
https://stats47.jp/ranking/drinking-out-consumption-expenditure,5,48,0.1042,6.73
https://stats47.jp/ranking/gasoline-consumption-quantity,5,82,0.0610,5.59
https://stats47.jp/ranking/paved-road-total-length,5,156,0.0321,6.90
https://stats47.jp/ranking/sauce-consumption-expenditure,5,118,0.0424,7.96
https://stats47.jp/blog/bonito-catch-prefecture,4,235,0.0170,8.46
https://stats47.jp/blog/gasoline-car-society-map,4,68,0.0588,6.21
https://stats47.jp/blog/habitable-area-land-use,4,606,0.0066,8.50
https://stats47.jp/blog/library-museum-cultural-capital,4,50,0.0800,6.98
https://stats47.jp/blog/livable-prefecture-composite-ranking,4,55,0.0727,19.18
https://stats47.jp/blog/local-tax-revenue-gap,4,75,0.0533,8.96
https://stats47.jp/blog/marriage-unmarried-crisis,4,277,0.0144,9.31
https://stats47.jp/blog/prefectural-income-gdp-ranking,4,331,0.0121,9.90
https://stats47.jp/blog/sake-consumption-prefecture-gap,4,22,0.1818,7.41
https://stats47.jp/blog/telework-gap-tokyo-6x,4,46,0.0870,5.65
https://stats47.jp/blog/wheat-flour-consumption-prefecture,4,55,0.0727,7.16
https://stats47.jp/ranking/avg-salary-police-prefecture,4,187,0.0214,14.45
