sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
,instagram,ranking,18232700281318579,2026-09-06T14:18:43.021Z,,18,31,1,0,,,
,instagram,ranking,17860134171677181,2026-09-06T14:18:43.021Z,,16,29,0,0,,,
,instagram,ranking,17918895342423154,2026-09-06T14:18:43.021Z,,15,28,0,0,,,
,instagram,ranking,18125943095494106,2026-09-06T14:18:43.021Z,,18,35,0,0,,,
,instagram,ranking,18079833644695884,2026-09-06T14:18:43.021Z,,23,42,1,0,,,
,instagram,ranking,18096559358367014,2026-09-06T14:18:43.021Z,,20,31,0,0,,,
,instagram,ranking,17895178641592262,2026-09-06T14:18:43.021Z,,11,18,0,0,,,
,instagram,ranking,17902586610496701,2026-09-06T14:18:43.021Z,,10,12,0,0,,,
,instagram,ranking,18110889766991708,2026-09-06T14:18:43.021Z,,9,11,0,0,,,
,instagram,ranking,18121255714781165,2026-09-06T14:18:43.021Z,,17,30,0,0,,,
,instagram,ranking,18122838577835352,2026-09-06T14:18:43.021Z,,12,23,0,0,,,
,instagram,ranking,17936375436344795,2026-09-06T14:18:43.021Z,,9,14,0,0,,,
,instagram,ranking,18022054880897784,2026-09-06T14:18:43.021Z,,15,21,0,0,,,
,instagram,ranking,18076631687345068,2026-09-06T14:18:43.021Z,,11,17,0,0,,,
,instagram,ranking,18132466042537967,2026-09-06T14:18:43.021Z,,17,28,0,0,,,
,instagram,ranking,18172728256428665,2026-09-06T14:18:43.021Z,,12,16,0,0,,,
,instagram,ranking,18090793847425772,2026-09-06T14:18:43.021Z,,11,23,0,0,,,
,instagram,ranking,18107060782860913,2026-09-06T14:18:43.021Z,,5,10,0,0,,,
,instagram,ranking,18068782358466415,2026-09-06T14:18:43.021Z,,22,32,0,0,,,
,instagram,ranking,18101233709055259,2026-09-06T14:18:43.021Z,,20,32,0,0,,,
,instagram,ranking,17948078844253355,2026-09-06T14:18:43.021Z,,11,17,0,0,,,
,instagram,ranking,18083759579667181,2026-09-06T14:18:43.021Z,,8,9,0,0,,,
,instagram,ranking,18177070924419168,2026-09-06T14:18:43.021Z,,15,25,0,0,,,
,instagram,ranking,18070921784447637,2026-09-06T14:18:43.021Z,,17,33,0,0,,,
,instagram,ranking,18202949764366443,2026-09-06T14:18:43.021Z,,22,42,0,0,,,
,instagram,ranking,18202245214370648,2026-09-06T14:18:43.021Z,,8,14,0,0,,,
,instagram,ranking,18125871193739524,2026-09-06T14:18:43.021Z,,7,17,0,0,,,
,instagram,ranking,17959946154169568,2026-09-06T14:18:43.021Z,,13,20,0,0,,,
,instagram,ranking,18463614616117951,2026-09-06T14:18:43.021Z,,7,8,0,0,,,
,instagram,ranking,18137538442581051,2026-09-06T14:18:43.021Z,,14,35,0,0,,,
,instagram,ranking,18088965854563615,2026-09-06T14:18:43.021Z,,8,12,0,0,,,
,instagram,ranking,18122961250766208,2026-09-06T14:18:43.021Z,,16,36,1,0,,,
,instagram,ranking,18127664659725620,2026-09-06T14:18:43.021Z,,5,13,1,0,,,
,instagram,ranking,17926029150388636,2026-09-06T14:18:43.021Z,,12,21,0,0,,,
,instagram,ranking,18219864103328531,2026-09-06T14:18:43.021Z,,16,28,0,0,,,
,instagram,ranking,17889194463666535,2026-09-06T14:18:43.021Z,,25,47,0,0,,,
,instagram,ranking,18102140122929892,2026-09-06T14:18:43.021Z,,6,12,0,0,,,
,instagram,ranking,18098892293068460,2026-09-06T14:18:43.021Z,,8,13,0,0,,,
,instagram,ranking,17928975588364255,2026-09-06T14:18:43.021Z,,18,37,0,0,,,
,instagram,ranking,18136557979515790,2026-09-06T14:18:43.021Z,,18,29,0,0,,,
,instagram,ranking,17891561061598769,2026-09-06T14:18:43.021Z,,8,11,1,0,,,
,instagram,ranking,18099908318248893,2026-09-06T14:18:43.021Z,,9,20,1,0,,,
,instagram,ranking,18345342865217202,2026-09-06T14:18:43.021Z,,2372,2597,5,0,,,
,instagram,ranking,17955583890192562,2026-09-06T14:18:43.021Z,,10,17,1,0,,,
,instagram,ranking,17977539804064789,2026-09-06T14:18:43.021Z,,29,50,0,0,,,
,instagram,ranking,17898939780510102,2026-09-06T14:18:43.021Z,,417,458,1,0,,,
,instagram,ranking,18219953767335863,2026-09-06T14:18:43.021Z,,19,44,0,0,,,
,instagram,ranking,18425484130180724,2026-09-06T14:18:43.021Z,,22,42,0,0,,,
,instagram,ranking,18153203653499811,2026-09-06T14:18:43.021Z,,493,527,3,0,,,
,instagram,ranking,17977172151111554,2026-09-06T14:18:43.021Z,,20,35,0,0,,,
,instagram,ranking,17892175512583774,2026-09-06T14:18:43.021Z,,23,53,0,0,,,
,instagram,ranking,18026712362669844,2026-09-06T14:18:43.021Z,,379,408,1,0,,,
,instagram,ranking,18210785470350865,2026-09-06T14:18:43.021Z,,21,47,0,0,,,
,instagram,ranking,17879502996615742,2026-09-06T14:18:43.021Z,,15,32,0,0,,,
,instagram,ranking,18093816851621624,2026-09-06T14:18:43.021Z,,162,177,0,0,,,
,instagram,ranking,18324415909275774,2026-09-06T14:18:43.021Z,,27,51,0,0,,,
,instagram,ranking,18023734715846843,2026-09-06T14:18:43.021Z,,15,23,0,0,,,
,instagram,ranking,17889537714410166,2026-09-06T14:18:43.021Z,,611,658,0,0,,,
,instagram,ranking,18152140597512723,2026-09-06T14:18:43.021Z,,11,20,0,0,,,
