query,clicks,impressions,ctr,position
一般病床の病床利用率が最も高い都道府県,12,114,0.1053,5.72
一般病床の病床利用率が最も高い都道府県は？,11,77,0.1429,4.34
一般病床の病床利用率が最も高い都道府県は,10,93,0.1075,4.39
スポーツ観戦支出ランキング,3,15,0.2000,3.87
昆布 消費量 ランキング,2,16,0.1250,7.63
エンゲル係数 都道府県,1,7,0.1429,6.86
公園が多い県,1,12,0.0833,7.58
味噌 消費量 都道府県,1,9,0.1111,7.56
地方債ランキング,1,6,0.1667,9.17
地方債残高 ランキング,1,9,0.1111,5.11
大学進学率 都道府県,1,2,0.5000,10.00
昆布消費量ランキング,1,8,0.1250,7.75
未婚率,1,1,1.0000,6.00
物価 都道府県 比較,1,1,1.0000,28.00
猛暑日日数 都 道府県,1,2,0.5000,11.00
経常収支比率 自治体 ランキング,1,1,1.0000,18.00
耕地面積統計,1,1,1.0000,4.00
豆腐 消費量 都道府県,1,21,0.0476,6.29
豆腐消費量,1,1,1.0000,6.00
豆腐消費量 都道府県,1,13,0.0769,6.69
都道府県 財政 ランキング,1,1,1.0000,39.00
都道府県出生率ランキング,1,1,1.0000,16.00
高卒初任給 都 道府県 別,1,33,0.0303,9.58
"""出生数 全都道府県で減少""",0,1,0.0000,10.00
(´；ω；｀),0,1,0.0000,1.00
2040年 介護人材 不足 69万人,0,3,0.0000,5.33
30代 未婚率 推移,0,1,0.0000,41.00
47 都 道府県,0,3,0.0000,71.00
47都道府県,0,4,0.0000,41.75
いちご 消費量 ランキング,0,3,0.0000,8.67
いちご消費量ランキング,0,13,0.0000,8.62
いわき 人口,0,2,0.0000,35.00
いわき市 人口,0,1,0.0000,34.00
うどん 消費量 ランキング,0,3,0.0000,12.33
うどん 消費量 ランキング 2024,0,1,0.0000,8.00
うどん 消費量 都 道府県 ランキング,0,1,0.0000,9.00
うどんそば消費量ランキング,0,1,0.0000,12.00
うどん消費量,0,1,0.0000,39.00
うどん消費量 ランキング,0,1,0.0000,13.00
うどん消費量 都道府県,0,1,0.0000,10.00
うどん消費量ランキング,0,1,0.0000,13.00
うどん消費量ランキング 2024,0,1,0.0000,9.00
お茶 消費量 都道府県,0,1,0.0000,19.00
お酒消費量 都道府県,0,1,0.0000,16.00
さつまいも 消費量,0,2,0.0000,10.50
さぬき市 人口,0,1,0.0000,34.00
じゃがいも 消費量,0,1,0.0000,13.00
じゃがいも 消費量 ランキング,0,1,0.0000,10.00
そば 消費量,0,4,0.0000,12.75
そば 消費量 ランキング,0,1,0.0000,12.00
そば消費量,0,1,0.0000,12.00
そば消費量 都 道府県 ランキング,0,1,0.0000,8.00
そば消費量 都道府県,0,1,0.0000,9.00
そば消費量ランキング,0,1,0.0000,10.00
そば消費量ランキング 都 道府県,0,4,0.0000,6.50
つがる市 人口,0,3,0.0000,29.33
つゆ・たれ 消費額 都道府県 ランキング 最新,0,1,0.0000,7.00
みかん 消費量 ランキング,0,2,0.0000,7.00
みかん消費量ランキング,0,1,0.0000,12.00
むつ市 人口,0,2,0.0000,40.50
アルコール消費量 都道府県,0,3,0.0000,9.33
エンゲル係数,0,1,0.0000,30.00
エンゲル係数 ランキング,0,6,0.0000,10.33
エンゲル係数 平均,0,1,0.0000,7.00
エンゲル係数 日本 ランキング,0,1,0.0000,7.00
エンゲル係数 都 道府県 ランキング,0,1,0.0000,4.00
エンゲル係数ランキング,0,3,0.0000,11.00
カツオ 消費量 ランキング,0,9,0.0000,8.78
キャベツ 消費量 都道府県,0,5,0.0000,6.80
ケチャップ 消費量,0,10,0.0000,9.40
ケチャップ 消費量 日本一,0,2,0.0000,11.00
ケチャップ消費量 日本一,0,2,0.0000,12.50
コンビニ 人口あたり,0,4,0.0000,10.75
コンビニが一番少ない県,0,1,0.0000,7.00
コンビニが多い県ランキング,0,1,0.0000,13.00
コーヒー 消費量 都道府県,0,1,0.0000,10.00
コーヒー消費量 都道府県,0,3,0.0000,21.00
ティッシュの消費量ランキング,0,5,0.0000,5.20
ティッシュ消費量 ランキング,0,2,0.0000,8.00
ティッシュ消費量 ランキング 日本,0,1,0.0000,11.00
テレワーク率,0,4,0.0000,43.50
ハンバーグ 消費 量 ランキング 2026,0,1,0.0000,3.00
ハンバーグ消費量ランキング,0,1,0.0000,9.00
パスタ 消費量,0,3,0.0000,8.33
パスタ消費量,0,5,0.0000,8.00
パン 消費量 都道府県,0,1,0.0000,42.00
パン消費量 都 道府県 2025,0,3,0.0000,12.00
パン消費量 都道府県,0,2,0.0000,22.50
フリーランス 人数,0,1,0.0000,48.00
ブロッコリー 消費量,0,2,0.0000,5.00
リモートワーク 実施率,0,1,0.0000,68.00
一人暮らし 住みやすい県 ランキング,0,1,0.0000,99.00
一人暮らし 都道府県 ランキング,0,1,0.0000,10.00
一人暮らし高齢者 割合,0,1,0.0000,50.00
七ヶ宿 町 人口,0,1,0.0000,45.00
七尾市 人口,0,1,0.0000,43.00
三島 人口,0,4,0.0000,32.50
三島市 人口,0,3,0.0000,45.00
三島市 面積,0,2,0.0000,43.00
三条市 人口,0,2,0.0000,46.50
三沢市 人口,0,1,0.0000,49.00
三重県 津市 人口,0,1,0.0000,37.00
三重県津市 人口,0,1,0.0000,36.00
上田 人口,0,4,0.0000,41.75
上田市 世帯数,0,1,0.0000,46.00
上田市 人口,0,2,0.0000,45.50
上田市 面積,0,1,0.0000,49.00
上越 人口,0,4,0.0000,39.00
上越市 人口,0,3,0.0000,46.00
下水道 普及率 徳島,0,1,0.0000,13.00
下水道 普及率 日本 ランキング,0,1,0.0000,12.00
