page,clicks,impressions,ctr,position
https://stats47.jp/blog/health-life-expectancy-structure,104,1131,0.0920,8.22
https://stats47.jp/socialsecurity/medical-facilities/ranking/general-hospital-bed-occupancy-rate,46,446,0.1031,5.09
https://stats47.jp/,13,39,0.3333,4.97
https://stats47.jp/blog/price-index-high-low-prefecture,12,429,0.0280,9.17
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,11,128,0.0859,6.63
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,11,57,0.1930,5.61
https://stats47.jp/ranking/konbu-consumption-quantity,10,127,0.0787,7.55
https://stats47.jp/blog/local-government-debt-burden,8,102,0.0784,8.63
https://stats47.jp/blog/university-advancement-capacity,7,393,0.0178,11.77
https://stats47.jp/blog/automotive-industry-transformation-map,6,257,0.0233,7.53
https://stats47.jp/blog/fiscal-self-reliance-gap,6,83,0.0723,9.99
https://stats47.jp/blog/park-green-space-gap,6,333,0.0180,8.15
https://stats47.jp/ranking/pasta-consumption-quantity,6,155,0.0387,6.74
https://stats47.jp/blog/population-density-urbanization,5,154,0.0325,13.72
https://stats47.jp/blog/sports-urban-paradox,5,86,0.0581,7.43
https://stats47.jp/ranking/local-debt-current,5,78,0.0641,8.21
https://stats47.jp/ranking/telework-rate,5,59,0.0847,10.34
https://stats47.jp/blog/convenience-store-density-map,4,127,0.0315,6.46
https://stats47.jp/blog/household-spending-prefecture-gap,4,105,0.0381,6.84
https://stats47.jp/ranking/hamburger-consumption-expenditure,4,49,0.0816,7.20
https://stats47.jp/ranking/tomato-consumption-quantity,4,39,0.1026,8.05
https://stats47.jp/ranking/wheat-flour-consumption-quantity,4,65,0.0615,6.92
https://stats47.jp/blog/alcohol-prefecture-map,3,80,0.0375,8.05
https://stats47.jp/blog/birth-rate-fertility-ranking,3,122,0.0246,7.61
https://stats47.jp/blog/child-height-regional-gap,3,274,0.0109,12.04
https://stats47.jp/blog/temperature-extremes-map,3,334,0.0090,9.89
https://stats47.jp/ranking/croquette-consumption-expenditure,3,22,0.1364,7.05
https://stats47.jp/ranking/other-mushroom-consumption-quantity,3,51,0.0588,7.98
