url,verdict,coverageState,indexingState,robotsTxtState,lastCrawlTime,pageFetchState,googleCanonical,userCanonical,crawledAs,referringUrls
https://stats47.jp/ranking/natto-consumption-expenditure,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-30T10:10:47Z,SUCCESSFUL,https://stats47.jp/ranking/natto-consumption-expenditure,,MOBILE,2
https://stats47.jp/ranking/avg-height-high-school-2nd-male,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T18:35:40Z,SUCCESSFUL,https://stats47.jp/ranking/avg-height-high-school-2nd-male,,MOBILE,4
https://stats47.jp/blog/avg-height-high-school-2nd-male,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T13:34:17Z,SUCCESSFUL,https://stats47.jp/blog/avg-height-high-school-2nd-male,https://stats47.jp/blog/avg-height-high-school-2nd-male,MOBILE,3
https://stats47.jp/blog/local-government-debt-burden,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-28T20:26:43Z,SUCCESSFUL,https://stats47.jp/blog/local-government-debt-burden,https://stats47.jp/blog/local-government-debt-burden,MOBILE,1
https://stats47.jp/ranking/convenience-store-count-commercial,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T15:34:51Z,SUCCESSFUL,https://stats47.jp/ranking/convenience-store-count-commercial,,MOBILE,3
https://stats47.jp/blog/convenience-store-density-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T00:57:25Z,SUCCESSFUL,https://stats47.jp/blog/convenience-store-density-map,https://stats47.jp/blog/convenience-store-density-map,MOBILE,2
https://stats47.jp/blog/bonito-catch-prefecture,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T03:27:26Z,SUCCESSFUL,https://stats47.jp/blog/bonito-catch-prefecture,https://stats47.jp/blog/bonito-catch-prefecture,MOBILE,1
https://stats47.jp/blog/noodle-consumption-prefecture-character,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-28T22:22:54Z,SUCCESSFUL,https://stats47.jp/blog/noodle-consumption-prefecture-character,https://stats47.jp/blog/noodle-consumption-prefecture-character,MOBILE,1
https://stats47.jp/blog/manufacturing-aichi-dominance,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T12:49:26Z,SUCCESSFUL,https://stats47.jp/blog/manufacturing-aichi-dominance,https://stats47.jp/blog/manufacturing-aichi-dominance,MOBILE,0
https://stats47.jp/blog/automotive-industry-transformation-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T06:49:56Z,SUCCESSFUL,https://stats47.jp/blog/automotive-industry-transformation-map,https://stats47.jp/blog/automotive-industry-transformation-map,MOBILE,2
https://stats47.jp/blog/precipitation-snow-regional-gap,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T14:55:05Z,SUCCESSFUL,https://stats47.jp/blog/precipitation-snow-regional-gap,https://stats47.jp/blog/precipitation-snow-regional-gap,MOBILE,1
https://stats47.jp/blog/foreign-residents-diversity-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T12:09:45Z,SUCCESSFUL,https://stats47.jp/blog/foreign-residents-diversity-map,https://stats47.jp/blog/foreign-residents-diversity-map,MOBILE,1
https://stats47.jp/blog/livable-prefecture-composite-ranking,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-30T08:55:45Z,SUCCESSFUL,https://stats47.jp/blog/livable-prefecture-composite-ranking,https://stats47.jp/blog/livable-prefecture-composite-ranking,MOBILE,2
https://stats47.jp/blog/habitable-area-land-use,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T12:04:20Z,SUCCESSFUL,https://stats47.jp/blog/habitable-area-land-use,https://stats47.jp/blog/habitable-area-land-use,MOBILE,1
https://stats47.jp/ranking/pork-consumption-quantity,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-28T22:52:45Z,SUCCESSFUL,https://stats47.jp/ranking/pork-consumption-quantity,,MOBILE,2
https://stats47.jp/blog/health-life-expectancy-structure,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T04:24:39Z,SUCCESSFUL,https://stats47.jp/blog/health-life-expectancy-structure,https://stats47.jp/blog/health-life-expectancy-structure,MOBILE,2
https://stats47.jp/blog/temperature-extremes-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-30T07:16:26Z,SUCCESSFUL,https://stats47.jp/blog/temperature-extremes-map,https://stats47.jp/blog/temperature-extremes-map,MOBILE,1
https://stats47.jp/blog/chicken-consumption-quantity,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-30T07:09:51Z,SUCCESSFUL,https://stats47.jp/blog/chicken-consumption-quantity,https://stats47.jp/blog/chicken-consumption-quantity,MOBILE,0
https://stats47.jp/blog/manufacturing-productivity,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-28T10:59:16Z,SUCCESSFUL,https://stats47.jp/blog/manufacturing-productivity,https://stats47.jp/blog/manufacturing-productivity,MOBILE,1
https://stats47.jp/blog/prefectural-income-gdp-ranking,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T10:49:38Z,SUCCESSFUL,https://stats47.jp/blog/prefectural-income-gdp-ranking,https://stats47.jp/blog/prefectural-income-gdp-ranking,MOBILE,3
https://stats47.jp/blog/fiscal-self-reliance-gap,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-28T22:36:33Z,SUCCESSFUL,https://stats47.jp/blog/fiscal-self-reliance-gap,https://stats47.jp/blog/fiscal-self-reliance-gap,MOBILE,1
https://stats47.jp/blog/distinctive-place-name-kanji-by-prefecture,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T13:35:02Z,SUCCESSFUL,https://stats47.jp/blog/distinctive-place-name-kanji-by-prefecture,https://stats47.jp/blog/distinctive-place-name-kanji-by-prefecture,MOBILE,3
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T13:24:39Z,SUCCESSFUL,https://stats47.jp/ranking/grilled-eel-consumption-expenditure,,MOBILE,2
https://stats47.jp/blog/high-school-teacher-salary-prefecture-gap,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-26T12:48:03Z,SUCCESSFUL,https://stats47.jp/blog/high-school-teacher-salary-prefecture-gap,https://stats47.jp/blog/high-school-teacher-salary-prefecture-gap,MOBILE,1
https://stats47.jp/blog/konbu-consumption-prefecture-gap,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T15:48:17Z,SUCCESSFUL,https://stats47.jp/blog/konbu-consumption-prefecture-gap,https://stats47.jp/blog/konbu-consumption-prefecture-gap,MOBILE,2
https://stats47.jp/ranking/elementary-school-children-count,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T03:31:05Z,SUCCESSFUL,https://stats47.jp/ranking/elementary-school-children-count,,MOBILE,3
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T01:22:19Z,SUCCESSFUL,https://stats47.jp/blog/childcare-friendly-prefecture-ranking,https://stats47.jp/blog/childcare-friendly-prefecture-ranking,MOBILE,2
https://stats47.jp/ranking/tuna-consumption-quantity,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-28T20:48:29Z,SUCCESSFUL,https://stats47.jp/ranking/tuna-consumption-quantity,,MOBILE,2
https://stats47.jp/blog/population-density-urbanization,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-24T21:14:42Z,SUCCESSFUL,https://stats47.jp/blog/population-density-urbanization,https://stats47.jp/blog/population-density-urbanization,MOBILE,1
https://stats47.jp/blog/yato-yatsu-place-name-boundary,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-06T10:44:37Z,SUCCESSFUL,https://stats47.jp/blog/yato-yatsu-place-name-boundary,https://stats47.jp/blog/yato-yatsu-place-name-boundary,MOBILE,3
https://stats47.jp/ranking/beef-consumption-quantity,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T04:36:10Z,SUCCESSFUL,https://stats47.jp/ranking/beef-consumption-quantity,,MOBILE,4
https://stats47.jp/ranking/dual-income-household-ratio,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-29T12:37:26Z,SUCCESSFUL,https://stats47.jp/ranking/dual-income-household-ratio,,MOBILE,2
https://stats47.jp/blog/development-history-place-name-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-08-22T11:33:11Z,SUCCESSFUL,https://stats47.jp/blog/development-history-place-name-map,https://stats47.jp/blog/development-history-place-name-map,MOBILE,2
