url,verdict,coverageState,indexingState,robotsTxtState,lastCrawlTime,pageFetchState,googleCanonical,userCanonical,crawledAs,referringUrls
https://stats47.jp/blog/bonito-catch-prefecture,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-24T11:44:51Z,SUCCESSFUL,https://stats47.jp/blog/bonito-catch-prefecture,https://stats47.jp/blog/bonito-catch-prefecture,MOBILE,0
https://stats47.jp/blog/convenience-store-density-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-26T07:45:47Z,SUCCESSFUL,https://stats47.jp/blog/convenience-store-density-map,https://stats47.jp/blog/convenience-store-density-map,MOBILE,1
https://stats47.jp/ranking/natto-consumption-expenditure,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-20T15:16:36Z,SUCCESSFUL,https://stats47.jp/ranking/natto-consumption-expenditure,https://stats47.jp/ranking/natto-consumption-expenditure,MOBILE,2
https://stats47.jp/blog/manufacturing-aichi-dominance,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-16T20:40:40Z,SUCCESSFUL,https://stats47.jp/blog/manufacturing-aichi-dominance,https://stats47.jp/blog/manufacturing-aichi-dominance,MOBILE,0
https://stats47.jp/blog/automotive-industry-transformation-map,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-16T20:37:11Z,SUCCESSFUL,https://stats47.jp/blog/automotive-industry-transformation-map,https://stats47.jp/blog/automotive-industry-transformation-map,MOBILE,2
https://stats47.jp/blog/noodle-consumption-prefecture-character,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-24T10:46:14Z,SUCCESSFUL,https://stats47.jp/blog/noodle-consumption-prefecture-character,https://stats47.jp/blog/noodle-consumption-prefecture-character,MOBILE,0
https://stats47.jp/blog/habitable-area-land-use,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-16T16:47:37Z,SUCCESSFUL,https://stats47.jp/blog/habitable-area-land-use,https://stats47.jp/blog/habitable-area-land-use,MOBILE,0
https://stats47.jp/ranking/pork-consumption-quantity,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-26T16:04:37Z,SUCCESSFUL,https://stats47.jp/ranking/pork-consumption-quantity,https://stats47.jp/ranking/pork-consumption-quantity,MOBILE,2
https://stats47.jp/blog/avg-height-high-school-2nd-male,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-18T08:42:12Z,SUCCESSFUL,https://stats47.jp/blog/avg-height-high-school-2nd-male,https://stats47.jp/blog/avg-height-high-school-2nd-male,MOBILE,3
https://stats47.jp/blog/local-government-debt-burden,PASS,送信して登録されました,INDEXING_ALLOWED,ALLOWED,2026-07-25T05:48:11Z,SUCCESSFUL,https://stats47.jp/blog/local-government-debt-burden,https://stats47.jp/blog/local-government-debt-burden,MOBILE,0
