country,clicks,impressions,ctr,position
jpn,612,18674,0.0328,9.44
can,2,170,0.0118,7.14
usa,2,4871,0.0004,7.29
aus,1,48,0.0208,9.96
bra,1,240,0.0042,5.81
fra,1,64,0.0156,6.42
kor,1,67,0.0149,7.93
vnm,1,69,0.0145,7.38
ago,0,1,0.0000,6.00
aia,0,1,0.0000,4.00
alb,0,4,0.0000,8.25
are,0,20,0.0000,5.35
arg,0,46,0.0000,5.72
arm,0,1,0.0000,9.00
aut,0,6,0.0000,5.67
bel,0,14,0.0000,6.79
ben,0,1,0.0000,11.00
bes,0,1,0.0000,6.00
bgd,0,19,0.0000,6.89
bgr,0,10,0.0000,9.00
blr,0,5,0.0000,7.40
blz,0,2,0.0000,6.50
bol,0,6,0.0000,5.00
brb,0,2,0.0000,5.00
che,0,11,0.0000,7.27
chl,0,21,0.0000,6.33
chn,0,69,0.0000,6.32
civ,0,1,0.0000,4.00
col,0,39,0.0000,7.64
cri,0,3,0.0000,4.00
cub,0,2,0.0000,6.00
cym,0,2,0.0000,10.00
cyp,0,4,0.0000,7.25
cze,0,10,0.0000,6.30
deu,0,47,0.0000,7.13
dnk,0,5,0.0000,6.20
dom,0,9,0.0000,7.00
dza,0,10,0.0000,7.40
ecu,0,18,0.0000,6.44
egy,0,7,0.0000,9.00
eri,0,2,0.0000,3.50
esp,0,80,0.0000,6.55
est,0,1,0.0000,8.00
eth,0,3,0.0000,6.00
fin,0,5,0.0000,4.20
gbr,0,45,0.0000,7.53
geo,0,4,0.0000,9.25
gha,0,4,0.0000,7.50
gib,0,1,0.0000,11.00
gnb,0,1,0.0000,4.00
grc,0,10,0.0000,5.60
grd,0,1,0.0000,7.00
gtm,0,5,0.0000,8.60
gum,0,1,0.0000,10.00
hkg,0,20,0.0000,7.45
hnd,0,7,0.0000,6.00
hrv,0,2,0.0000,22.00
hti,0,2,0.0000,4.50
hun,0,5,0.0000,14.80
idn,0,64,0.0000,6.41
ind,0,106,0.0000,7.43
irl,0,9,0.0000,8.89
irn,0,16,0.0000,7.25
irq,0,6,0.0000,7.17
isr,0,5,0.0000,6.80
ita,0,49,0.0000,7.98
jam,0,5,0.0000,7.20
jor,0,4,0.0000,7.75
kaz,0,3,0.0000,3.33
ken,0,6,0.0000,6.17
khm,0,4,0.0000,6.50
lao,0,1,0.0000,10.00
lbn,0,2,0.0000,6.00
lca,0,1,0.0000,8.00
lka,0,3,0.0000,5.33
ltu,0,5,0.0000,6.00
lux,0,2,0.0000,7.00
lva,0,4,0.0000,3.75
mar,0,8,0.0000,6.75
mda,0,2,0.0000,5.50
mex,0,89,0.0000,5.80
mlt,0,3,0.0000,7.67
mne,0,2,0.0000,4.50
mng,0,3,0.0000,9.00
moz,0,1,0.0000,9.00
mys,0,30,0.0000,6.37
nga,0,7,0.0000,5.57
nld,0,27,0.0000,7.19
nor,0,5,0.0000,5.20
npl,0,4,0.0000,5.50
nzl,0,11,0.0000,7.45
omn,0,2,0.0000,12.50
pak,0,17,0.0000,5.88
per,0,20,0.0000,8.40
phl,0,29,0.0000,7.59
png,0,1,0.0000,5.00
pol,0,26,0.0000,6.85
pri,0,6,0.0000,6.00
prk,0,1,0.0000,8.00
prt,0,11,0.0000,5.64
pry,0,8,0.0000,6.38
pse,0,8,0.0000,5.75
pyf,0,1,0.0000,1.00
qat,0,1,0.0000,16.00
rou,0,15,0.0000,6.93
rus,0,29,0.0000,6.90
sau,0,12,0.0000,5.50
sen,0,3,0.0000,12.67
sgp,0,21,0.0000,7.48
slv,0,2,0.0000,5.50
srb,0,4,0.0000,9.75
svk,0,6,0.0000,8.83
svn,0,2,0.0000,7.50
swe,0,18,0.0000,6.72
sxm,0,1,0.0000,4.00
tha,0,34,0.0000,7.03
tkm,0,1,0.0000,10.00
tto,0,2,0.0000,4.00
tun,0,2,0.0000,3.00
tur,0,34,0.0000,7.24
twn,0,30,0.0000,6.03
tza,0,1,0.0000,17.00
ukr,0,24,0.0000,4.96
ury,0,3,0.0000,7.67
uzb,0,1,0.0000,7.00
ven,0,10,0.0000,6.90
wsm,0,1,0.0000,10.00
xkk,0,4,0.0000,8.00
zaf,0,8,0.0000,5.75
zwe,0,1,0.0000,5.00
