query,clicks,impressions,ctr,position
健康寿命 都 道府県 ランキング 2026,7,31,0.2258,2.61
地方債残高 ランキング,3,17,0.1765,4.35
昆布消費量ランキング,3,26,0.1154,7.81
バナナ 消費量 都道府県,2,8,0.2500,6.63
家計調査 品目別ランキング,2,26,0.0769,9.27
新潟 平均身長,2,11,0.1818,9.18
昆布 消費量 ランキング,2,54,0.0370,7.09
消費支出 都 道府県 ランキング,2,35,0.0571,7.43
物価が安い都道府県ランキング,2,3,0.6667,7.33
鶏肉 消費量 都道府県,2,14,0.1429,7.36
47都道府県ランキング,1,1,1.0000,2.00
うどん 消費量 ランキング,1,17,0.0588,8.29
うどん 消費量 都 道府県 ランキング,1,1,1.0000,20.00
うどん 消費量 都道府県,1,13,0.0769,9.08
うどん消費量ランキング,1,30,0.0333,9.40
こんにゃく 消費量 ランキング,1,2,0.5000,7.50
エンゲル係数 都道府県,1,2,0.5000,6.50
ガソリン消費量 ランキング,1,8,0.1250,5.25
パスタ消費量 都道府県,1,9,0.1111,4.33
パン消費量ランキング,1,1,1.0000,10.00
ブロッコリー 消費量,1,19,0.0526,5.95
マグロ 消費量 ランキング,1,10,0.1000,11.40
マグロ消費量 ランキング,1,23,0.0435,11.22
健康寿命 ランキング 都道府県,1,3,0.3333,14.67
入院 受療率 1 位,1,38,0.0263,5.13
全国 生活費 ランキング,1,3,0.3333,10.33
公園が多い県,1,8,0.1250,7.25
図書館蔵書数ランキング,1,1,1.0000,12.00
大学進学率 都道府県,1,3,0.3333,15.33
寿司 支出額 ランキング,1,2,0.5000,5.50
小売 店舗数 ランキング,1,5,0.2000,7.00
小麦粉消費量 ランキング,1,120,0.0083,7.25
小麦粉消費量 都道府県,1,170,0.0059,5.94
平均身長 都 道府県 最新,1,6,0.1667,9.67
日本酒消費量 都道府県,1,6,0.1667,7.83
昆布 消費量ランキング 最新,1,12,0.0833,7.42
東京 コンビニ店舗数ランキング,1,1,1.0000,9.00
牛肉消費量 都 道府県 ランキング,1,8,0.1250,7.00
犯罪少ない県,1,2,0.5000,12.00
猛暑日日数 都 道府県,1,13,0.0769,11.23
秋田 平均身長,1,1,1.0000,45.00
納豆消費量 ランキング 県 別,1,12,0.0833,6.83
経常収支比率 自治体 ランキング,1,1,1.0000,18.00
統合失調症 都 道府県 ランキング,1,17,0.0588,4.59
豆腐消費量 都道府県,1,14,0.0714,6.64
道路舗装率 ランキング,1,6,0.1667,10.00
都道府県 人口増減率,1,1,1.0000,8.00
都道府県 財政 ランキング,1,1,1.0000,39.00
都道府県出生率ランキング,1,2,0.5000,13.00
"""出生数 全都道府県で減少""",0,6,0.0000,9.33
2024 出生数 全都道府県で減少,0,1,0.0000,5.00
2024年 出生数 全都道府県で減少,0,3,0.0000,7.00
2026,0,1,0.0000,4.00
2040年 介護人材 不足 69万人,0,2,0.0000,6.00
2050年の 都 道府県 予測 人口ランキング,0,3,0.0000,38.00
2050年の都道府県予測人口ランキング,0,6,0.0000,33.00
47 都 道府県,0,2,0.0000,84.50
47 都 道府県 リスト,0,1,0.0000,116.00
47 都 道府県 一覧,0,3,0.0000,56.00
47 都道府県,0,1,0.0000,71.00
47都道府県,0,2,0.0000,56.50
5位まで,0,1,0.0000,1.00
e-stat 家計調査 単身世帯 食料 支出,0,2,0.0000,11.00
gdp都道府県,0,1,0.0000,43.00
ict教育 都道府県別格差,0,2,0.0000,22.50
うつ病 ランキング 都 道府県 2023,0,4,0.0000,9.00
うどん 消費量,0,9,0.0000,11.11
うどん 消費量 都 道府県,0,3,0.0000,6.67
うどんの消費量ランキング,0,5,0.0000,7.40
うどん消費量,0,2,0.0000,10.50
うどん消費量 ランキング,0,1,0.0000,7.00
うどん消費量 都道府県,0,18,0.0000,7.33
うどん消費量ランキング 2024,0,5,0.0000,3.80
うなぎ 消費量 ランキング,0,11,0.0000,11.64
うなぎ消費量 ランキング,0,8,0.0000,12.25
お酒消費量 都道府県,0,1,0.0000,16.00
かつお 漁獲量,0,2,0.0000,61.50
かつお漁獲量 ランキング,0,6,0.0000,10.83
きのこ 年間消費量,0,1,0.0000,11.00
こんにゃく 消費量 都道府県,0,2,0.0000,8.00
こんにゃく消費量 ランキング,0,2,0.0000,8.50
じゃがいも 消費量,0,2,0.0000,12.50
そば 消費量 ランキング,0,1,0.0000,5.00
そば消費量 都 道府県 ランキング,0,15,0.0000,9.80
そば消費量ランキング,0,11,0.0000,6.64
なんで,0,1,0.0000,2.00
ほかに,0,2,0.0000,2.50
みかん 消費量 ランキング,0,6,0.0000,7.17
みかん消費量ランキング,0,7,0.0000,7.57
もっともっと,0,1,0.0000,2.00
アイス 消費量 都 道府県 ランキング,0,1,0.0000,12.00
アイス 消費量 都 道府県 最新,0,18,0.0000,7.39
アイスクリームの消費量ランキング,0,1,0.0000,12.00
アイスクリーム消費量 都道府県,0,2,0.0000,12.00
アルコール消費量 都道府県,0,8,0.0000,11.00
ウイスキー 消費量,0,9,0.0000,9.89
エンゲル係数 ランキング,0,3,0.0000,12.00
エンゲル係数 日本 ランキング,0,1,0.0000,7.00
エンゲル係数ランキング,0,1,0.0000,13.00
カップラーメン 消費量 ランキング,0,11,0.0000,11.36
カップラーメン消費量ランキング,0,4,0.0000,10.75
カツオ 消費量 ランキング,0,19,0.0000,8.63
カツオ 漁獲量 ランキング,0,28,0.0000,11.46
カツオの漁獲量ランキング,0,3,0.0000,11.67
カツオの生産量ランキング,0,1,0.0000,13.00
カツオ漁獲量 ランキング,0,4,0.0000,11.00
ガソリンスタンド数 都 道府県 別,0,3,0.0000,11.67
ガソリン消費量 都道府県別,0,3,0.0000,5.67
コンビニ 人口あたり,0,4,0.0000,10.75
コンビニが一番少ない県,0,1,0.0000,7.00
コンビニが多い県ランキング,0,1,0.0000,13.00
コンビニエンスストア ランキング,0,2,0.0000,45.50
コンビニエンスストア 業界 ランキング,0,2,0.0000,47.00
コーヒー 消費量 都道府県,0,4,0.0000,9.75
コーヒー消費量 都道府県,0,1,0.0000,9.00
ゴミのリサイクル率が高い都道府県ランキング,0,3,0.0000,6.00
サイトある？,0,1,0.0000,3.00
ジニ係数 都道府県,0,1,0.0000,8.00
スケトウダラ 漁獲量 ランキング,0,13,0.0000,9.85
ティッシュの消費量ランキング,0,15,0.0000,5.93
ティッシュ消費量 ランキング,0,11,0.0000,8.82
ティッシュ消費量 ランキング 日本,0,4,0.0000,10.50
デザイナー 年収ランキング,0,7,0.0000,22.14
デザイン 年収ランキング,0,3,0.0000,20.67
トイレットペーパー 年間 金額,0,1,0.0000,13.00
ハンバーガー消費量,0,2,0.0000,11.00
ハンバーグ 消費 量 ランキング 2026,0,1,0.0000,3.00
ハンバーグ消費量ランキング,0,1,0.0000,9.00
バナナ 消費量,0,1,0.0000,12.00
パイロット年収ランキング,0,1,0.0000,37.00
パスタ 消費量,0,4,0.0000,10.50
パスタ消費量,0,9,0.0000,7.78
パン 消費量 都道府県,0,2,0.0000,26.50
パン消費量 都道府県,0,3,0.0000,19.00
ビール消費量 都道府県,0,3,0.0000,12.67
ホタテ,0,1,0.0000,4.00
マグロ 消費量 都道府県,0,25,0.0000,7.84
マグロの消費量 都道府県,0,15,0.0000,9.33
マグロ消費量 都道府県,0,7,0.0000,7.71
ランキング,0,2,0.0000,1.00
一人当たりのgdp,0,1,0.0000,8.00
一人当たり売上高 ランキング,0,1,0.0000,8.00
