page,clicks,impressions,ctr,position
https://stats47.jp/blog/local-government-debt-burden,112,1599,0.0700,6.99
https://stats47.jp/blog/noodle-consumption-prefecture-character,104,1823,0.0570,5.76
https://stats47.jp/ranking/natto-consumption-expenditure,104,2026,0.0513,6.14
https://stats47.jp/blog/convenience-store-density-map,87,2173,0.0400,7.47
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,84,770,0.1091,5.78
https://stats47.jp/blog/household-spending-prefecture-gap,60,899,0.0667,6.84
https://stats47.jp/blog/automotive-industry-transformation-map,56,1887,0.0297,6.45
https://stats47.jp/blog/farmland-crisis-abandoned-land,54,751,0.0719,6.48
https://stats47.jp/blog/bonito-catch-prefecture,43,2544,0.0169,7.80
https://stats47.jp/blog/aging-solo-living-crisis,38,822,0.0462,7.30
https://stats47.jp/,35,664,0.0527,5.61
https://stats47.jp/blog/sports-urban-paradox,33,772,0.0427,6.91
https://stats47.jp/blog/health-life-expectancy-structure,32,1284,0.0249,8.68
https://stats47.jp/ranking/icecream-consumption-expenditure,30,681,0.0441,8.67
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,28,270,0.1037,6.91
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,27,340,0.0794,6.41
https://stats47.jp/ranking/pasta-consumption-quantity,25,400,0.0625,7.19
https://stats47.jp/ranking/pork-consumption-quantity,25,1727,0.0145,7.42
https://stats47.jp/ranking/elementary-school-children-count,24,1081,0.0222,8.15
https://stats47.jp/ranking/convenience-store-count-commercial,23,912,0.0252,9.55
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,22,288,0.0764,8.48
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,20,110,0.1818,3.55
https://stats47.jp/ranking/convenience-store-sales-monthly,19,254,0.0748,6.17
https://stats47.jp/ranking/retail-store-count,19,396,0.0480,5.78
https://stats47.jp/blog/temperature-extremes-map,18,1559,0.0115,8.31
https://stats47.jp/ranking/dual-income-household-ratio,18,412,0.0437,10.18
https://stats47.jp/blog/fiscal-self-reliance-gap,17,1086,0.0157,8.56
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,17,1025,0.0166,7.39
https://stats47.jp/ranking/avg-height-high-school-2nd-male,17,1013,0.0168,10.33
https://stats47.jp/ranking/miso-consumption-quantity,17,273,0.0623,7.51
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,17,237,0.0717,5.61
https://stats47.jp/blog/chicken-consumption-quantity,16,826,0.0194,7.04
https://stats47.jp/blog/university-advancement-capacity,16,324,0.0494,8.00
https://stats47.jp/blog/wind-power-capacity-prefecture-gap,16,1180,0.0136,8.52
https://stats47.jp/ranking/beef-consumption-quantity,16,547,0.0293,8.34
https://stats47.jp/blog/prefectural-income-gdp-ranking,15,726,0.0207,11.57
https://stats47.jp/ranking/cake-consumption-expenditure,15,167,0.0898,7.69
https://stats47.jp/ranking/designated-difficult-disease,15,172,0.0872,6.49
https://stats47.jp/ranking/freshwater-clam-consumption-expenditure,15,49,0.3061,3.53
https://stats47.jp/ranking/tuna-consumption-quantity,15,656,0.0229,7.69
https://stats47.jp/blog/manufacturing-productivity,14,868,0.0161,7.58
https://stats47.jp/blog/semiconductor-electronics-regional-map,14,521,0.0269,7.01
https://stats47.jp/ranking/abortion-rate,14,425,0.0329,9.14
https://stats47.jp/ranking/green-tea-consumption-quantity,14,338,0.0414,7.64
https://stats47.jp/ranking/peach-consumption-quantity,14,193,0.0725,6.19
https://stats47.jp/ranking/preschool-fee-consumption-expenditure,14,59,0.2373,5.27
https://stats47.jp/blog/avg-height-high-school-2nd-male,13,1687,0.0077,8.95
https://stats47.jp/blog/foreign-residents-diversity-map,13,644,0.0202,9.78
https://stats47.jp/blog/garbage-total-output,13,1517,0.0086,7.61
https://stats47.jp/ranking/chocolate-snack-consumption-expenditure,13,106,0.1226,8.49
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,13,332,0.0392,6.40
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,13,169,0.0769,6.06
https://stats47.jp/blog/assembly-answer-chatgpt-5steps,12,76,0.1579,8.26
