country,clicks,impressions,ctr,position
jpn,2869,81639,0.0351,8.29
aus,3,96,0.0313,7.60
twn,3,80,0.0375,8.09
ind,2,122,0.0164,8.16
kor,2,310,0.0065,7.34
usa,2,6825,0.0003,7.45
aut,1,13,0.0769,7.31
ben,1,1,1.0000,10.00
can,1,217,0.0046,7.36
deu,1,245,0.0041,7.26
dnk,1,13,0.0769,6.46
gbr,1,166,0.0060,7.55
hkg,1,81,0.0123,7.25
mex,1,88,0.0114,7.91
phl,1,54,0.0185,6.37
sgp,1,68,0.0147,7.53
afg,0,2,0.0000,5.00
ago,0,1,0.0000,11.00
alb,0,6,0.0000,7.00
are,0,22,0.0000,7.82
arg,0,99,0.0000,6.44
aze,0,2,0.0000,6.50
bel,0,13,0.0000,6.92
bfa,0,1,0.0000,3.00
bgd,0,23,0.0000,8.48
bgr,0,9,0.0000,15.11
bhr,0,2,0.0000,5.50
bih,0,3,0.0000,5.67
blr,0,1,0.0000,5.00
blz,0,1,0.0000,8.00
bol,0,4,0.0000,5.25
bra,0,187,0.0000,7.66
brb,0,1,0.0000,10.00
che,0,11,0.0000,6.64
chl,0,20,0.0000,7.75
chn,0,106,0.0000,8.38
cmr,0,1,0.0000,9.00
cog,0,1,0.0000,7.00
col,0,53,0.0000,7.45
cpv,0,1,0.0000,11.00
cri,0,4,0.0000,8.50
cub,0,4,0.0000,7.75
cyp,0,3,0.0000,6.00
cze,0,9,0.0000,6.78
dma,0,1,0.0000,6.00
dom,0,11,0.0000,7.18
dza,0,5,0.0000,7.00
ecu,0,14,0.0000,8.71
egy,0,8,0.0000,9.00
esp,0,75,0.0000,8.20
eth,0,2,0.0000,5.00
fin,0,9,0.0000,6.78
fra,0,585,0.0000,7.28
geo,0,1,0.0000,8.00
ggy,0,1,0.0000,6.00
grc,0,20,0.0000,6.90
gtm,0,3,0.0000,12.33
guf,0,1,0.0000,8.00
guy,0,1,0.0000,9.00
hnd,0,2,0.0000,7.50
hrv,0,4,0.0000,16.25
hti,0,1,0.0000,10.00
hun,0,8,0.0000,11.88
idn,0,79,0.0000,6.62
irl,0,13,0.0000,7.08
irn,0,8,0.0000,6.50
irq,0,8,0.0000,7.88
isl,0,3,0.0000,10.00
isr,0,7,0.0000,5.14
ita,0,148,0.0000,7.76
jam,0,3,0.0000,10.00
jor,0,4,0.0000,18.50
kaz,0,8,0.0000,6.75
ken,0,2,0.0000,9.00
khm,0,6,0.0000,6.83
lao,0,4,0.0000,8.00
lbn,0,2,0.0000,14.00
lka,0,2,0.0000,10.00
ltu,0,3,0.0000,7.00
lva,0,4,0.0000,7.00
mar,0,6,0.0000,8.00
mda,0,2,0.0000,5.00
mkd,0,2,0.0000,8.00
mli,0,1,0.0000,1.00
mlt,0,1,0.0000,11.00
mmr,0,3,0.0000,4.67
mng,0,7,0.0000,13.86
mys,0,56,0.0000,6.39
nga,0,6,0.0000,9.00
nic,0,2,0.0000,6.00
nld,0,90,0.0000,7.67
nor,0,9,0.0000,8.44
npl,0,5,0.0000,8.60
nzl,0,10,0.0000,6.50
omn,0,1,0.0000,11.00
pak,0,17,0.0000,7.24
pan,0,4,0.0000,7.00
per,0,16,0.0000,6.38
pol,0,20,0.0000,9.30
pri,0,4,0.0000,12.25
prt,0,18,0.0000,8.06
pry,0,7,0.0000,9.57
qat,0,3,0.0000,6.00
reu,0,1,0.0000,6.00
rou,0,17,0.0000,9.47
rus,0,39,0.0000,7.92
sau,0,13,0.0000,6.62
sen,0,1,0.0000,8.00
slv,0,2,0.0000,15.50
som,0,1,0.0000,6.00
srb,0,2,0.0000,18.00
svk,0,6,0.0000,9.67
svn,0,3,0.0000,6.67
swe,0,11,0.0000,9.36
syr,0,1,0.0000,9.00
tha,0,59,0.0000,10.56
tjk,0,1,0.0000,7.00
tto,0,3,0.0000,7.67
tun,0,6,0.0000,8.00
tur,0,15,0.0000,8.40
tza,0,1,0.0000,10.00
uga,0,2,0.0000,7.50
ukr,0,24,0.0000,8.46
ury,0,5,0.0000,6.00
uzb,0,1,0.0000,1.00
ven,0,10,0.0000,5.90
vir,0,2,0.0000,6.00
vnm,0,98,0.0000,7.88
xkk,0,1,0.0000,5.00
zaf,0,16,0.0000,7.31
zmb,0,1,0.0000,5.00
zzz,0,1,0.0000,6.00
