sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
,instagram,ranking,18103248718992816,2026-05-17T11:49:06.854Z,,,,0,0,,,
,instagram,ranking,17896359579446195,2026-05-17T11:49:06.854Z,,,,0,0,,,
,instagram,ranking,18076375958641841,2026-05-17T11:49:06.854Z,,,,0,0,,,
,instagram,ranking,18097074503132709,2026-05-17T11:49:06.854Z,,1,2,0,0,,,
,instagram,ranking,18107889896486918,2026-05-17T11:49:06.854Z,,3,3,0,0,,,
,instagram,ranking,18095398835333928,2026-05-17T11:49:06.854Z,,,,0,0,,,
,instagram,ranking,18080921309254519,2026-05-17T11:49:06.854Z,,100,104,0,0,,,
,instagram,ranking,18586127875009705,2026-05-17T11:49:06.854Z,,138,148,0,0,,,
,instagram,ranking,18359203948226883,2026-05-17T11:49:06.854Z,,104,107,0,0,,,
,instagram,ranking,18583616752025158,2026-05-17T11:49:06.854Z,,100,104,1,0,,,
,instagram,ranking,18027779639803275,2026-05-17T11:49:06.854Z,,108,114,0,0,,,
,instagram,ranking,17858071686634246,2026-05-17T11:49:06.854Z,,112,120,0,0,,,
,instagram,ranking,18112772890839700,2026-05-17T11:49:06.854Z,,103,108,0,0,,,
,instagram,ranking,18130388647571885,2026-05-17T11:49:06.854Z,,,,0,0,,,
,instagram,ranking,18098937002483739,2026-05-17T11:49:06.854Z,,103,108,0,0,,,
,instagram,ranking,18059494232399740,2026-05-17T11:49:06.854Z,,105,108,1,0,,,
,instagram,ranking,18072581219188862,2026-05-17T11:49:06.854Z,,104,105,1,0,,,
,instagram,ranking,18316370725254998,2026-05-17T11:49:06.854Z,,53,66,0,0,,,
,instagram,ranking,18315470572253509,2026-05-17T11:49:06.854Z,,50,53,0,0,,,
,instagram,ranking,18107947822796620,2026-05-17T11:49:06.854Z,,1,1,0,0,,,
,instagram,ranking,17966549138881021,2026-05-17T11:49:06.854Z,,102,103,0,0,,,
,instagram,ranking,18108603652703193,2026-05-17T11:49:06.854Z,,102,103,0,0,,,
,instagram,ranking,17974058283006390,2026-05-17T11:49:06.854Z,,104,113,0,0,,,
,instagram,ranking,17891792931425133,2026-05-17T11:49:06.854Z,,118,120,0,0,,,
,instagram,ranking,18086191700231266,2026-05-17T11:49:06.854Z,,2,2,0,0,,,
,instagram,ranking,17903830134368370,2026-05-17T11:49:06.854Z,,104,107,0,0,,,
,instagram,ranking,18070845542535108,2026-05-17T11:49:06.854Z,,99,102,0,0,,,
,instagram,ranking,18040231241744166,2026-05-17T11:49:06.854Z,,70,72,0,0,,,
,instagram,ranking,18067910924562915,2026-05-17T11:49:06.854Z,,117,133,0,0,,,
,instagram,ranking,18039658781735384,2026-05-17T11:49:06.854Z,,122,126,0,0,,,
,instagram,ranking,18084145172233485,2026-05-17T11:49:06.854Z,,195,228,0,0,,,
,instagram,ranking,18080320181523468,2026-05-17T11:49:06.854Z,,24,25,0,0,,,
,instagram,ranking,17959042395022954,2026-05-17T11:49:06.854Z,,30,33,0,0,,,
,instagram,ranking,17996369312880636,2026-05-17T11:49:06.854Z,,67,73,0,0,,,
,instagram,ranking,17954564265060557,2026-05-17T11:49:06.854Z,,40,41,0,0,,,
,instagram,ranking,18075471368066045,2026-05-17T11:49:06.854Z,,78,84,0,0,,,
,instagram,ranking,18393593101176208,2026-05-17T11:49:06.854Z,,22,23,0,0,,,
,instagram,ranking,18077596631040028,2026-05-17T11:49:06.854Z,,134,140,1,0,,,
,instagram,ranking,18157554274416469,2026-05-17T11:49:06.854Z,,131,142,0,0,,,
,instagram,ranking,18139441600469566,2026-05-17T11:49:06.854Z,,159,174,0,0,,,
,instagram,ranking,17867253585544851,2026-05-17T11:49:06.854Z,,147,155,0,0,,,
,instagram,ranking,18094431383492242,2026-05-17T11:49:06.854Z,,128,132,0,0,,,
,instagram,ranking,18030754910582977,2026-05-17T11:49:06.854Z,,151,159,0,0,,,
,instagram,ranking,17871279489510146,2026-05-17T11:49:06.854Z,,152,167,0,0,,,
,instagram,ranking,18140892640465016,2026-05-17T11:49:06.854Z,,139,150,0,0,,,
,instagram,ranking,18053802635689364,2026-05-17T11:49:06.854Z,,135,145,0,0,,,
,instagram,ranking,18339690778234006,2026-05-17T11:49:06.854Z,,109,114,0,0,,,
,instagram,ranking,18077404274209711,2026-05-17T11:49:06.854Z,,102,115,0,0,,,
,instagram,ranking,18356576176162075,2026-05-17T11:49:06.854Z,,106,111,0,0,,,
,instagram,ranking,18077453999601391,2026-05-17T11:49:06.854Z,,104,115,0,0,,,
,instagram,ranking,17842567665674838,2026-05-17T11:49:06.854Z,,136,144,0,0,,,
,instagram,ranking,18275862538304530,2026-05-17T11:49:06.854Z,,141,161,0,0,,,
,instagram,ranking,17985118016770726,2026-05-17T11:49:06.854Z,,109,112,0,0,,,
,instagram,ranking,17852426409611408,2026-05-17T11:49:06.854Z,,109,120,0,0,,,
,instagram,ranking,18077732633598285,2026-05-17T11:49:06.854Z,,105,114,0,0,,,
,instagram,ranking,18091210375976881,2026-05-17T11:49:06.854Z,,110,116,0,0,,,
,instagram,ranking,18063321764560470,2026-05-17T11:49:06.854Z,,157,164,0,0,,,
,instagram,ranking,18095503033918205,2026-05-17T11:49:06.854Z,,184,195,1,0,,,
,instagram,ranking,18087200687093146,2026-05-17T11:49:06.854Z,,151,160,2,0,,,
,instagram,ranking,18104706772671360,2026-05-17T11:49:06.854Z,,170,195,0,0,,,
,instagram,ranking,18065287637405235,2026-05-17T11:49:06.854Z,,169,179,0,0,,,
,instagram,ranking,18088066298054218,2026-05-17T11:49:06.854Z,,204,207,0,0,,,
,instagram,ranking,18067452185149947,2026-05-17T11:49:06.854Z,,193,207,0,0,,,
,instagram,ranking,18116309788574751,2026-05-17T11:49:06.854Z,,108,109,0,0,,,
,instagram,ranking,18078827380954512,2026-05-17T11:49:06.854Z,,162,165,0,0,,,
,instagram,ranking,18426092071113515,2026-05-17T11:49:06.854Z,,108,116,0,0,,1,
,instagram,ranking,17918445795218692,2026-05-17T11:49:06.854Z,,107,127,0,0,,,
,instagram,ranking,18097787467680745,2026-05-17T11:49:06.854Z,,130,143,0,0,,,
,instagram,ranking,18126921322509624,2026-05-17T11:49:06.854Z,,111,116,0,0,,,
,instagram,ranking,17913530781253794,2026-05-17T11:49:06.854Z,,108,118,0,0,,,
,instagram,ranking,18299826280284630,2026-05-17T11:49:06.854Z,,128,133,0,0,,,
,instagram,ranking,18085486430044371,2026-05-17T11:49:06.854Z,,117,128,0,0,,,
,instagram,ranking,17908259427275287,2026-05-17T11:49:06.854Z,,114,119,0,0,,,
,instagram,ranking,18105768892641065,2026-05-17T11:49:06.854Z,,136,148,0,0,,,
,instagram,ranking,18072693647622323,2026-05-17T11:49:06.854Z,,113,129,0,0,,,
,instagram,ranking,17889886209261835,2026-05-17T11:49:06.854Z,,123,138,0,0,2,,
,instagram,ranking,17860838322556906,2026-05-17T11:49:06.854Z,,109,126,0,0,,,
,instagram,ranking,18082917610886421,2026-05-17T11:49:06.854Z,,137,151,0,0,,,
,instagram,ranking,17924415570051283,2026-05-17T11:49:06.854Z,,111,122,0,0,,,
,instagram,ranking,18313337509187495,2026-05-17T11:49:06.854Z,,142,157,0,0,,,
,instagram,ranking,18548496103060179,2026-05-17T11:49:06.854Z,,180,189,0,0,,,
,instagram,ranking,17889400587264760,2026-05-17T11:49:06.854Z,,171,180,1,0,,,
,instagram,ranking,18185691046350549,2026-05-17T11:49:06.854Z,,157,174,0,0,,,
