URL,前回のクロール
https://stats47.jp/blog/temperature-extremes-map,2026-06-03
https://stats47.jp/blog/child-height-regional-gap,2026-06-04
https://stats47.jp/blog/health-life-expectancy-structure,2026-06-04
https://stats47.jp/blog/manufacturing-aichi-dominance,2026-05-09
https://stats47.jp/blog/price-index-high-low-prefecture,2026-06-04
https://stats47.jp/ranking/fresh-udon-soba-consumption-quantity,2026-06-03
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,2026-05-28
https://stats47.jp/blog/noodle-consumption-prefecture-character,2026-06-02
https://stats47.jp/ranking/dairy-cattle-count,2026-05-30
https://stats47.jp/blog/fiscal-self-reliance-gap,2026-05-25
https://stats47.jp/ranking/natto-consumption-expenditure,2026-06-01
https://stats47.jp/blog/household-spending-prefecture-gap,2026-06-05
https://stats47.jp/blog/local-government-debt-burden,2026-06-03
https://stats47.jp/blog/hospital-bed-utilization-map,2026-06-03
https://stats47.jp/ranking/beef-consumption-quantity,2026-05-26
https://stats47.jp/blog/habitable-area-land-use,2026-05-30
https://stats47.jp/ranking/chicken-consumption-quantity,2026-06-03
https://stats47.jp/blog/dairy-cattle-hokkaido-monopoly,2026-05-30
https://stats47.jp/blog/food-trio-prefecture-map,2026-05-28
