page,clicks,impressions,ctr,position
https://stats47.jp/blog/health-life-expectancy-structure,63,1599,0.0394,8.58
https://stats47.jp/ranking/public-phone-count,39,1307,0.0298,4.67
https://stats47.jp/blog/temperature-extremes-map,36,2415,0.0149,8.95
https://stats47.jp/blog/price-index-high-low-prefecture,27,1527,0.0177,8.77
https://stats47.jp/blog/household-spending-prefecture-gap,26,531,0.0490,7.47
https://stats47.jp/ranking/fresh-udon-soba-consumption-quantity,22,528,0.0417,7.36
https://stats47.jp/,21,71,0.2958,5.46
https://stats47.jp/blog/fiscal-self-reliance-gap,21,747,0.0281,8.80
https://stats47.jp/blog/noodle-consumption-prefecture-character,18,810,0.0222,6.73
https://stats47.jp/ranking/chicken-consumption-quantity,17,401,0.0424,8.13
https://stats47.jp/blog/local-government-debt-burden,16,381,0.0420,6.48
https://stats47.jp/blog/hospital-bed-utilization-map,15,505,0.0297,7.84
https://stats47.jp/blog/child-height-regional-gap,14,2005,0.0070,10.21
https://stats47.jp/ranking/general-hospital-bed-occupancy-rate,13,268,0.0485,4.24
https://stats47.jp/blog/automotive-industry-transformation-map,11,246,0.0447,5.98
https://stats47.jp/blog/university-advancement-capacity,11,329,0.0334,7.91
https://stats47.jp/ranking/pasta-consumption-quantity,11,245,0.0449,6.36
https://stats47.jp/blog/farmland-crisis-abandoned-land,10,78,0.1282,5.99
https://stats47.jp/blog/sports-urban-paradox,10,262,0.0382,7.61
https://stats47.jp/blog/convenience-store-density-map,9,195,0.0462,7.30
https://stats47.jp/ranking/natto-consumption-expenditure,9,385,0.0234,8.55
https://stats47.jp/ranking/sushi-dining-consumption-expenditure,9,151,0.0596,6.94
https://stats47.jp/ranking/tuna-consumption-quantity,9,220,0.0409,8.95
https://stats47.jp/ranking/yogurt-consumption-expenditure,9,88,0.1023,6.44
https://stats47.jp/blog/prefectural-income-gdp-ranking,8,379,0.0211,9.63
https://stats47.jp/blog/semiconductor-electronics-regional-map,8,130,0.0615,7.05
https://stats47.jp/ranking/green-tea-consumption-quantity,8,146,0.0548,7.12
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,8,59,0.1356,6.69
https://stats47.jp/ranking/wheat-flour-consumption-expenditure,8,984,0.0081,7.46
https://stats47.jp/blog/foreign-population-growth-rate,7,91,0.0769,7.25
https://stats47.jp/blog/highschool-starting-salary-gap,7,390,0.0179,9.10
https://stats47.jp/ranking/convenience-store-count-commercial,7,118,0.0593,9.18
https://stats47.jp/ranking/gasoline-consumption-quantity,7,61,0.1148,5.28
https://stats47.jp/blog/food-trio-prefecture-map,6,340,0.0176,7.62
https://stats47.jp/blog/library-museum-cultural-capital,6,35,0.1714,6.60
https://stats47.jp/ranking/consumption-expenditure-multi-person-households-per-month,6,141,0.0426,8.06
https://stats47.jp/ranking/konbu-consumption-quantity,6,203,0.0296,7.08
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,6,67,0.0896,5.81
https://stats47.jp/ranking/wheat-flour-consumption-quantity,6,1053,0.0057,6.37
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,5,43,0.1163,5.72
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,5,39,0.1282,4.77
https://stats47.jp/blog/foreign-residents-diversity-map,5,206,0.0243,6.60
https://stats47.jp/blog/gasoline-car-society-map,5,85,0.0588,6.46
https://stats47.jp/blog/habitable-area-land-use,5,754,0.0066,8.09
https://stats47.jp/blog/manufacturing-aichi-dominance,5,858,0.0058,8.69
https://stats47.jp/ranking/broccoli-consumption-quantity,5,65,0.0769,5.97
https://stats47.jp/ranking/coffee-consumption-expenditure,5,72,0.0694,9.03
https://stats47.jp/ranking/cup-noodles-consumption-quantity,5,115,0.0435,6.94
https://stats47.jp/ranking/drinking-out-consumption-expenditure,5,34,0.1471,6.32
https://stats47.jp/ranking/sauce-consumption-expenditure,5,92,0.0543,7.38
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,5,161,0.0311,7.88
https://stats47.jp/blog/aging-solo-living-crisis,4,155,0.0258,10.12
https://stats47.jp/blog/bonito-catch-prefecture,4,231,0.0173,8.52
https://stats47.jp/blog/food-consumption-prefecture-battle,4,123,0.0325,7.46
https://stats47.jp/blog/food-spending-pattern,4,91,0.0440,7.42
https://stats47.jp/blog/ict-media-consumption-gender-gap,4,30,0.1333,6.67
https://stats47.jp/blog/local-tax-revenue-gap,4,96,0.0417,8.85
https://stats47.jp/blog/marriage-unmarried-crisis,4,275,0.0145,9.21
https://stats47.jp/blog/park-green-space-gap,4,334,0.0120,7.16
https://stats47.jp/blog/pharma-medical-device-production-map,4,130,0.0308,7.03
https://stats47.jp/blog/population-density-urbanization,4,285,0.0140,8.71
https://stats47.jp/blog/road-infrastructure-density,4,148,0.0270,6.20
https://stats47.jp/blog/waiting-children-progress,4,183,0.0219,6.49
https://stats47.jp/blog/wheat-flour-consumption-prefecture,4,47,0.0851,7.36
https://stats47.jp/ranking/abortion-rate,4,108,0.0370,7.94
https://stats47.jp/ranking/avg-height-high-school-2nd-male,4,110,0.0364,10.11
https://stats47.jp/ranking/bacon-consumption-expenditure,4,40,0.1000,6.75
https://stats47.jp/ranking/croquette-consumption-expenditure,4,60,0.0667,6.52
https://stats47.jp/ranking/elementary-school-children-count,4,125,0.0320,8.64
https://stats47.jp/ranking/fresh-udon-soba-consumption-expenditure,4,64,0.0625,8.83
https://stats47.jp/ranking/gardening-supplies-consumption-expenditure,4,10,0.4000,5.70
https://stats47.jp/ranking/mochi-consumption-quantity,4,82,0.0488,6.98
https://stats47.jp/ranking/paved-road-total-length,4,87,0.0460,7.05
https://stats47.jp/ranking/pork-consumption-quantity,4,149,0.0268,7.26
https://stats47.jp/ranking/rice-cracker-consumption-expenditure,4,59,0.0678,6.68
https://stats47.jp/ranking/swimming-pool-public,4,27,0.1481,9.30
https://stats47.jp/ranking/telework-rate,4,38,0.1053,5.29
https://stats47.jp/blog/abortion-rate-prefecture-gap,3,27,0.1111,7.74
https://stats47.jp/blog/ai-claude-code-pref-analysis,3,21,0.1429,4.10
https://stats47.jp/blog/crime-rate-regional-gap,3,69,0.0435,10.19
https://stats47.jp/blog/education-cost-per-child,3,75,0.0400,6.01
https://stats47.jp/blog/fishery-species-prefecture-specialty,3,273,0.0110,8.08
https://stats47.jp/blog/nursing-care-shortage-2040,3,138,0.0217,10.17
https://stats47.jp/blog/prefectural-debt-future-burden,3,29,0.1034,5.48
https://stats47.jp/blog/purchasing-power-adjusted,3,41,0.0732,7.37
https://stats47.jp/blog/sake-consumption-prefecture-gap,3,12,0.2500,8.67
https://stats47.jp/blog/telework-gap-tokyo-6x,3,39,0.0769,4.69
https://stats47.jp/blog/workplace-accident-regional-map,3,21,0.1429,5.48
https://stats47.jp/ranking/aquarium-count,3,20,0.1500,7.80
https://stats47.jp/ranking/avg-salary-police-prefecture,3,163,0.0184,16.45
