page,clicks,impressions,ctr,position
https://stats47.jp/blog/noodle-consumption-prefecture-character,93,1694,0.0549,5.99
https://stats47.jp/ranking/natto-consumption-expenditure,89,1758,0.0506,6.56
https://stats47.jp/blog/convenience-store-density-map,74,1950,0.0379,7.61
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,71,738,0.0962,6.14
https://stats47.jp/blog/household-spending-prefecture-gap,63,948,0.0665,7.41
https://stats47.jp/blog/farmland-crisis-abandoned-land,61,664,0.0919,6.28
https://stats47.jp/blog/local-government-debt-burden,61,1001,0.0609,6.53
https://stats47.jp/blog/automotive-industry-transformation-map,51,1602,0.0318,6.26
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,45,623,0.0722,6.27
https://stats47.jp/ranking/icecream-consumption-expenditure,42,660,0.0636,8.16
https://stats47.jp/blog/aging-solo-living-crisis,40,821,0.0487,7.16
https://stats47.jp/blog/health-life-expectancy-structure,34,1223,0.0278,8.82
https://stats47.jp/,32,668,0.0479,5.81
https://stats47.jp/blog/sports-urban-paradox,32,803,0.0399,7.01
https://stats47.jp/blog/bonito-catch-prefecture,30,2448,0.0123,8.14
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,26,310,0.0839,6.40
https://stats47.jp/ranking/pasta-consumption-quantity,26,401,0.0648,7.04
https://stats47.jp/ranking/pork-consumption-quantity,25,1722,0.0145,7.39
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,23,150,0.1533,5.62
https://stats47.jp/ranking/cake-consumption-expenditure,21,200,0.1050,7.49
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,21,248,0.0847,7.97
https://stats47.jp/blog/prefectural-income-gdp-ranking,19,596,0.0319,11.09
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,19,187,0.1016,7.42
https://stats47.jp/ranking/convenience-store-sales-monthly,18,235,0.0766,6.15
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,18,235,0.0766,5.40
https://stats47.jp/ranking/chicken-consumption-quantity,17,349,0.0487,7.64
https://stats47.jp/ranking/elementary-school-children-count,17,831,0.0205,8.08
https://stats47.jp/ranking/retail-store-count,17,358,0.0475,5.79
https://stats47.jp/blog/semiconductor-electronics-regional-map,16,537,0.0298,6.98
https://stats47.jp/ranking/vacant-housing-rate,16,7903,0.0020,8.94
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,15,1095,0.0137,7.54
https://stats47.jp/ranking/avg-height-high-school-2nd-male,15,813,0.0185,10.33
https://stats47.jp/ranking/beef-consumption-quantity,15,532,0.0282,8.27
https://stats47.jp/ranking/designated-difficult-disease,15,168,0.0893,6.89
https://stats47.jp/ranking/miso-consumption-quantity,15,223,0.0673,7.25
https://stats47.jp/blog/chicken-consumption-quantity,14,675,0.0207,7.23
https://stats47.jp/blog/fiscal-self-reliance-gap,14,854,0.0164,8.46
https://stats47.jp/blog/chicken-consumption-prefecture-gap,13,417,0.0312,7.94
https://stats47.jp/blog/fresh-udon-soba-consumption-prefecture-gap,13,687,0.0189,7.47
https://stats47.jp/ranking/preschool-fee-consumption-expenditure,13,57,0.2281,5.53
https://stats47.jp/blog/temperature-extremes-map,12,1204,0.0100,8.68
https://stats47.jp/ranking/childrens-socks-consumption-quantity,12,29,0.4138,3.28
https://stats47.jp/ranking/green-tea-consumption-quantity,12,315,0.0381,8.08
https://stats47.jp/ranking/tuna-consumption-quantity,12,588,0.0204,7.59
https://stats47.jp/blog/avg-height-high-school-2nd-male,11,1151,0.0096,9.02
https://stats47.jp/blog/foreign-residents-diversity-map,11,399,0.0276,9.77
https://stats47.jp/blog/garbage-total-output,11,1145,0.0096,7.35
https://stats47.jp/blog/university-advancement-capacity,11,301,0.0365,7.38
https://stats47.jp/ranking/chocolate-snack-consumption-expenditure,11,108,0.1019,7.59
https://stats47.jp/ranking/convenience-store-count-commercial,11,623,0.0177,10.12
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,11,58,0.1897,4.10
https://stats47.jp/blog/assembly-answer-chatgpt-5steps,10,59,0.1695,8.53
https://stats47.jp/ranking/childrens-socks-consumption-expenditure,10,30,0.3333,2.93
https://stats47.jp/ranking/pickled-plum-consumption-quantity,10,173,0.0578,6.38
https://stats47.jp/ranking/swimming-pool-public,10,166,0.0602,5.92
https://stats47.jp/blog/manufacturing-productivity,9,704,0.0128,7.41
https://stats47.jp/blog/population-density-urbanization,9,493,0.0183,8.00
https://stats47.jp/blog/precipitation-snow-regional-gap,9,1035,0.0087,9.77
https://stats47.jp/ranking/annual-sunshine-duration,9,201,0.0448,9.48
https://stats47.jp/ranking/consumption-expenditure-multi-person-households-per-month,9,412,0.0218,6.68
https://stats47.jp/ranking/dual-income-household-ratio,9,194,0.0464,9.02
https://stats47.jp/blog/habitable-area-land-use,8,1898,0.0042,8.26
https://stats47.jp/blog/sunshine-pacific-vs-nihonkai,8,676,0.0118,9.15
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,8,99,0.0808,5.80
https://stats47.jp/ranking/deaths-lifestyle-diseases,8,64,0.1250,5.94
https://stats47.jp/ranking/other-bread-consumption-quantity,8,202,0.0396,8.28
https://stats47.jp/ranking/paved-road-total-length,8,134,0.0597,7.86
https://stats47.jp/ranking/retail-store-count-alt,8,115,0.0696,6.25
https://stats47.jp/ranking/shumai-consumption-expenditure,8,151,0.0530,6.58
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,8,124,0.0645,6.24
https://stats47.jp/ranking/tomato-consumption-quantity,8,141,0.0567,7.91
https://stats47.jp/blog/education-cost-per-child,7,164,0.0427,7.51
https://stats47.jp/blog/library-books-prefecture-gap,7,398,0.0176,9.54
https://stats47.jp/blog/manufacturing-aichi-dominance,7,1661,0.0042,7.45
https://stats47.jp/ranking/banana-consumption-quantity,7,270,0.0259,7.46
https://stats47.jp/ranking/coffee-consumption-quantity,7,170,0.0412,7.85
https://stats47.jp/ranking/gasoline-consumption-quantity,7,182,0.0385,7.01
https://stats47.jp/ranking/local-allocation-tax-prefecture,7,96,0.0729,4.70
https://stats47.jp/ranking/non-regular-employment-rate,7,105,0.0667,6.24
https://stats47.jp/blog/suicide-rate-aging-nexus,6,33,0.1818,9.48
https://stats47.jp/ranking/average-weight-middle-school-second-grade-male,6,63,0.0952,7.51
https://stats47.jp/ranking/coffee-consumption-expenditure,6,92,0.0652,7.82
https://stats47.jp/ranking/hobby-participation-rate-cinema,6,40,0.1500,6.65
https://stats47.jp/ranking/local-tax-prefecture,6,66,0.0909,10.20
https://stats47.jp/ranking/pickled-plum-consumption-expenditure,6,64,0.0938,6.38
https://stats47.jp/ranking/sauce-consumption-quantity,6,190,0.0316,6.87
https://stats47.jp/ranking/school-teacher-annual-income,6,374,0.0160,19.58
https://stats47.jp/ranking/squid-consumption-quantity,6,113,0.0531,7.52
https://stats47.jp/ranking/water-supply-annual-volume,6,42,0.1429,5.48
https://stats47.jp/blog/beef-consumption-prefecture-gap,5,72,0.0694,8.24
https://stats47.jp/blog/cc-estat-01-setup,5,214,0.0234,6.60
https://stats47.jp/blog/child-height-regional-gap,5,494,0.0101,9.88
https://stats47.jp/blog/housing-cost-livability-trend,5,67,0.0746,5.93
https://stats47.jp/blog/manufacturing-labor-productivity-pref,5,117,0.0427,7.94
https://stats47.jp/blog/middle-school-height-east-west-puzzle,5,237,0.0211,9.44
https://stats47.jp/blog/price-index-high-low-prefecture,5,394,0.0127,11.70
https://stats47.jp/blog/sixth-industry-direct-sales,5,160,0.0313,7.64
https://stats47.jp/blog/train-commuters-prefecture-gap,5,79,0.0633,8.28
https://stats47.jp/ranking/aquarium-count,5,56,0.0893,5.55
https://stats47.jp/ranking/cheese-consumption-quantity,5,159,0.0314,6.21
https://stats47.jp/ranking/coffee-shop-consumption-expenditure,5,54,0.0926,6.44
https://stats47.jp/ranking/cooking-oil-consumption-quantity,5,92,0.0543,6.83
https://stats47.jp/ranking/fishery-workers,5,25,0.2000,5.72
https://stats47.jp/ranking/furikake-consumption-expenditure,5,91,0.0549,5.56
https://stats47.jp/ranking/mackerel-consumption-quantity,5,46,0.1087,5.52
https://stats47.jp/ranking/main-road-paving-rate,5,113,0.0442,7.66
https://stats47.jp/ranking/nurse-count,5,73,0.0685,8.04
https://stats47.jp/ranking/peach-consumption-quantity,5,119,0.0420,6.29
https://stats47.jp/ranking/port-inbound-ships,5,49,0.1020,6.18
https://stats47.jp/ranking/treatment-rate-diabetes-outpatient,5,41,0.1220,5.88
https://stats47.jp/areas/29000/aging-society,4,12,0.3333,5.08
https://stats47.jp/blog/agriculture-hokkaido-dominance,4,156,0.0256,8.72
https://stats47.jp/blog/estat-7-techniques-from-unusable-to-usable,4,80,0.0500,10.18
https://stats47.jp/blog/fiscal-health-50years-trend,4,25,0.1600,9.88
https://stats47.jp/blog/hospital-bed-utilization-map,4,130,0.0308,6.96
https://stats47.jp/blog/household-structure-transformation,4,106,0.0377,7.85
https://stats47.jp/blog/inpatient-rate-aging-burden,4,44,0.0909,8.07
https://stats47.jp/blog/koumuin-ai-tenshoku-1500man,4,30,0.1333,7.23
https://stats47.jp/blog/local-tax-revenue-gap,4,189,0.0212,7.99
https://stats47.jp/blog/nursing-care-shortage-2040,4,308,0.0130,9.91
https://stats47.jp/blog/prefectural-debt-future-burden,4,30,0.1333,6.87
