country,clicks,impressions,ctr,position
jpn,822,25010,0.0329,9.21
usa,4,5745,0.0007,6.98
kor,3,116,0.0259,7.56
bra,1,292,0.0034,5.68
can,1,194,0.0052,6.58
fra,1,74,0.0135,6.61
ago,0,2,0.0000,5.00
alb,0,6,0.0000,7.50
are,0,20,0.0000,6.60
arg,0,52,0.0000,5.33
arm,0,1,0.0000,9.00
aus,0,48,0.0000,9.10
aut,0,5,0.0000,7.40
aze,0,1,0.0000,4.00
bel,0,13,0.0000,7.69
bes,0,1,0.0000,6.00
bgd,0,28,0.0000,6.29
bgr,0,11,0.0000,7.91
bhr,0,1,0.0000,7.00
bhs,0,1,0.0000,7.00
bih,0,1,0.0000,8.00
blr,0,8,0.0000,7.75
blz,0,2,0.0000,13.00
bol,0,3,0.0000,6.00
brb,0,2,0.0000,5.00
bwa,0,2,0.0000,6.50
che,0,11,0.0000,6.64
chl,0,23,0.0000,6.09
chn,0,96,0.0000,6.94
civ,0,1,0.0000,4.00
col,0,43,0.0000,7.37
cri,0,4,0.0000,5.50
cub,0,4,0.0000,5.25
cym,0,1,0.0000,2.00
cyp,0,3,0.0000,6.67
cze,0,7,0.0000,7.29
deu,0,49,0.0000,7.02
dnk,0,4,0.0000,3.75
dom,0,7,0.0000,7.14
dza,0,14,0.0000,8.14
ecu,0,21,0.0000,6.19
egy,0,8,0.0000,8.50
eri,0,2,0.0000,3.50
esp,0,80,0.0000,6.64
est,0,1,0.0000,4.00
eth,0,5,0.0000,5.00
fin,0,4,0.0000,3.50
gbr,0,49,0.0000,6.43
geo,0,5,0.0000,8.60
gha,0,4,0.0000,6.25
gib,0,1,0.0000,11.00
grc,0,15,0.0000,6.13
gtm,0,3,0.0000,5.00
guf,0,1,0.0000,8.00
gum,0,1,0.0000,10.00
hkg,0,25,0.0000,7.88
hnd,0,7,0.0000,5.86
hrv,0,5,0.0000,12.80
hti,0,1,0.0000,5.00
hun,0,8,0.0000,5.50
idn,0,74,0.0000,6.49
ind,0,133,0.0000,7.32
irl,0,9,0.0000,7.11
irn,0,16,0.0000,8.38
irq,0,12,0.0000,7.17
isr,0,7,0.0000,8.14
ita,0,52,0.0000,6.54
jam,0,6,0.0000,6.67
jor,0,3,0.0000,8.33
kaz,0,5,0.0000,5.40
ken,0,5,0.0000,5.60
khm,0,5,0.0000,4.80
lao,0,1,0.0000,10.00
lbn,0,1,0.0000,7.00
lby,0,1,0.0000,7.00
lca,0,1,0.0000,8.00
lka,0,3,0.0000,5.33
ltu,0,4,0.0000,6.25
lux,0,2,0.0000,7.00
lva,0,2,0.0000,5.00
mar,0,12,0.0000,6.42
mda,0,3,0.0000,5.33
mdg,0,1,0.0000,9.00
mdv,0,1,0.0000,1.00
mex,0,112,0.0000,6.12
mlt,0,3,0.0000,7.67
mmr,0,1,0.0000,5.00
mne,0,1,0.0000,8.00
mng,0,6,0.0000,9.17
moz,0,1,0.0000,9.00
mrt,0,1,0.0000,5.00
mys,0,34,0.0000,6.15
nga,0,8,0.0000,5.63
nic,0,1,0.0000,10.00
nld,0,31,0.0000,6.68
nor,0,9,0.0000,11.00
npl,0,7,0.0000,4.86
nzl,0,17,0.0000,7.59
omn,0,2,0.0000,12.50
pak,0,22,0.0000,5.82
pan,0,1,0.0000,6.00
per,0,18,0.0000,7.28
phl,0,36,0.0000,7.89
png,0,1,0.0000,5.00
pol,0,30,0.0000,6.40
pri,0,6,0.0000,6.50
prk,0,1,0.0000,8.00
prt,0,12,0.0000,5.42
pry,0,8,0.0000,6.38
pse,0,8,0.0000,6.50
pyf,0,1,0.0000,1.00
qat,0,3,0.0000,13.67
rou,0,13,0.0000,9.00
rus,0,38,0.0000,6.66
sau,0,12,0.0000,5.58
sdn,0,1,0.0000,4.00
sen,0,3,0.0000,12.67
sgp,0,33,0.0000,6.70
srb,0,4,0.0000,5.75
svk,0,5,0.0000,9.60
svn,0,2,0.0000,7.50
swe,0,18,0.0000,6.39
sxm,0,1,0.0000,4.00
syr,0,1,0.0000,10.00
tcd,0,1,0.0000,2.00
tha,0,50,0.0000,8.02
tkm,0,1,0.0000,10.00
tto,0,2,0.0000,4.00
tun,0,3,0.0000,4.33
tur,0,36,0.0000,6.03
twn,0,37,0.0000,6.08
tza,0,2,0.0000,10.00
uga,0,1,0.0000,5.00
ukr,0,29,0.0000,6.21
ury,0,4,0.0000,6.50
uzb,0,1,0.0000,7.00
ven,0,10,0.0000,6.70
vnm,0,85,0.0000,7.88
wsm,0,1,0.0000,10.00
xkk,0,6,0.0000,9.33
zaf,0,10,0.0000,4.90
