country,clicks,impressions,ctr,position
jpn,351,9368,0.0375,14.94
usa,2,2208,0.0009,8.00
aus,1,27,0.0370,8.30
alb,0,2,0.0000,6.00
are,0,10,0.0000,6.80
arg,0,20,0.0000,6.80
aut,0,4,0.0000,5.75
bel,0,12,0.0000,6.00
ben,0,1,0.0000,11.00
bgd,0,13,0.0000,7.85
bgr,0,1,0.0000,2.00
bhs,0,2,0.0000,8.00
blr,0,4,0.0000,6.50
blz,0,1,0.0000,7.00
bol,0,3,0.0000,3.33
bra,0,182,0.0000,6.59
brn,0,1,0.0000,9.00
can,0,105,0.0000,6.86
che,0,7,0.0000,6.71
chl,0,8,0.0000,6.75
chn,0,42,0.0000,7.43
civ,0,1,0.0000,6.00
cod,0,2,0.0000,4.00
col,0,18,0.0000,8.67
cri,0,1,0.0000,6.00
cub,0,3,0.0000,8.00
cym,0,1,0.0000,18.00
cyp,0,2,0.0000,7.50
cze,0,8,0.0000,5.38
deu,0,30,0.0000,6.40
dnk,0,2,0.0000,6.50
dom,0,10,0.0000,6.60
dza,0,2,0.0000,10.50
ecu,0,8,0.0000,6.13
egy,0,5,0.0000,8.20
esp,0,52,0.0000,6.19
est,0,1,0.0000,8.00
eth,0,1,0.0000,27.00
fin,0,4,0.0000,5.75
fra,0,56,0.0000,6.79
gbr,0,34,0.0000,8.41
gha,0,4,0.0000,6.75
grc,0,4,0.0000,8.50
grd,0,1,0.0000,7.00
gtm,0,3,0.0000,12.67
hkg,0,26,0.0000,6.58
hnd,0,1,0.0000,8.00
hrv,0,4,0.0000,6.00
hti,0,1,0.0000,9.00
hun,0,6,0.0000,7.33
idn,0,27,0.0000,6.52
ind,0,51,0.0000,5.41
irl,0,4,0.0000,6.75
irn,0,26,0.0000,6.27
irq,0,3,0.0000,6.33
isl,0,1,0.0000,5.00
isr,0,9,0.0000,7.44
ita,0,30,0.0000,8.40
jam,0,5,0.0000,4.80
jor,0,2,0.0000,8.50
kaz,0,5,0.0000,6.40
ken,0,3,0.0000,6.67
kgz,0,1,0.0000,6.00
khm,0,2,0.0000,5.00
kor,0,38,0.0000,7.74
lbn,0,1,0.0000,5.00
lbr,0,1,0.0000,12.00
lka,0,2,0.0000,11.00
ltu,0,1,0.0000,8.00
lva,0,1,0.0000,2.00
mar,0,9,0.0000,7.89
mdv,0,1,0.0000,6.00
mex,0,51,0.0000,6.61
mkd,0,1,0.0000,5.00
mlt,0,1,0.0000,6.00
mng,0,1,0.0000,10.00
mus,0,2,0.0000,5.50
mys,0,16,0.0000,9.31
nga,0,5,0.0000,5.80
nld,0,10,0.0000,5.40
nor,0,7,0.0000,5.29
npl,0,1,0.0000,3.00
nzl,0,8,0.0000,28.63
pak,0,5,0.0000,5.60
pan,0,1,0.0000,9.00
per,0,11,0.0000,7.18
phl,0,13,0.0000,7.15
png,0,1,0.0000,8.00
pol,0,11,0.0000,5.18
pri,0,6,0.0000,6.33
prk,0,1,0.0000,9.00
prt,0,10,0.0000,7.70
pry,0,1,0.0000,7.00
pse,0,3,0.0000,6.67
qat,0,1,0.0000,9.00
rou,0,6,0.0000,7.00
rus,0,6,0.0000,6.17
sau,0,8,0.0000,7.25
sgp,0,8,0.0000,7.25
slv,0,3,0.0000,5.67
srb,0,4,0.0000,9.75
sur,0,1,0.0000,5.00
svn,0,1,0.0000,8.00
swe,0,3,0.0000,5.00
syr,0,1,0.0000,7.00
tha,0,24,0.0000,7.00
tto,0,1,0.0000,8.00
tun,0,1,0.0000,3.00
tur,0,18,0.0000,8.00
twn,0,17,0.0000,8.59
ukr,0,12,0.0000,6.33
ury,0,3,0.0000,8.33
uzb,0,2,0.0000,8.50
ven,0,6,0.0000,5.00
vgb,0,1,0.0000,2.00
vnm,0,28,0.0000,5.82
xkk,0,2,0.0000,13.00
zaf,0,6,0.0000,5.33
zwe,0,1,0.0000,5.00
