country,clicks,impressions,ctr,position
jpn,1333,39014,0.0342,8.76
kor,4,140,0.0286,7.23
usa,3,5750,0.0005,7.49
gbr,2,49,0.0408,7.04
can,1,204,0.0049,6.62
chn,1,110,0.0091,7.29
cri,1,6,0.1667,6.17
hkg,1,30,0.0333,7.20
mys,1,30,0.0333,6.93
sgp,1,42,0.0238,7.26
vnm,1,78,0.0128,9.68
alb,0,9,0.0000,8.00
are,0,18,0.0000,8.56
arg,0,48,0.0000,7.15
arm,0,1,0.0000,2.00
aus,0,53,0.0000,7.11
aut,0,4,0.0000,8.75
aze,0,1,0.0000,4.00
bel,0,14,0.0000,7.71
bgd,0,27,0.0000,6.70
bgr,0,6,0.0000,5.00
bhr,0,1,0.0000,7.00
bhs,0,4,0.0000,8.50
bih,0,1,0.0000,8.00
blr,0,15,0.0000,7.87
blz,0,1,0.0000,20.00
bmu,0,1,0.0000,11.00
bol,0,3,0.0000,9.33
bra,0,262,0.0000,6.49
brb,0,1,0.0000,2.00
bwa,0,2,0.0000,6.50
che,0,14,0.0000,6.93
chl,0,11,0.0000,7.91
cod,0,2,0.0000,7.50
col,0,40,0.0000,7.53
cub,0,5,0.0000,6.20
cyp,0,2,0.0000,9.00
cze,0,8,0.0000,7.88
deu,0,59,0.0000,6.71
dnk,0,6,0.0000,5.83
dom,0,9,0.0000,6.33
dza,0,8,0.0000,7.13
ecu,0,18,0.0000,6.33
egy,0,6,0.0000,8.50
esp,0,58,0.0000,6.79
est,0,1,0.0000,4.00
eth,0,2,0.0000,3.50
fin,0,5,0.0000,6.00
fji,0,2,0.0000,10.00
fra,0,75,0.0000,7.40
geo,0,3,0.0000,7.00
gha,0,4,0.0000,7.25
grc,0,11,0.0000,7.45
gtm,0,1,0.0000,14.00
guf,0,1,0.0000,8.00
hnd,0,1,0.0000,8.00
hrv,0,5,0.0000,6.80
hun,0,8,0.0000,5.38
idn,0,84,0.0000,7.61
ind,0,118,0.0000,7.82
irl,0,11,0.0000,8.82
irn,0,17,0.0000,7.41
irq,0,10,0.0000,7.30
isl,0,1,0.0000,5.00
isr,0,12,0.0000,8.42
ita,0,44,0.0000,6.32
jam,0,6,0.0000,8.17
jor,0,2,0.0000,6.50
kaz,0,5,0.0000,5.20
ken,0,6,0.0000,4.50
khm,0,6,0.0000,9.33
kwt,0,2,0.0000,5.50
lao,0,1,0.0000,2.00
lby,0,1,0.0000,7.00
lka,0,1,0.0000,7.00
ltu,0,3,0.0000,6.00
lux,0,1,0.0000,9.00
lva,0,1,0.0000,4.00
mac,0,1,0.0000,8.00
mar,0,17,0.0000,6.59
mda,0,2,0.0000,4.00
mdg,0,1,0.0000,9.00
mdv,0,2,0.0000,6.00
mex,0,82,0.0000,6.94
mkd,0,1,0.0000,4.00
mlt,0,1,0.0000,11.00
mmr,0,3,0.0000,8.00
mne,0,1,0.0000,3.00
mng,0,5,0.0000,6.80
mrt,0,1,0.0000,5.00
mus,0,2,0.0000,10.00
nam,0,1,0.0000,7.00
ncl,0,1,0.0000,3.00
nga,0,8,0.0000,6.38
nld,0,38,0.0000,7.34
nor,0,5,0.0000,15.80
npl,0,7,0.0000,5.29
nzl,0,11,0.0000,8.45
pak,0,10,0.0000,6.40
pan,0,1,0.0000,6.00
per,0,9,0.0000,7.00
phl,0,31,0.0000,8.45
png,0,1,0.0000,12.00
pol,0,31,0.0000,6.48
pri,0,3,0.0000,8.67
prt,0,11,0.0000,6.45
pry,0,3,0.0000,3.67
pse,0,2,0.0000,7.00
qat,0,6,0.0000,8.50
rou,0,11,0.0000,8.45
rus,0,34,0.0000,7.24
rwa,0,1,0.0000,6.00
sau,0,11,0.0000,8.64
sdn,0,1,0.0000,4.00
sen,0,1,0.0000,7.00
slv,0,3,0.0000,11.00
som,0,1,0.0000,10.00
srb,0,5,0.0000,7.00
svk,0,1,0.0000,13.00
svn,0,2,0.0000,10.50
swe,0,8,0.0000,7.13
syr,0,4,0.0000,6.75
tcd,0,1,0.0000,2.00
tha,0,51,0.0000,9.63
tls,0,1,0.0000,9.00
tto,0,1,0.0000,6.00
tun,0,3,0.0000,6.67
tur,0,34,0.0000,7.65
twn,0,42,0.0000,7.17
tza,0,2,0.0000,2.00
uga,0,2,0.0000,5.50
ukr,0,34,0.0000,6.94
ury,0,4,0.0000,8.00
uzb,0,1,0.0000,3.00
ven,0,11,0.0000,9.09
xkk,0,4,0.0000,8.75
zaf,0,7,0.0000,6.57
