page,clicks,impressions,ctr,position
https://stats47.jp/blog/local-government-debt-burden,137,1819,0.0753,7.02
https://stats47.jp/blog/noodle-consumption-prefecture-character,132,1995,0.0662,5.74
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,102,737,0.1384,5.30
https://stats47.jp/ranking/natto-consumption-expenditure,100,2030,0.0493,5.90
https://stats47.jp/blog/convenience-store-density-map,94,2207,0.0426,7.45
https://stats47.jp/blog/household-spending-prefecture-gap,68,836,0.0813,6.52
https://stats47.jp/blog/wheat-flour-consumption-prefecture,63,499,0.1263,6.42
https://stats47.jp/blog/automotive-industry-transformation-map,54,2018,0.0268,6.39
https://stats47.jp/blog/farmland-crisis-abandoned-land,51,728,0.0701,6.59
https://stats47.jp/blog/bonito-catch-prefecture,41,2311,0.0177,7.41
https://stats47.jp/ranking/convenience-store-count-commercial,39,1111,0.0351,9.06
https://stats47.jp/blog/aging-solo-living-crisis,38,823,0.0462,7.45
https://stats47.jp/,35,544,0.0643,5.62
https://stats47.jp/ranking/icecream-consumption-expenditure,34,761,0.0447,8.66
https://stats47.jp/blog/health-life-expectancy-structure,31,1191,0.0260,8.57
https://stats47.jp/blog/sports-urban-paradox,31,789,0.0393,6.85
https://stats47.jp/blog/temperature-extremes-map,31,2168,0.0143,8.30
https://stats47.jp/ranking/elementary-school-children-count,31,1255,0.0247,8.07
https://stats47.jp/ranking/pasta-consumption-quantity,28,380,0.0737,7.04
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,27,283,0.0954,6.75
https://stats47.jp/ranking/avg-height-high-school-2nd-male,23,1384,0.0166,10.13
https://stats47.jp/ranking/convenience-store-sales-monthly,23,290,0.0793,6.22
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,22,321,0.0685,6.20
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,22,123,0.1789,3.83
https://stats47.jp/blog/chicken-consumption-quantity,21,855,0.0246,6.72
https://stats47.jp/blog/university-advancement-capacity,21,334,0.0629,7.89
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,21,295,0.0712,8.37
https://stats47.jp/blog/fiscal-self-reliance-gap,20,1187,0.0168,8.71
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,20,219,0.0913,5.70
https://stats47.jp/ranking/dual-income-household-ratio,19,528,0.0360,10.61
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,17,491,0.0346,8.11
https://stats47.jp/ranking/miso-consumption-quantity,17,306,0.0556,7.39
https://stats47.jp/ranking/retail-store-count,17,412,0.0413,5.67
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,17,232,0.0733,5.71
https://stats47.jp/blog/avg-height-high-school-2nd-male,16,2412,0.0066,8.94
https://stats47.jp/blog/foreign-residents-diversity-map,16,859,0.0186,9.65
https://stats47.jp/blog/wind-power-capacity-prefecture-gap,16,1237,0.0129,8.58
https://stats47.jp/ranking/designated-difficult-disease,16,223,0.0717,6.60
https://stats47.jp/ranking/psychiatric-bed-count,16,401,0.0399,7.31
https://stats47.jp/blog/semiconductor-electronics-regional-map,15,535,0.0280,7.01
https://stats47.jp/ranking/freshwater-clam-consumption-expenditure,15,49,0.3061,3.53
https://stats47.jp/ranking/peach-consumption-quantity,15,233,0.0644,6.41
https://stats47.jp/blog/livable-prefecture-composite-ranking,14,421,0.0333,12.36
https://stats47.jp/blog/manufacturing-productivity,14,892,0.0157,7.58
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,14,811,0.0173,7.31
https://stats47.jp/ranking/coffee-shop-consumption-expenditure,14,88,0.1591,6.32
https://stats47.jp/ranking/green-tea-consumption-quantity,14,275,0.0509,7.44
https://stats47.jp/ranking/local-allocation-tax-prefecture,14,228,0.0614,5.32
https://stats47.jp/ranking/preschool-fee-consumption-expenditure,14,58,0.2414,5.19
https://stats47.jp/ranking/wheat-flour-consumption-quantity,14,67,0.2090,4.40
https://stats47.jp/blog/household-structure-transformation,13,336,0.0387,7.86
https://stats47.jp/ranking/abortion-rate,13,365,0.0356,9.81
https://stats47.jp/ranking/cake-consumption-expenditure,13,169,0.0769,7.74
https://stats47.jp/blog/habitable-area-land-use,12,1664,0.0072,7.73
https://stats47.jp/ranking/beef-consumption-quantity,12,373,0.0322,8.06
https://stats47.jp/ranking/childrens-socks-consumption-quantity,12,29,0.4138,3.28
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,12,89,0.1348,5.78
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,12,319,0.0376,6.40
https://stats47.jp/ranking/pickled-plum-consumption-quantity,12,174,0.0690,6.13
https://stats47.jp/ranking/rice-consumption-quantity,12,117,0.1026,7.23
https://stats47.jp/ranking/shumai-consumption-expenditure,12,142,0.0845,6.33
https://stats47.jp/ranking/tuna-consumption-quantity,12,617,0.0194,7.70
https://stats47.jp/blog/assembly-answer-chatgpt-5steps,11,71,0.1549,8.48
https://stats47.jp/blog/konbu-consumption-prefecture-gap,11,145,0.0759,6.11
https://stats47.jp/ranking/chocolate-snack-consumption-expenditure,11,84,0.1310,9.11
https://stats47.jp/blog/garbage-total-output,10,1338,0.0075,7.72
https://stats47.jp/blog/manufacturing-aichi-dominance,10,1989,0.0050,7.42
https://stats47.jp/blog/prefectural-income-gdp-ranking,10,772,0.0130,11.73
https://stats47.jp/blog/rice-consumption-quantity-ranking,10,206,0.0485,8.39
https://stats47.jp/ranking/childrens-socks-consumption-expenditure,10,29,0.3448,2.83
https://stats47.jp/ranking/non-regular-employment-rate,10,119,0.0840,6.18
https://stats47.jp/blog/estat-7-techniques-from-unusable-to-usable,9,237,0.0380,10.43
https://stats47.jp/blog/local-tax-revenue-gap,9,312,0.0288,7.63
https://stats47.jp/blog/manufacturing-labor-productivity-pref,9,94,0.0957,7.73
https://stats47.jp/blog/population-density-urbanization,9,680,0.0132,8.30
https://stats47.jp/blog/precipitation-snow-regional-gap,9,1090,0.0083,9.28
https://stats47.jp/ranking/banana-consumption-quantity,9,232,0.0388,7.63
https://stats47.jp/ranking/coffee-consumption-quantity,9,271,0.0332,8.08
https://stats47.jp/ranking/main-road-paving-rate,9,224,0.0402,7.40
https://stats47.jp/ranking/other-bread-consumption-quantity,9,156,0.0577,8.03
https://stats47.jp/ranking/pork-consumption-quantity,9,288,0.0313,8.28
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,9,85,0.1059,5.84
https://stats47.jp/ranking/swimming-pool-public,9,180,0.0500,5.99
https://stats47.jp/ranking/water-supply-population,9,135,0.0667,5.54
https://stats47.jp/blog/extreme-heat-days-prefecture,8,416,0.0192,11.12
https://stats47.jp/ranking/annual-sunshine-duration,8,155,0.0516,9.53
https://stats47.jp/ranking/retail-sales-amount-by-prefecture,8,414,0.0193,6.84
https://stats47.jp/ranking/sauce-consumption-quantity,8,163,0.0491,6.79
https://stats47.jp/ranking/telework-rate,8,119,0.0672,5.93
https://stats47.jp/blog/cc-estat-01-setup,7,234,0.0299,6.29
https://stats47.jp/blog/education-cost-per-child,7,169,0.0414,7.56
https://stats47.jp/blog/food-spending-pattern,7,262,0.0267,7.44
https://stats47.jp/blog/hospital-bed-utilization-map,7,165,0.0424,6.99
https://stats47.jp/blog/housing-cost-livability-trend,7,74,0.0946,6.07
https://stats47.jp/blog/peach-expenditure-ranking,7,32,0.2188,7.59
https://stats47.jp/blog/sunshine-pacific-vs-nihonkai,7,551,0.0127,9.07
https://stats47.jp/blog/train-commuters-prefecture-gap,7,147,0.0476,8.57
https://stats47.jp/ranking/fishery-workers,7,43,0.1628,5.77
https://stats47.jp/ranking/gasoline-consumption-quantity,7,218,0.0321,7.25
https://stats47.jp/ranking/hamburger-consumption-expenditure,7,47,0.1489,5.87
https://stats47.jp/ranking/local-tax-prefecture,7,99,0.0707,11.01
https://stats47.jp/ranking/squid-consumption-quantity,7,89,0.0787,7.66
https://stats47.jp/ranking/treatment-rate-mental-disorder-inpatient,7,205,0.0341,8.25
https://stats47.jp/blog/dentist-income-prefecture-gap,6,25,0.2400,7.44
https://stats47.jp/ranking/bread-consumption-expenditure,6,145,0.0414,7.72
https://stats47.jp/ranking/cup-noodles-consumption-quantity,6,281,0.0214,8.14
https://stats47.jp/ranking/future-population-change-rate-2050,6,233,0.0258,13.27
https://stats47.jp/ranking/hobby-participation-rate-cinema,6,50,0.1200,7.04
https://stats47.jp/ranking/hobby-participation-rate-video-games,6,39,0.1538,4.87
https://stats47.jp/ranking/road-length-per-km2,6,109,0.0550,7.76
https://stats47.jp/ranking/tobacco-consumption-expenditure,6,26,0.2308,5.88
https://stats47.jp/blog/chicken-consumption-prefecture-gap,5,353,0.0142,7.70
https://stats47.jp/blog/food-consumption-prefecture-battle,5,493,0.0101,8.78
https://stats47.jp/blog/fresh-udon-soba-consumption-prefecture-gap,5,369,0.0136,8.29
https://stats47.jp/blog/high-school-teacher-salary-prefecture-gap,5,266,0.0188,13.68
https://stats47.jp/blog/marriage-unmarried-crisis,5,241,0.0207,9.00
https://stats47.jp/blog/prefecture-population-city-concentration,5,39,0.1282,6.77
https://stats47.jp/blog/sake-consumption-prefecture-gap,5,251,0.0199,7.93
https://stats47.jp/blog/suicide-rate-aging-nexus,5,42,0.1190,10.26
https://stats47.jp/ranking/aquarium-count,5,53,0.0943,5.81
https://stats47.jp/ranking/bonito-consumption-quantity,5,152,0.0329,9.42
https://stats47.jp/ranking/campsite-public,5,130,0.0385,8.19
https://stats47.jp/ranking/coffee-consumption-expenditure,5,76,0.0658,8.97
https://stats47.jp/ranking/consumption-expenditure-multi-person-households-per-month,5,235,0.0213,6.98
https://stats47.jp/ranking/crab-consumption-expenditure,5,32,0.1563,7.41
https://stats47.jp/ranking/deaths-lifestyle-diseases,5,30,0.1667,6.90
https://stats47.jp/ranking/disabled-employment-rate,5,72,0.0694,8.44
https://stats47.jp/ranking/flavor-seasoning-consumption-expenditure,5,76,0.0658,5.74
https://stats47.jp/ranking/library-books,5,111,0.0450,9.00
https://stats47.jp/ranking/liver-disease-death-rate,5,15,0.3333,4.27
https://stats47.jp/ranking/local-allocation-tax-ratio-pref-finance,5,115,0.0435,10.00
https://stats47.jp/ranking/mackerel-consumption-quantity,5,29,0.1724,5.45
https://stats47.jp/ranking/pharmaceutical-sales-count,5,49,0.1020,12.06
https://stats47.jp/ranking/road-municipal-length,5,54,0.0926,6.11
https://stats47.jp/ranking/shochu-consumption-quantity,5,38,0.1316,7.08
https://stats47.jp/ranking/wheat-flour-consumption-expenditure,5,79,0.0633,6.59
https://stats47.jp/ranking/white-bread-consumption-quantity,5,95,0.0526,7.59
https://stats47.jp/areas/29000/aging-society,4,33,0.1212,7.12
https://stats47.jp/blog/beef-consumption-prefecture-gap,4,59,0.0678,7.31
https://stats47.jp/blog/beef-consumption-quantity,4,23,0.1739,9.30
https://stats47.jp/blog/chiba-food-culture,4,26,0.1538,6.50
https://stats47.jp/blog/it-establishments-prefecture,4,77,0.0519,6.81
https://stats47.jp/blog/park-green-space-gap,4,496,0.0081,6.59
https://stats47.jp/blog/prefectural-debt-future-burden,4,54,0.0741,7.44
https://stats47.jp/blog/yato-yatsu-place-name-boundary,4,60,0.0667,8.73
https://stats47.jp/ranking/chicken-consumption-quantity,4,60,0.0667,8.50
