country,clicks,impressions,ctr,position
jpn,3191,85913,0.0371,8.20
twn,5,89,0.0562,7.99
tha,4,80,0.0500,9.11
aus,3,97,0.0309,6.89
can,3,207,0.0145,7.32
deu,2,242,0.0083,7.08
gbr,2,164,0.0122,7.50
ind,2,114,0.0175,8.04
kor,2,287,0.0070,7.18
lao,2,8,0.2500,5.25
usa,2,6196,0.0003,7.18
ben,1,1,1.0000,10.00
mex,1,78,0.0128,7.35
npl,1,6,0.1667,7.83
phl,1,54,0.0185,6.31
sgp,1,69,0.0145,7.45
vnm,1,99,0.0101,8.25
afg,0,3,0.0000,6.00
ago,0,1,0.0000,11.00
alb,0,5,0.0000,6.60
are,0,32,0.0000,7.44
arg,0,90,0.0000,6.42
aut,0,12,0.0000,6.42
aze,0,1,0.0000,11.00
bel,0,13,0.0000,6.92
bfa,0,1,0.0000,3.00
bgd,0,20,0.0000,8.40
bgr,0,8,0.0000,11.38
bhr,0,2,0.0000,5.50
bih,0,2,0.0000,4.00
blr,0,1,0.0000,5.00
blz,0,1,0.0000,8.00
bol,0,3,0.0000,5.00
bra,0,168,0.0000,7.26
brb,0,1,0.0000,10.00
che,0,12,0.0000,6.58
chl,0,23,0.0000,8.09
chn,0,97,0.0000,8.51
cmr,0,2,0.0000,6.50
cog,0,1,0.0000,7.00
col,0,51,0.0000,6.69
cpv,0,1,0.0000,11.00
cri,0,3,0.0000,7.67
cub,0,5,0.0000,8.40
cyp,0,3,0.0000,6.00
cze,0,9,0.0000,6.56
dma,0,1,0.0000,6.00
dnk,0,10,0.0000,6.60
dom,0,8,0.0000,6.13
dza,0,3,0.0000,7.33
ecu,0,14,0.0000,8.50
egy,0,8,0.0000,9.00
esp,0,71,0.0000,7.89
eth,0,1,0.0000,7.00
fin,0,11,0.0000,7.55
fra,0,573,0.0000,7.27
ggy,0,1,0.0000,6.00
grc,0,25,0.0000,7.32
gtm,0,3,0.0000,12.33
guf,0,1,0.0000,8.00
guy,0,1,0.0000,9.00
hkg,0,92,0.0000,7.04
hnd,0,2,0.0000,7.50
hrv,0,4,0.0000,16.25
hun,0,9,0.0000,11.11
idn,0,75,0.0000,7.07
irl,0,14,0.0000,7.86
irn,0,10,0.0000,6.60
irq,0,7,0.0000,7.71
isl,0,2,0.0000,10.50
isr,0,6,0.0000,5.67
ita,0,144,0.0000,7.68
jam,0,2,0.0000,10.50
jor,0,3,0.0000,22.00
kaz,0,7,0.0000,6.14
ken,0,2,0.0000,10.00
khm,0,5,0.0000,5.00
lbn,0,1,0.0000,17.00
lka,0,2,0.0000,10.00
ltu,0,4,0.0000,7.25
lva,0,3,0.0000,6.33
mar,0,6,0.0000,8.50
mda,0,2,0.0000,5.00
mkd,0,2,0.0000,7.00
mli,0,1,0.0000,1.00
mlt,0,2,0.0000,10.50
mmr,0,2,0.0000,3.00
mne,0,1,0.0000,12.00
mng,0,7,0.0000,13.71
mys,0,57,0.0000,6.58
nga,0,5,0.0000,7.20
nic,0,1,0.0000,7.00
nld,0,80,0.0000,7.61
nor,0,8,0.0000,9.25
nzl,0,10,0.0000,7.10
pak,0,14,0.0000,6.29
pan,0,6,0.0000,6.17
per,0,16,0.0000,7.13
pol,0,16,0.0000,10.75
pri,0,1,0.0000,11.00
prt,0,20,0.0000,7.40
pry,0,6,0.0000,8.67
qat,0,3,0.0000,6.00
reu,0,1,0.0000,6.00
rou,0,16,0.0000,9.44
rus,0,32,0.0000,7.47
sau,0,13,0.0000,7.00
sen,0,1,0.0000,8.00
slv,0,2,0.0000,15.50
som,0,1,0.0000,6.00
srb,0,2,0.0000,18.00
svk,0,4,0.0000,7.50
svn,0,3,0.0000,6.67
swe,0,12,0.0000,8.75
syr,0,1,0.0000,9.00
tjk,0,2,0.0000,4.00
tto,0,5,0.0000,9.60
tun,0,5,0.0000,8.20
tur,0,14,0.0000,5.71
tza,0,1,0.0000,10.00
uga,0,1,0.0000,5.00
ukr,0,20,0.0000,8.60
ury,0,4,0.0000,5.50
uzb,0,1,0.0000,6.00
ven,0,8,0.0000,3.63
vir,0,1,0.0000,7.00
xkk,0,3,0.0000,11.33
zaf,0,10,0.0000,7.10
zmb,0,1,0.0000,5.00
zzz,0,1,0.0000,6.00
