pagePath,nav_surface,nav_label,eventCount
/survey/petroleum-sales-statistics,survey_ranking,gasoline-sales-volume,4
/survey/job-placement-statistics,survey_ranking,active-job-opening-ratio,3
/survey/kakei-chousa,survey_ranking,dining-out-consumption-expenditure,3
/survey/urban-park-survey,survey_ranking,urban-park-area-per-person,3
/survey/academic-achievement-survey,survey_ranking,academic-achievement-test-average-rate,2
/survey/household-survey,survey_ranking,culture-recreation-expenditure-ratio-multi-person-households,2
/survey/kakei-chousa,survey_ranking,bread-consumption-expenditure,2
/survey/kakei-chousa,survey_ranking,grilled-eel-consumption-expenditure,2
/survey/patient-survey,survey_ranking,outpatient-rate-per-100k,2
/survey/prefectural-accounts,survey_ranking,gdp-growth-rate-pref-h23,2
/survey/prefectural-settlement-survey,survey_ranking,fiscal-strength-index-prefecture,2
/survey/public-assistance-survey,survey_ranking,persons-on-public-assistance-per-1000,2
/survey/public-assistance-survey,survey_ranking,single-mother-public-assistance-households,2
/survey/urban-park-survey,survey_ranking,urban-parks-area,2
/survey/waste-management-survey,survey_ranking,waste-recycling-rate,2
/survey/wind-power-deployment-statistics,survey_ranking,wind-power-capacity,2
/survey/accommodation-survey,survey_ranking,total-overnight-guests,1
/survey/accommodation-survey,survey_ranking,total-overnight-guests-foreign,1
/survey/agricultural-income-statistics,survey_ranking,agricultural-output-per-employed-person,1
/survey/air-pollution-control-law-status,survey_ranking,general-dust-emission-facility-count,1
/survey/air-pollution-control-law-status,survey_ranking,smoke-emission-facility-count,1
/survey/care-service-facility-survey,survey_ranking,nursing-home-count-per-100k-65plus,1
/survey/census,survey_ranking,densely-inhabited-district-population-density,1
/survey/census,survey_ranking,single-person-household-old-population-ratio,1
/survey/city-planning-survey,survey_ranking,industrial-and-semi-industrial-area-ratio,1
/survey/city-planning-survey,survey_ranking,industrial-exclusive-area-ratio,1
/survey/city-planning-survey,survey_ranking,urban-planning-area,1
/survey/comprehensive-living-conditions-survey,survey_ranking,complainant-count,1
/survey/comprehensive-living-conditions-survey,survey_ranking,outpatient-rate-per-1000,1
/survey/economic-census-activity,survey_ranking,annual-sales-amount,1
/survey/economic-census-activity,survey_ranking,manufacturing-employees,1
/survey/economic-structure-survey,survey_ranking,manufacturing-establishment-site-area,1
/survey/economic-structure-survey,survey_ranking,manufacturing-industry-added-value,1
/survey/economic-structure-survey,survey_ranking,manufacturing-shipment-amount,1
/survey/fishery-aquaculture-production,survey_ranking,aquaculture-harvest,1
/survey/household-survey,survey_ranking,actual-income-worker-households-per-month,1
/survey/household-survey,survey_ranking,consumption-expenditure-multi-person-households-per-month,1
/survey/household-survey,survey_ranking,disposable-income-worker-households,1
/survey/household-survey,survey_ranking,utilities-expenditure-ratio-multi-person-households,1
/survey/housing-land-survey,survey_ranking,autolock-apartment-rate,1
/survey/kakei-chousa,survey_ranking,air-conditioner-consumption-expenditure,1
/survey/kakei-chousa,survey_ranking,beauty-appliance-consumption-expenditure,1
/survey/kakei-chousa,survey_ranking,beef-consumption-quantity,1
/survey/kakei-chousa,survey_ranking,beer-consumption-expenditure,1
/survey/kakei-chousa,survey_ranking,burdock-consumption-quantity,1
/survey/kakei-chousa,survey_ranking,electricity-consumption-quantity,1
/survey/local-election-results,survey_ranking,voter-turnout-governor,1
/survey/local-finance,survey_ranking,local-tax-prefecture,1
/survey/local-gov-staffing-survey,survey_ranking,prefectural-general-administration-staff,1
/survey/milk-dairy-statistics,survey_ranking,raw-milk-production,1
/survey/nature-park-visitor-survey,survey_ranking,national-quasi-national-park-visits,1
/survey/patient-survey,survey_ranking,inpatient-rate-per-100k,1
/survey/population-estimates,survey_ranking,total-population,1
/survey/prefectural-accounts,survey_ranking,gdp-growth-rate-pref-h17,1
/survey/prefectural-accounts,survey_ranking,per-capita-prefectural-income-h27,1
/survey/prefectural-accounts,survey_ranking,total-production-in-the-prefecture,1
/survey/prefectural-settlement-survey,survey_ranking,current-balance-ratio,1
/survey/public-assistance-survey,survey_ranking,elderly-on-public-assistance-per-1000-65plus,1
/survey/public-assistance-survey,survey_ranking,households-on-public-assistance,1
/survey/public-assistance-survey,survey_ranking,households-on-public-assistance-per-1000,1
/survey/road-statistics,survey_ranking,road-total-length-with-expressway,1
/survey/school-basic-survey,survey_ranking,miscellaneous-school-count,1
/survey/social-education-survey,survey_ranking,library-count-per-million,1
/survey/social-life-basic-survey,survey_ranking,average-broadcast-media-consumption-time-employed-woman,1
/survey/social-life-basic-survey,survey_ranking,sports-participation-rate-walking,1
/survey/waste-management-survey,survey_ranking,garbage-total-output,1
