country,clicks,impressions,ctr,position
jpn,4317,120777,0.0357,7.80
usa,10,4645,0.0022,7.05
twn,7,108,0.0648,7.19
aus,5,141,0.0355,6.93
tha,4,88,0.0455,6.72
chn,2,108,0.0185,8.55
kor,2,205,0.0098,6.63
mng,2,11,0.1818,4.73
mys,2,33,0.0606,6.55
can,1,95,0.0105,7.08
deu,1,70,0.0143,7.29
fsm,1,1,1.0000,5.00
hkg,1,258,0.0039,5.80
ind,1,108,0.0093,8.41
irl,1,14,0.0714,7.57
khm,1,11,0.0909,7.82
qat,1,3,0.3333,4.33
swe,1,7,0.1429,6.57
afg,0,1,0.0000,5.00
alb,0,2,0.0000,10.00
are,0,163,0.0000,5.51
arg,0,28,0.0000,6.68
aut,0,8,0.0000,8.63
aze,0,1,0.0000,1.00
bel,0,25,0.0000,7.28
bfa,0,1,0.0000,1.00
bgd,0,17,0.0000,14.82
bgr,0,3,0.0000,4.33
bhr,0,1,0.0000,11.00
blr,0,3,0.0000,8.00
bra,0,57,0.0000,10.81
brn,0,1,0.0000,8.00
che,0,12,0.0000,6.92
chl,0,7,0.0000,9.29
civ,0,2,0.0000,6.50
cod,0,1,0.0000,9.00
cog,0,1,0.0000,1.00
col,0,18,0.0000,5.17
cri,0,1,0.0000,8.00
cyp,0,1,0.0000,10.00
cze,0,6,0.0000,5.83
dji,0,1,0.0000,10.00
dnk,0,10,0.0000,7.40
dom,0,5,0.0000,8.20
dza,0,2,0.0000,6.50
ecu,0,6,0.0000,9.50
egy,0,6,0.0000,9.00
esp,0,25,0.0000,7.08
est,0,1,0.0000,9.00
eth,0,1,0.0000,6.00
fin,0,3,0.0000,5.33
fra,0,43,0.0000,8.67
gbr,0,94,0.0000,6.60
geo,0,1,0.0000,4.00
gha,0,2,0.0000,6.00
grc,0,6,0.0000,7.67
gum,0,1,0.0000,9.00
hnd,0,2,0.0000,6.00
hrv,0,3,0.0000,5.00
hun,0,8,0.0000,8.38
idn,0,64,0.0000,6.91
irn,0,8,0.0000,8.75
irq,0,3,0.0000,6.00
isr,0,2,0.0000,7.50
ita,0,27,0.0000,8.00
jam,0,1,0.0000,2.00
jor,0,4,0.0000,8.50
kaz,0,1,0.0000,1.00
ken,0,1,0.0000,1.00
kgz,0,1,0.0000,9.00
lao,0,5,0.0000,4.20
lca,0,1,0.0000,3.00
lka,0,2,0.0000,8.00
ltu,0,2,0.0000,8.50
lva,0,3,0.0000,9.67
mac,0,1,0.0000,4.00
mar,0,9,0.0000,5.00
mda,0,2,0.0000,5.50
mex,0,46,0.0000,11.11
mkd,0,4,0.0000,9.25
mlt,0,1,0.0000,10.00
mmr,0,12,0.0000,7.00
nga,0,3,0.0000,7.33
nld,0,25,0.0000,8.40
nor,0,3,0.0000,10.67
npl,0,2,0.0000,5.50
nzl,0,24,0.0000,7.96
pak,0,16,0.0000,8.88
pan,0,1,0.0000,5.00
per,0,14,0.0000,7.79
phl,0,62,0.0000,7.06
plw,0,1,0.0000,6.00
pol,0,11,0.0000,6.91
pri,0,1,0.0000,11.00
prt,0,9,0.0000,7.22
pry,0,3,0.0000,5.00
pse,0,1,0.0000,9.00
rou,0,7,0.0000,6.29
rus,0,30,0.0000,6.60
rwa,0,1,0.0000,4.00
sau,0,13,0.0000,6.92
sgp,0,70,0.0000,7.34
sle,0,1,0.0000,1.00
srb,0,3,0.0000,8.67
svk,0,1,0.0000,5.00
syc,0,3,0.0000,5.00
syr,0,1,0.0000,11.00
tto,0,1,0.0000,17.00
tun,0,3,0.0000,3.00
tur,0,9,0.0000,5.89
tza,0,2,0.0000,5.50
uga,0,2,0.0000,7.00
ukr,0,7,0.0000,6.29
ury,0,4,0.0000,1.50
uzb,0,3,0.0000,5.00
ven,0,2,0.0000,8.00
vnm,0,65,0.0000,6.77
zaf,0,2,0.0000,1.50
zmb,0,1,0.0000,5.00
zwe,0,1,0.0000,1.00
