page,clicks,impressions,ctr,position
https://stats47.jp/blog/local-government-debt-burden,273,3336,0.0818,6.53
https://stats47.jp/blog/noodle-consumption-prefecture-character,250,2343,0.1067,4.67
https://stats47.jp/ranking/natto-consumption-expenditure,238,6366,0.0374,5.70
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,161,891,0.1807,4.72
https://stats47.jp/ranking/avg-height-high-school-2nd-male,150,5427,0.0276,7.64
https://stats47.jp/blog/convenience-store-density-map,90,2811,0.0320,7.39
https://stats47.jp/ranking/convenience-store-count-commercial,89,2995,0.0297,7.00
https://stats47.jp/blog/household-spending-prefecture-gap,74,709,0.1044,6.92
https://stats47.jp/blog/konbu-consumption-prefecture-gap,66,913,0.0723,5.47
https://stats47.jp/blog/automotive-industry-transformation-map,60,1778,0.0337,6.51
https://stats47.jp/,57,728,0.0783,6.11
https://stats47.jp/blog/wheat-flour-consumption-prefecture,54,694,0.0778,6.46
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,52,1586,0.0328,7.31
https://stats47.jp/blog/bonito-catch-prefecture,45,2115,0.0213,6.29
https://stats47.jp/ranking/pork-consumption-quantity,44,1259,0.0349,7.13
https://stats47.jp/ranking/dual-income-household-ratio,36,643,0.0560,7.63
https://stats47.jp/blog/livable-prefecture-composite-ranking,33,1630,0.0202,10.29
https://stats47.jp/blog/chicken-consumption-quantity,30,1032,0.0291,6.43
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,29,374,0.0775,5.55
https://stats47.jp/blog/semiconductor-electronics-regional-map,29,731,0.0397,6.49
https://stats47.jp/ranking/beef-consumption-quantity,29,765,0.0379,7.13
https://stats47.jp/blog/foreign-residents-diversity-map,28,1642,0.0171,8.53
https://stats47.jp/ranking/icecream-consumption-expenditure,28,601,0.0466,8.34
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,27,139,0.1942,4.58
https://stats47.jp/blog/health-life-expectancy-structure,26,1486,0.0175,7.39
https://stats47.jp/blog/fiscal-self-reliance-gap,25,1178,0.0212,7.33
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,25,380,0.0658,5.27
https://stats47.jp/ranking/miso-consumption-quantity,25,587,0.0426,6.24
https://stats47.jp/ranking/pickled-plum-consumption-quantity,25,202,0.1238,4.86
