page,clicks,impressions,ctr,position
https://stats47.jp/blog/local-government-debt-burden,167,2211,0.0755,7.07
https://stats47.jp/blog/noodle-consumption-prefecture-character,153,1992,0.0768,5.49
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,132,817,0.1616,5.04
https://stats47.jp/ranking/natto-consumption-expenditure,103,2167,0.0475,5.82
https://stats47.jp/blog/convenience-store-density-map,102,2449,0.0416,7.45
https://stats47.jp/blog/wheat-flour-consumption-prefecture,82,681,0.1204,6.52
https://stats47.jp/blog/household-spending-prefecture-gap,70,812,0.0862,6.50
https://stats47.jp/blog/automotive-industry-transformation-map,54,2084,0.0259,6.56
https://stats47.jp/ranking/convenience-store-count-commercial,54,1580,0.0342,7.82
https://stats47.jp/,46,539,0.0853,5.42
https://stats47.jp/blog/bonito-catch-prefecture,41,2121,0.0193,6.82
https://stats47.jp/blog/sports-urban-paradox,37,731,0.0506,6.98
https://stats47.jp/ranking/elementary-school-children-count,36,1506,0.0239,8.11
https://stats47.jp/blog/farmland-crisis-abandoned-land,35,626,0.0559,6.79
https://stats47.jp/blog/health-life-expectancy-structure,32,1395,0.0229,8.07
https://stats47.jp/ranking/avg-height-high-school-2nd-male,32,1941,0.0165,9.60
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,32,1226,0.0261,8.42
https://stats47.jp/blog/temperature-extremes-map,31,2373,0.0131,8.45
https://stats47.jp/blog/aging-solo-living-crisis,30,770,0.0390,7.56
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,29,330,0.0879,6.40
https://stats47.jp/blog/fiscal-self-reliance-gap,27,1187,0.0227,8.68
https://stats47.jp/ranking/icecream-consumption-expenditure,27,741,0.0364,8.73
https://stats47.jp/ranking/dual-income-household-ratio,25,593,0.0422,10.40
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,25,242,0.1033,5.86
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,24,147,0.1633,4.27
https://stats47.jp/blog/chicken-consumption-quantity,23,814,0.0283,6.58
https://stats47.jp/blog/livable-prefecture-composite-ranking,23,853,0.0270,11.20
https://stats47.jp/blog/wind-power-capacity-prefecture-gap,23,1348,0.0171,8.44
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,20,317,0.0631,5.65
https://stats47.jp/blog/semiconductor-electronics-regional-map,20,637,0.0314,6.85
https://stats47.jp/ranking/pasta-consumption-quantity,20,329,0.0608,5.99
https://stats47.jp/ranking/psychiatric-bed-count,20,515,0.0388,7.43
https://stats47.jp/blog/avg-height-high-school-2nd-male,19,3247,0.0059,8.90
https://stats47.jp/blog/foreign-residents-diversity-map,19,1084,0.0175,9.49
https://stats47.jp/ranking/local-allocation-tax-prefecture,19,449,0.0423,5.43
https://stats47.jp/blog/university-advancement-capacity,18,319,0.0564,8.06
https://stats47.jp/ranking/convenience-store-sales-monthly,18,266,0.0677,6.21
https://stats47.jp/ranking/miso-consumption-quantity,18,448,0.0402,6.61
https://stats47.jp/ranking/retail-store-count,18,428,0.0421,5.54
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,18,282,0.0638,8.42
https://stats47.jp/ranking/wheat-flour-consumption-quantity,18,80,0.2250,4.38
https://stats47.jp/blog/household-structure-transformation,17,460,0.0370,7.70
https://stats47.jp/blog/manufacturing-productivity,17,1028,0.0165,7.73
https://stats47.jp/ranking/peach-consumption-quantity,17,242,0.0702,6.81
https://stats47.jp/ranking/pickled-plum-consumption-quantity,16,169,0.0947,5.53
https://stats47.jp/ranking/abortion-rate,15,371,0.0404,9.81
https://stats47.jp/ranking/freshwater-clam-consumption-expenditure,15,49,0.3061,3.53
https://stats47.jp/ranking/green-tea-consumption-quantity,15,214,0.0701,7.40
https://stats47.jp/ranking/rice-consumption-quantity,15,141,0.1064,7.04
https://stats47.jp/ranking/squid-consumption-quantity,15,104,0.1442,6.84
https://stats47.jp/ranking/tuna-consumption-quantity,15,627,0.0239,7.78
https://stats47.jp/blog/habitable-area-land-use,14,1388,0.0101,7.50
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,14,67,0.2090,5.43
https://stats47.jp/ranking/other-bread-consumption-quantity,14,264,0.0530,8.42
https://stats47.jp/ranking/shumai-consumption-expenditure,14,131,0.1069,6.12
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,14,236,0.0593,5.65
https://stats47.jp/blog/local-tax-revenue-gap,13,405,0.0321,7.60
https://stats47.jp/blog/precipitation-snow-regional-gap,13,1132,0.0115,8.94
https://stats47.jp/blog/konbu-consumption-prefecture-gap,12,252,0.0476,6.22
https://stats47.jp/blog/manufacturing-labor-productivity-pref,12,113,0.1062,7.44
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,12,616,0.0195,7.22
https://stats47.jp/ranking/beef-consumption-quantity,12,344,0.0349,7.88
https://stats47.jp/ranking/coffee-shop-consumption-expenditure,12,79,0.1519,6.53
https://stats47.jp/ranking/designated-difficult-disease,12,283,0.0424,7.28
https://stats47.jp/blog/peach-expenditure-ranking,11,40,0.2750,7.13
https://stats47.jp/ranking/bread-consumption-expenditure,11,163,0.0675,7.61
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,11,301,0.0365,6.51
https://stats47.jp/ranking/non-regular-employment-rate,11,122,0.0902,5.80
https://stats47.jp/blog/food-spending-pattern,10,327,0.0306,7.68
https://stats47.jp/blog/garbage-total-output,10,1006,0.0099,7.87
https://stats47.jp/blog/manufacturing-aichi-dominance,10,1913,0.0052,7.50
https://stats47.jp/blog/population-density-urbanization,10,709,0.0141,8.29
https://stats47.jp/blog/rice-consumption-quantity-ranking,10,242,0.0413,8.24
