country,clicks,impressions,ctr,position
jpn,3382,92068,0.0367,8.14
twn,7,95,0.0737,7.81
usa,6,5524,0.0011,7.16
aus,5,104,0.0481,6.95
tha,4,87,0.0460,9.02
can,3,176,0.0170,7.36
kor,3,283,0.0106,7.41
deu,2,213,0.0094,7.00
gbr,2,149,0.0134,7.59
ind,2,120,0.0167,7.42
lao,2,8,0.2500,5.25
ben,1,1,1.0000,10.00
chn,1,96,0.0104,8.63
npl,1,4,0.2500,6.75
phl,1,57,0.0175,6.77
sgp,1,64,0.0156,7.39
vnm,1,97,0.0103,8.34
afg,0,3,0.0000,6.00
alb,0,6,0.0000,7.17
are,0,33,0.0000,7.30
arg,0,83,0.0000,6.27
aut,0,7,0.0000,5.57
aze,0,1,0.0000,11.00
bel,0,16,0.0000,7.19
bgd,0,18,0.0000,8.33
bgr,0,8,0.0000,11.38
bih,0,2,0.0000,4.00
blr,0,3,0.0000,6.67
blz,0,1,0.0000,8.00
bol,0,3,0.0000,5.00
bra,0,142,0.0000,7.38
brb,0,1,0.0000,10.00
che,0,15,0.0000,6.07
chl,0,20,0.0000,8.15
civ,0,2,0.0000,6.50
cmr,0,2,0.0000,6.50
cog,0,1,0.0000,7.00
col,0,49,0.0000,6.37
cpv,0,1,0.0000,11.00
cri,0,2,0.0000,6.00
cub,0,4,0.0000,8.00
cyp,0,2,0.0000,4.50
cze,0,11,0.0000,7.27
dnk,0,10,0.0000,6.90
dom,0,8,0.0000,6.88
dza,0,3,0.0000,7.33
ecu,0,13,0.0000,9.46
egy,0,6,0.0000,8.50
esp,0,66,0.0000,8.02
est,0,1,0.0000,9.00
eth,0,2,0.0000,6.50
fin,0,8,0.0000,7.75
fra,0,494,0.0000,7.17
geo,0,1,0.0000,4.00
ggy,0,1,0.0000,6.00
grc,0,22,0.0000,7.41
gtm,0,2,0.0000,13.00
guf,0,1,0.0000,8.00
guy,0,1,0.0000,9.00
hkg,0,116,0.0000,6.99
hnd,0,3,0.0000,5.67
hrv,0,3,0.0000,20.67
hun,0,10,0.0000,10.10
idn,0,79,0.0000,7.24
irl,0,15,0.0000,8.27
irn,0,10,0.0000,7.20
irq,0,4,0.0000,8.25
isl,0,1,0.0000,10.00
isr,0,6,0.0000,5.67
ita,0,138,0.0000,7.77
jam,0,3,0.0000,7.67
jor,0,2,0.0000,9.50
kaz,0,6,0.0000,5.50
ken,0,2,0.0000,10.00
khm,0,9,0.0000,6.89
lbn,0,1,0.0000,17.00
lca,0,1,0.0000,3.00
lka,0,3,0.0000,8.00
ltu,0,4,0.0000,7.00
lva,0,5,0.0000,7.40
mar,0,7,0.0000,7.86
mda,0,2,0.0000,5.00
mex,0,70,0.0000,8.04
mkd,0,3,0.0000,7.33
mli,0,1,0.0000,1.00
mlt,0,2,0.0000,10.50
mmr,0,5,0.0000,6.20
mne,0,1,0.0000,12.00
mng,0,4,0.0000,10.50
mys,0,54,0.0000,6.19
nga,0,1,0.0000,3.00
nic,0,1,0.0000,7.00
nld,0,60,0.0000,7.40
nor,0,4,0.0000,10.75
nzl,0,15,0.0000,8.20
pak,0,12,0.0000,9.75
pan,0,6,0.0000,6.17
per,0,17,0.0000,7.59
pol,0,10,0.0000,12.40
pri,0,2,0.0000,11.00
prt,0,20,0.0000,6.90
pry,0,7,0.0000,8.14
qat,0,3,0.0000,6.00
reu,0,1,0.0000,6.00
rou,0,14,0.0000,10.07
rus,0,30,0.0000,7.37
sau,0,8,0.0000,8.25
slv,0,2,0.0000,15.50
som,0,1,0.0000,6.00
srb,0,4,0.0000,14.75
svk,0,4,0.0000,7.50
svn,0,2,0.0000,5.00
swe,0,11,0.0000,7.73
tjk,0,2,0.0000,4.00
tto,0,4,0.0000,10.25
tun,0,4,0.0000,7.25
tur,0,14,0.0000,6.50
tza,0,1,0.0000,10.00
ukr,0,17,0.0000,8.76
ury,0,4,0.0000,5.50
uzb,0,1,0.0000,6.00
ven,0,7,0.0000,3.29
vir,0,1,0.0000,7.00
xkk,0,3,0.0000,11.33
zaf,0,8,0.0000,7.00
zmb,0,1,0.0000,5.00
