pagePath,nav_surface,nav_label,eventCount
/areas/14000/fishery-marine,theme_kpi_switcher,fish-catch,5
/areas/14000/fishery-marine,theme_kpi_switcher,fishery-workers,5
/areas/16000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,5
/areas/09000/long-term-care,theme_region,9000,3
/areas/10000/manufacturing,theme_kpi_switcher,manufacturing-establishments,3
/areas/10000/manufacturing,theme_kpi_switcher,manufacturing-shipment-amount-per-employee,3
/areas/28000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,3
/areas/10000/manufacturing,theme_kpi_switcher,manufacturing-industry-added-value,2
/areas/14000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,2
/areas/14000/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,2
/areas/18000/foreign-residents,theme_kpi_switcher,foreign-resident-count,2
/areas/22000/climate,theme_kpi_switcher,annual-clear-days,2
/areas/22000/manufacturing,theme_kpi_switcher,manufacturing-industry-added-value,2
/areas/23000/manufacturing,theme_kpi_switcher,manufacturing-employees,2
/areas/24000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,2
/areas/24000/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,2
/areas/26000/aging-society,theme_kpi_switcher,aging-index,2
/areas/38000/aging-society,theme_kpi_switcher,ratio-65-plus,2
/areas/41000/aging-society,theme_kpi_switcher,aging-index,2
/areas/41000/aging-society,theme_kpi_switcher,population-growth-rate,2
/areas/46000/aging-society,theme_kpi_switcher,total-fertility-rate,2
/themes/fishery-marine,theme_kpi_switcher,aquaculture-harvest,2
/themes/fishery-marine,theme_kpi_switcher,fishery-workers,2
/themes/healthcare,theme_kpi_switcher,deaths-lifestyle-diseases-per-100k,2
/themes/healthcare,theme_kpi_switcher,general-hospital-count-per-100k,2
/themes/healthcare,theme_kpi_switcher,nurses-in-medical-facilities-per-100k,2
/themes/local-economy,theme_kpi_switcher,fiscal-strength-index-prefecture,2
/themes/local-economy,theme_kpi_switcher,minimum-wage-by-region,2
/themes/local-economy,theme_kpi_switcher,per-capita-prefectural-income-h27,2
/themes/local-finance/cities,theme_kpi_switcher,current-balance-ratio-city,2
/themes/local-finance/cities,theme_kpi_switcher,real-public-debt-service-ratio-city,2
/areas/03000/consumer-prices,theme_kpi_switcher,consumer-price-difference-index-food,1
/areas/04000/local-finance,theme_kpi_switcher,current-balance-ratio,1
/areas/05000/fishery-marine,theme_evidence,aquaculture-supply-shift:ranking:fish-catch,1
/areas/05000/healthcare,theme_kpi_switcher,deaths-lifestyle-diseases-per-100k,1
/areas/05000/healthcare,theme_kpi_switcher,general-hospital-count-per-100k,1
/areas/05000/healthcare,theme_kpi_switcher,national-medical-expense-per-person,1
/areas/05000/healthcare,theme_kpi_switcher,nurses-in-medical-facilities-per-100k,1
/areas/09000/long-term-care,theme_region,10000,1
/areas/09000/long-term-care,theme_region,11000,1
/areas/09000/long-term-care,theme_region,12000,1
/areas/09000/long-term-care,theme_region,13000,1
/areas/09000/long-term-care,theme_region,7000,1
/areas/09000/long-term-care,theme_region,8000,1
/areas/10000/manufacturing,theme_kpi_switcher,manufacturing-employees,1
/areas/15000/manufacturing,theme_kpi_switcher,manufacturing-employees,1
/areas/16000/fishery-marine,theme_kpi_switcher,fish-catch,1
/areas/16000/fishery-marine,theme_kpi_switcher,fishery-workers,1
/areas/17000/fishery-marine,theme_evidence,aquaculture-supply-shift:ranking:aquaculture-harvest,1
/areas/17000/local-finance,theme_kpi_switcher,laspeyres-index-prefecture,1
/areas/21000/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,1
/areas/22000/foreign-residents,theme_evidence,foreign-population-scale-and-share:ranking:foreign-resident-count,1
/areas/22000/manufacturing,theme_evidence,shipment-per-worker:ranking:manufacturing-shipment-amount-per-employee,1
/areas/23000/local-economy,theme_kpi_switcher,minimum-wage-by-region,1
/areas/23000/local-economy,theme_kpi_switcher,per-capita-prefectural-income-h27,1
/areas/24000/fishery-marine,theme_evidence,fishery-workforce-continuity:ranking:fishery-workers,1
/areas/26000/aging-society,theme_kpi_switcher,population-growth-rate,1
/areas/26000/aging-society,theme_kpi_switcher,total-fertility-rate,1
/areas/27000/manufacturing,theme_kpi_switcher,manufacturing-employees,1
/areas/27000/manufacturing,theme_kpi_switcher,manufacturing-establishments,1
/areas/27000/manufacturing,theme_kpi_switcher,manufacturing-industry-added-value,1
/areas/27000/manufacturing,theme_kpi_switcher,manufacturing-shipment-amount-per-employee,1
/areas/28000/fishery-marine,theme_kpi_switcher,fish-catch,1
/areas/28000/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,1
/areas/28000/local-finance,theme_kpi_switcher,current-balance-ratio,1
/areas/28000/local-finance,theme_kpi_switcher,future-burden-ratio,1
/areas/28000/local-finance,theme_kpi_switcher,real-public-debt-service-ratio,1
/areas/29000/living-housing,theme_kpi_switcher,floor-area-per-dwelling-rented,1
/areas/30000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,1
/areas/30000/fishery-marine,theme_kpi_switcher,fishery-workers,1
/areas/30000/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,1
/areas/30000/tourism,theme_kpi_switcher,total-overnight-guests,1
/areas/30000/tourism,theme_kpi_switcher,total-overnight-guests-foreign,1
/areas/33000/fishery-marine,theme_kpi_switcher,fishery-workers,1
/areas/34000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,1
/areas/34000/fishery-marine,theme_kpi_switcher,fishery-workers,1
/areas/34000/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,1
/areas/35000/local-finance,theme_kpi_switcher,current-balance-ratio,1
/areas/35000/local-finance,theme_kpi_switcher,future-burden-ratio,1
/areas/35000/local-finance,theme_kpi_switcher,real-balance-ratio,1
/areas/35000/local-finance,theme_kpi_switcher,real-public-debt-service-ratio,1
/areas/36000/fishery-marine,theme_kpi_switcher,aquaculture-harvest,1
/areas/38000/aging-society,theme_kpi_switcher,aging-index,1
/areas/38000/aging-society,theme_kpi_switcher,population-growth-rate,1
/areas/38000/aging-society,theme_kpi_switcher,total-fertility-rate,1
/areas/38000/manufacturing,theme_kpi_switcher,manufacturing-establishments,1
/areas/38000/manufacturing,theme_kpi_switcher,manufacturing-industry-added-value,1
/areas/38000/manufacturing,theme_kpi_switcher,manufacturing-shipment-amount,1
/areas/38000/manufacturing,theme_kpi_switcher,manufacturing-shipment-amount-per-employee,1
/areas/39000/climate,theme_kpi_switcher,average-temperature,1
/areas/39000/occupation-salary,theme_kpi_switcher,nursery-teacher-annual-income,1
/areas/41000/aging-society,theme_kpi_switcher,natural-increase-rate,1
/areas/41000/aging-society,theme_kpi_switcher,total-fertility-rate,1
/areas/43000/consumer-prices,theme_evidence,essential-cost-profile:ranking:consumer-price-difference-index-food,1
/areas/43000/consumer-prices,theme_evidence,overall-price-level-and-rent:ranking:consumer-price-difference-index-overall,1
/areas/44000/local-economy,theme_kpi_switcher,active-job-opening-ratio,1
/areas/44000/local-economy,theme_kpi_switcher,fiscal-strength-index-prefecture,1
/areas/44000/local-economy,theme_kpi_switcher,minimum-wage-by-region,1
/areas/44000/local-economy,theme_kpi_switcher,per-capita-prefectural-income-h27,1
/areas/44000/local-economy,theme_kpi_switcher,unemployment-rate,1
/areas/46000/aging-society,theme_kpi_switcher,aging-index,1
/areas/46000/aging-society,theme_kpi_switcher,population-growth-rate,1
/areas/47000/aging-society,theme_kpi_switcher,total-fertility-rate,1
/themes/consumer-prices,theme_kpi_switcher,consumer-price-difference-index-food,1
/themes/consumer-prices,theme_switcher,living-housing,1
/themes/education-culture,theme_kpi_switcher,high-school-count-per-100km2-habitable,1
/themes/fishery-marine,theme_kpi_switcher,fish-catch,1
/themes/fishery-marine,theme_kpi_switcher,marine-fishery-aquaculture-output-value,1
/themes/healthcare,theme_kpi_switcher,national-medical-expense-per-person,1
/themes/healthcare,theme_kpi_switcher,physicians-in-medical-facilities-per-100k,1
/themes/labor-wages,theme_evidence,gender-wage-equity:theme:occupation-salary,1
/themes/labor-wages,theme_kpi_switcher,gender-wage-gap,1
/themes/living-housing,theme_kpi_switcher,elderly-couple-only-household-ratio,1
/themes/living-housing,theme_kpi_switcher,owner-occupied-housing-ratio,1
/themes/living-housing,theme_kpi_switcher,population-density-per-km2-inhabitable-area,1
/themes/living-housing,theme_kpi_switcher,ratio-never-married-15-plus,1
/themes/local-economy,theme_kpi_switcher,active-job-opening-ratio,1
/themes/local-economy,theme_kpi_switcher,unemployment-rate,1
/themes/real-income,theme_kpi_switcher,actual-income-worker-households-per-month,1
/themes/real-income,theme_kpi_switcher,per-capita-prefectural-income-h27,1
/themes/real-income,theme_kpi_switcher,real-disposable-income,1
/themes/regional-transport,theme_switcher,railway,1
/themes/roads,theme_kpi_switcher,road-length-per-km2,1
/themes/safety,theme_kpi_switcher,accidental-deaths-per-100k,1
/themes/safety,theme_kpi_switcher,building-fire-count-per-100-thousand-people,1
/themes/safety,theme_kpi_switcher,criminal-arrest-rate,1
/themes/safety,theme_kpi_switcher,serious-crime-per-100k,1
/themes/safety,theme_kpi_switcher,suicide-rate-per-100k,1
/themes/safety,theme_kpi_switcher,traffic-accident-count-per-population,1
/themes/safety,theme_kpi_switcher,traffic-accident-deaths-per-100k,1
