page,clicks,impressions,ctr,position
https://stats47.jp/blog/noodle-consumption-prefecture-character,84,1920,0.0437,6.22
https://stats47.jp/blog/household-spending-prefecture-gap,68,855,0.0795,7.63
https://stats47.jp/blog/convenience-store-density-map,65,1535,0.0423,7.96
https://stats47.jp/blog/farmland-crisis-abandoned-land,53,527,0.1006,6.43
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,52,795,0.0654,6.58
https://stats47.jp/blog/local-government-debt-burden,45,836,0.0538,6.53
https://stats47.jp/ranking/natto-consumption-expenditure,43,1032,0.0417,7.61
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,42,574,0.0732,6.44
https://stats47.jp/ranking/icecream-consumption-expenditure,40,636,0.0629,8.46
https://stats47.jp/blog/automotive-industry-transformation-map,38,1189,0.0320,6.38
https://stats47.jp/blog/aging-solo-living-crisis,36,584,0.0616,7.24
https://stats47.jp/ranking/pork-consumption-quantity,30,1830,0.0164,7.08
https://stats47.jp/blog/health-life-expectancy-structure,28,1085,0.0258,9.28
https://stats47.jp/blog/sports-urban-paradox,26,735,0.0354,7.14
https://stats47.jp/ranking/pasta-consumption-quantity,24,418,0.0574,6.74
https://stats47.jp/blog/chicken-consumption-prefecture-gap,22,462,0.0476,8.00
https://stats47.jp/blog/semiconductor-electronics-regional-map,22,520,0.0423,6.57
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,22,126,0.1746,5.78
https://stats47.jp/,21,573,0.0366,5.79
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,20,223,0.0897,6.68
https://stats47.jp/ranking/cake-consumption-expenditure,20,199,0.1005,6.91
https://stats47.jp/blog/bonito-catch-prefecture,19,1855,0.0102,8.58
https://stats47.jp/blog/prefectural-income-gdp-ranking,19,483,0.0393,10.20
https://stats47.jp/ranking/pork-consumption-expenditure,18,292,0.0616,6.28
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,18,282,0.0638,7.26
https://stats47.jp/ranking/chicken-consumption-quantity,17,381,0.0446,7.62
https://stats47.jp/ranking/retail-store-count,16,246,0.0650,5.62
https://stats47.jp/ranking/vacant-housing-rate,16,7898,0.0020,8.94
https://stats47.jp/blog/assembly-answer-chatgpt-5steps,14,74,0.1892,6.96
https://stats47.jp/ranking/beef-consumption-quantity,14,464,0.0302,8.18
https://stats47.jp/ranking/miso-consumption-quantity,14,192,0.0729,7.21
https://stats47.jp/ranking/convenience-store-sales-monthly,13,141,0.0922,6.24
https://stats47.jp/ranking/preschool-fee-consumption-expenditure,13,55,0.2364,5.09
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,12,1083,0.0111,8.18
https://stats47.jp/ranking/childrens-socks-consumption-quantity,12,29,0.4138,3.28
https://stats47.jp/ranking/consumption-expenditure-multi-person-households-per-month,12,403,0.0298,6.63
https://stats47.jp/blog/fresh-udon-soba-consumption-prefecture-gap,11,552,0.0199,7.27
https://stats47.jp/ranking/designated-difficult-disease,11,119,0.0924,7.17
https://stats47.jp/blog/chicken-consumption-quantity,10,522,0.0192,7.38
https://stats47.jp/blog/sunshine-pacific-vs-nihonkai,10,717,0.0139,8.68
https://stats47.jp/blog/university-advancement-capacity,10,267,0.0375,7.64
https://stats47.jp/ranking/childrens-socks-consumption-expenditure,10,30,0.3333,2.93
https://stats47.jp/ranking/chocolate-snack-consumption-expenditure,10,95,0.1053,7.49
https://stats47.jp/ranking/convenience-store-count-commercial,10,343,0.0292,9.93
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,10,82,0.1220,6.30
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,10,191,0.0524,5.48
https://stats47.jp/ranking/tomato-consumption-quantity,10,140,0.0714,7.95
https://stats47.jp/blog/population-density-urbanization,9,371,0.0243,7.99
https://stats47.jp/blog/precipitation-snow-regional-gap,9,978,0.0092,10.11
https://stats47.jp/blog/temperature-extremes-map,9,1180,0.0076,8.86
https://stats47.jp/ranking/annual-sunshine-duration,9,181,0.0497,10.36
https://stats47.jp/ranking/avg-height-high-school-2nd-male,9,565,0.0159,10.13
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,9,89,0.1011,7.43
https://stats47.jp/ranking/elementary-school-children-count,9,521,0.0173,8.09
https://stats47.jp/ranking/garbage-total-output,9,466,0.0193,8.39
https://stats47.jp/ranking/gasoline-consumption-quantity,9,177,0.0508,7.17
https://stats47.jp/ranking/tuna-consumption-quantity,9,516,0.0174,7.59
https://stats47.jp/blog/sixth-industry-direct-sales,8,171,0.0468,7.50
https://stats47.jp/ranking/cod-roe-consumption-quantity,8,183,0.0437,6.67
https://stats47.jp/ranking/dual-income-household-ratio,8,116,0.0690,9.18
https://stats47.jp/ranking/pickled-plum-consumption-quantity,8,212,0.0377,6.53
https://stats47.jp/blog/education-cost-per-child,7,121,0.0579,7.76
https://stats47.jp/blog/fiscal-self-reliance-gap,7,653,0.0107,8.59
https://stats47.jp/blog/habitable-area-land-use,7,1745,0.0040,8.66
https://stats47.jp/ranking/green-tea-consumption-quantity,7,254,0.0276,8.41
https://stats47.jp/ranking/hobby-participation-rate-cinema,7,50,0.1400,6.46
https://stats47.jp/ranking/paved-road-total-length,7,107,0.0654,8.24
https://stats47.jp/ranking/sauce-consumption-quantity,7,174,0.0402,6.81
https://stats47.jp/ranking/shumai-consumption-expenditure,7,151,0.0464,6.35
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,7,126,0.0556,6.31
https://stats47.jp/ranking/abortion-rate,6,759,0.0079,5.74
https://stats47.jp/ranking/banana-consumption-quantity,6,276,0.0217,7.56
https://stats47.jp/ranking/coffee-consumption-expenditure,6,88,0.0682,7.91
