country,clicks,impressions,ctr,position
jpn,6011,171068,0.0351,7.54
usa,9,5751,0.0016,7.34
aus,3,133,0.0226,7.19
tha,3,110,0.0273,8.05
twn,3,124,0.0242,6.92
can,2,135,0.0148,6.27
fra,2,62,0.0323,8.58
ind,2,182,0.0110,7.61
kor,2,240,0.0083,6.92
mys,2,61,0.0328,6.82
qat,2,6,0.3333,3.17
esp,1,32,0.0313,8.09
fsm,1,1,1.0000,5.00
gbr,1,98,0.0102,6.67
hkg,1,283,0.0035,5.48
hun,1,4,0.2500,5.75
idn,1,112,0.0089,7.54
irl,1,14,0.0714,6.14
khm,1,6,0.1667,6.50
mng,1,11,0.0909,4.27
nor,1,7,0.1429,8.57
sgp,1,82,0.0122,7.05
swe,1,9,0.1111,7.00
abw,0,1,0.0000,9.00
ago,0,3,0.0000,7.67
alb,0,3,0.0000,7.33
are,0,362,0.0000,5.78
arg,0,61,0.0000,5.10
aut,0,12,0.0000,7.00
aze,0,4,0.0000,1.00
bel,0,15,0.0000,5.47
ben,0,1,0.0000,1.00
bfa,0,4,0.0000,5.75
bgd,0,25,0.0000,12.16
bgr,0,3,0.0000,8.67
bhr,0,2,0.0000,8.50
bhs,0,1,0.0000,5.00
bih,0,2,0.0000,2.00
blr,0,6,0.0000,5.83
bol,0,4,0.0000,2.00
bra,0,91,0.0000,9.32
brb,0,2,0.0000,10.00
brn,0,2,0.0000,4.50
che,0,19,0.0000,7.11
chl,0,18,0.0000,6.22
chn,0,195,0.0000,7.78
civ,0,3,0.0000,1.00
cod,0,4,0.0000,13.00
cog,0,1,0.0000,1.00
col,0,24,0.0000,6.96
cri,0,1,0.0000,8.00
cub,0,1,0.0000,21.00
cyp,0,1,0.0000,34.00
cze,0,4,0.0000,5.25
deu,0,78,0.0000,6.88
dji,0,1,0.0000,10.00
dnk,0,9,0.0000,7.33
dom,0,8,0.0000,6.63
dza,0,7,0.0000,17.57
ecu,0,12,0.0000,6.25
egy,0,6,0.0000,7.33
est,0,1,0.0000,2.00
eth,0,3,0.0000,14.33
fin,0,8,0.0000,6.63
fji,0,1,0.0000,1.00
geo,0,2,0.0000,9.50
gha,0,8,0.0000,6.38
gib,0,1,0.0000,6.00
grc,0,6,0.0000,7.83
gtm,0,4,0.0000,5.75
gum,0,1,0.0000,9.00
hnd,0,5,0.0000,2.80
hrv,0,3,0.0000,5.00
hti,0,1,0.0000,1.00
irn,0,9,0.0000,8.44
irq,0,13,0.0000,5.85
isr,0,6,0.0000,7.83
ita,0,25,0.0000,7.44
jam,0,2,0.0000,11.00
jor,0,6,0.0000,4.83
kaz,0,4,0.0000,1.00
ken,0,6,0.0000,4.67
kgz,0,3,0.0000,10.00
kwt,0,1,0.0000,1.00
lao,0,6,0.0000,3.67
lbn,0,1,0.0000,1.00
lby,0,2,0.0000,1.00
lka,0,2,0.0000,10.00
ltu,0,1,0.0000,10.00
lva,0,3,0.0000,7.33
mac,0,2,0.0000,6.00
mar,0,23,0.0000,6.13
mda,0,2,0.0000,5.50
mdg,0,1,0.0000,1.00
mdv,0,2,0.0000,5.50
mex,0,63,0.0000,11.68
mkd,0,2,0.0000,10.50
mli,0,2,0.0000,6.50
mmr,0,10,0.0000,6.50
mne,0,1,0.0000,5.00
nga,0,3,0.0000,7.33
nld,0,27,0.0000,7.00
npl,0,4,0.0000,4.75
nzl,0,37,0.0000,8.03
omn,0,3,0.0000,4.00
pak,0,26,0.0000,3.96
pan,0,2,0.0000,11.00
per,0,18,0.0000,7.67
phl,0,95,0.0000,7.06
pol,0,13,0.0000,6.23
pri,0,1,0.0000,6.00
prt,0,8,0.0000,6.13
pry,0,9,0.0000,9.56
pse,0,2,0.0000,7.00
reu,0,1,0.0000,4.00
rou,0,5,0.0000,5.20
rus,0,78,0.0000,6.73
rwa,0,1,0.0000,4.00
sau,0,31,0.0000,6.42
sen,0,3,0.0000,5.67
sle,0,1,0.0000,1.00
srb,0,5,0.0000,4.00
stp,0,1,0.0000,11.00
svk,0,4,0.0000,5.75
syr,0,2,0.0000,16.00
tto,0,3,0.0000,5.67
tun,0,3,0.0000,1.00
tur,0,27,0.0000,5.30
tza,0,3,0.0000,1.00
uga,0,6,0.0000,6.00
ukr,0,12,0.0000,2.58
ury,0,6,0.0000,2.83
uzb,0,6,0.0000,6.67
ven,0,10,0.0000,4.40
vnm,0,99,0.0000,7.70
xkk,0,1,0.0000,8.00
zaf,0,14,0.0000,6.07
zmb,0,4,0.0000,9.00
zwe,0,4,0.0000,3.50
