country,clicks,impressions,ctr,position
jpn,3125,84473,0.0370,8.22
tha,4,81,0.0494,9.10
twn,4,85,0.0471,7.94
aus,3,93,0.0323,7.06
can,3,208,0.0144,7.31
kor,3,295,0.0102,7.17
deu,2,241,0.0083,7.08
gbr,2,169,0.0118,7.55
ind,2,113,0.0177,8.05
lao,2,7,0.2857,5.14
ben,1,1,1.0000,10.00
mex,1,77,0.0130,7.48
npl,1,6,0.1667,7.83
phl,1,52,0.0192,6.21
sgp,1,67,0.0149,7.48
usa,1,6251,0.0002,7.22
vnm,1,102,0.0098,8.21
afg,0,3,0.0000,6.00
ago,0,1,0.0000,11.00
alb,0,5,0.0000,6.60
are,0,32,0.0000,7.56
arg,0,89,0.0000,6.37
aut,0,12,0.0000,6.42
aze,0,1,0.0000,11.00
bel,0,13,0.0000,6.85
bfa,0,1,0.0000,3.00
bgd,0,22,0.0000,8.09
bgr,0,8,0.0000,11.38
bhr,0,2,0.0000,5.50
bih,0,2,0.0000,4.00
blr,0,1,0.0000,5.00
blz,0,1,0.0000,8.00
bol,0,3,0.0000,5.00
bra,0,170,0.0000,7.25
brb,0,1,0.0000,10.00
che,0,10,0.0000,6.70
chl,0,23,0.0000,8.09
chn,0,103,0.0000,8.31
cmr,0,2,0.0000,6.50
cog,0,1,0.0000,7.00
col,0,50,0.0000,6.78
cpv,0,1,0.0000,11.00
cri,0,3,0.0000,7.67
cub,0,5,0.0000,8.40
cyp,0,3,0.0000,6.00
cze,0,9,0.0000,6.56
dma,0,1,0.0000,6.00
dnk,0,10,0.0000,6.60
dom,0,8,0.0000,6.13
dza,0,3,0.0000,7.33
ecu,0,14,0.0000,8.50
egy,0,8,0.0000,9.00
esp,0,71,0.0000,7.97
eth,0,2,0.0000,5.00
fin,0,11,0.0000,7.55
fra,0,572,0.0000,7.27
ggy,0,1,0.0000,6.00
grc,0,25,0.0000,7.32
gtm,0,3,0.0000,12.33
guf,0,1,0.0000,8.00
guy,0,1,0.0000,9.00
hkg,0,87,0.0000,7.07
hnd,0,2,0.0000,7.50
hrv,0,4,0.0000,16.25
hun,0,9,0.0000,11.11
idn,0,74,0.0000,6.85
irl,0,14,0.0000,7.86
irn,0,10,0.0000,6.60
irq,0,7,0.0000,7.71
isl,0,2,0.0000,10.50
isr,0,6,0.0000,5.67
ita,0,143,0.0000,7.69
jam,0,2,0.0000,10.50
jor,0,3,0.0000,22.00
kaz,0,7,0.0000,6.14
ken,0,2,0.0000,10.00
khm,0,5,0.0000,5.00
lbn,0,1,0.0000,17.00
lka,0,2,0.0000,10.00
ltu,0,4,0.0000,7.25
lva,0,3,0.0000,6.33
mar,0,5,0.0000,7.40
mda,0,2,0.0000,5.00
mkd,0,2,0.0000,7.00
mli,0,1,0.0000,1.00
mlt,0,1,0.0000,11.00
mmr,0,3,0.0000,2.33
mne,0,1,0.0000,12.00
mng,0,7,0.0000,13.71
mys,0,55,0.0000,6.58
nga,0,5,0.0000,7.20
nic,0,1,0.0000,7.00
nld,0,83,0.0000,7.46
nor,0,8,0.0000,9.25
nzl,0,10,0.0000,7.10
pak,0,16,0.0000,6.31
pan,0,5,0.0000,6.40
per,0,14,0.0000,6.86
pol,0,16,0.0000,10.75
pri,0,1,0.0000,11.00
prt,0,19,0.0000,7.26
pry,0,6,0.0000,8.67
qat,0,3,0.0000,6.00
reu,0,1,0.0000,6.00
rou,0,16,0.0000,9.44
rus,0,33,0.0000,7.39
sau,0,12,0.0000,5.67
sen,0,1,0.0000,8.00
slv,0,2,0.0000,15.50
som,0,1,0.0000,6.00
srb,0,2,0.0000,18.00
svk,0,4,0.0000,7.50
svn,0,3,0.0000,6.67
swe,0,12,0.0000,8.75
syr,0,1,0.0000,9.00
tjk,0,2,0.0000,4.00
tto,0,4,0.0000,7.75
tun,0,5,0.0000,8.20
tur,0,16,0.0000,5.69
tza,0,1,0.0000,10.00
uga,0,1,0.0000,5.00
ukr,0,20,0.0000,8.60
ury,0,4,0.0000,5.50
uzb,0,1,0.0000,6.00
ven,0,8,0.0000,3.63
vir,0,1,0.0000,7.00
xkk,0,3,0.0000,11.33
zaf,0,12,0.0000,7.25
zmb,0,1,0.0000,5.00
zzz,0,1,0.0000,6.00
