page,clicks,impressions,ctr,position
https://stats47.jp/blog/noodle-consumption-prefecture-character,215,2134,0.1007,4.96
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,148,807,0.1834,4.74
https://stats47.jp/blog/local-government-debt-burden,144,1862,0.0773,6.78
https://stats47.jp/blog/wheat-flour-consumption-prefecture,107,951,0.1125,6.48
https://stats47.jp/blog/convenience-store-density-map,98,2428,0.0404,7.54
https://stats47.jp/ranking/avg-height-high-school-2nd-male,91,4281,0.0213,8.16
https://stats47.jp/blog/household-spending-prefecture-gap,79,662,0.1193,6.76
https://stats47.jp/ranking/natto-consumption-expenditure,79,2215,0.0357,5.68
https://stats47.jp/ranking/convenience-store-count-commercial,72,2392,0.0301,6.91
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,54,1706,0.0317,7.70
https://stats47.jp/blog/automotive-industry-transformation-map,49,1659,0.0295,6.44
https://stats47.jp/,43,615,0.0699,5.88
https://stats47.jp/blog/bonito-catch-prefecture,37,1874,0.0197,6.49
https://stats47.jp/ranking/dual-income-household-ratio,33,596,0.0554,9.06
https://stats47.jp/ranking/icecream-consumption-expenditure,31,774,0.0401,8.82
https://stats47.jp/blog/chicken-consumption-quantity,30,941,0.0319,6.38
https://stats47.jp/blog/temperature-extremes-map,29,1929,0.0150,8.76
https://stats47.jp/blog/livable-prefecture-composite-ranking,28,1368,0.0205,10.28
https://stats47.jp/ranking/elementary-school-children-count,28,1427,0.0196,8.07
https://stats47.jp/blog/health-life-expectancy-structure,26,1152,0.0226,8.11
https://stats47.jp/blog/aging-solo-living-crisis,25,541,0.0462,7.75
https://stats47.jp/blog/konbu-consumption-prefecture-gap,24,453,0.0530,6.06
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,24,257,0.0934,5.95
https://stats47.jp/blog/sports-urban-paradox,23,540,0.0426,7.24
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,22,346,0.0636,5.48
https://stats47.jp/ranking/beef-consumption-quantity,22,553,0.0398,7.13
https://stats47.jp/ranking/retail-store-count,22,455,0.0484,5.41
https://stats47.jp/blog/foreign-residents-diversity-map,21,1446,0.0145,8.74
https://stats47.jp/blog/local-tax-revenue-gap,20,418,0.0478,7.79
https://stats47.jp/ranking/local-allocation-tax-prefecture,20,534,0.0375,6.06
https://stats47.jp/blog/avg-height-high-school-2nd-male,19,4267,0.0045,8.65
https://stats47.jp/blog/farmland-crisis-abandoned-land,19,421,0.0451,7.24
https://stats47.jp/blog/fiscal-self-reliance-gap,19,977,0.0194,8.93
https://stats47.jp/blog/semiconductor-electronics-regional-map,19,643,0.0295,6.64
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,19,88,0.2159,4.65
https://stats47.jp/ranking/miso-consumption-quantity,19,489,0.0389,6.33
https://stats47.jp/ranking/psychiatric-bed-count,19,552,0.0344,7.60
https://stats47.jp/ranking/wheat-flour-consumption-quantity,19,74,0.2568,4.08
https://stats47.jp/blog/household-structure-transformation,18,466,0.0386,7.62
https://stats47.jp/ranking/pickled-plum-consumption-quantity,18,178,0.1011,5.01
https://stats47.jp/ranking/pork-consumption-quantity,17,321,0.0530,7.27
https://stats47.jp/blog/manufacturing-productivity,15,890,0.0169,8.01
https://stats47.jp/ranking/convenience-store-sales-monthly,15,153,0.0980,6.33
https://stats47.jp/ranking/freshwater-clam-consumption-expenditure,15,49,0.3061,3.53
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,15,109,0.1376,4.61
https://stats47.jp/ranking/tuna-consumption-quantity,15,603,0.0249,6.93
https://stats47.jp/ranking/bread-consumption-expenditure,14,322,0.0435,8.46
https://stats47.jp/ranking/designated-difficult-disease,14,478,0.0293,8.05
https://stats47.jp/ranking/hamburger-consumption-expenditure,14,108,0.1296,5.19
https://stats47.jp/blog/habitable-area-land-use,13,1293,0.0101,7.97
https://stats47.jp/blog/marriage-unmarried-crisis,13,352,0.0369,8.66
https://stats47.jp/blog/university-advancement-capacity,13,216,0.0602,8.08
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,13,285,0.0456,5.76
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,13,386,0.0337,7.39
https://stats47.jp/blog/food-spending-pattern,12,210,0.0571,7.92
https://stats47.jp/blog/precipitation-snow-regional-gap,12,1269,0.0095,8.65
https://stats47.jp/blog/wind-power-capacity-prefecture-gap,12,568,0.0211,7.95
https://stats47.jp/ranking/consumption-expenditure-multi-person-households-per-month,12,190,0.0632,6.65
https://stats47.jp/ranking/dining-out-consumption-expenditure,12,107,0.1121,5.44
https://stats47.jp/ranking/library-books,12,542,0.0221,8.28
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,12,359,0.0334,6.64
https://stats47.jp/ranking/pasta-consumption-quantity,12,336,0.0357,5.89
https://stats47.jp/ranking/rice-consumption-quantity,12,102,0.1176,6.94
https://stats47.jp/ranking/shumai-consumption-expenditure,12,135,0.0889,6.11
https://stats47.jp/ranking/squid-consumption-quantity,12,115,0.1043,6.17
https://stats47.jp/blog/high-school-teacher-salary-prefecture-gap,11,698,0.0158,15.68
https://stats47.jp/blog/manufacturing-labor-productivity-pref,11,125,0.0880,7.04
https://stats47.jp/ranking/other-bread-consumption-quantity,11,326,0.0337,8.91
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,11,317,0.0347,7.34
https://stats47.jp/blog/food-consumption-prefecture-battle,10,648,0.0154,8.55
https://stats47.jp/blog/manufacturing-aichi-dominance,10,1559,0.0064,8.05
https://stats47.jp/blog/prefectural-income-gdp-ranking,10,805,0.0124,10.62
https://stats47.jp/ranking/coffee-consumption-quantity,10,406,0.0246,7.34
https://stats47.jp/ranking/densely-populated-area,10,103,0.0971,6.24
https://stats47.jp/ranking/peach-consumption-quantity,10,205,0.0488,7.36
https://stats47.jp/ranking/swimming-pool-public,10,278,0.0360,6.41
https://stats47.jp/ranking/water-supply-population,10,103,0.0971,5.52
https://stats47.jp/blog/mochi-consumption-prefecture-gap,9,143,0.0629,6.56
https://stats47.jp/blog/population-density-urbanization,9,730,0.0123,8.07
https://stats47.jp/ranking/bonito-consumption-quantity,9,248,0.0363,8.64
https://stats47.jp/ranking/tomato-consumption-quantity,9,205,0.0439,7.00
https://stats47.jp/blog/assembly-answer-chatgpt-5steps,8,76,0.1053,6.47
https://stats47.jp/blog/education-cost-per-child,8,96,0.0833,8.36
https://stats47.jp/blog/library-museum-cultural-capital,8,198,0.0404,7.37
https://stats47.jp/ranking/abortion-rate,8,310,0.0258,9.75
https://stats47.jp/ranking/annual-sunshine-duration,8,152,0.0526,11.16
https://stats47.jp/ranking/coffee-shop-consumption-expenditure,8,96,0.0833,5.71
https://stats47.jp/ranking/green-tea-consumption-quantity,8,150,0.0533,7.35
https://stats47.jp/ranking/konbu-consumption-expenditure,8,113,0.0708,7.10
https://stats47.jp/ranking/main-road-paving-rate,8,215,0.0372,7.09
https://stats47.jp/ranking/manufacturing-industry-added-value,8,107,0.0748,5.69
https://stats47.jp/ranking/mineral-water-consumption-expenditure,8,68,0.1176,6.57
https://stats47.jp/ranking/non-regular-employment-rate,8,100,0.0800,5.90
https://stats47.jp/ranking/sauce-consumption-quantity,8,178,0.0449,6.31
https://stats47.jp/ranking/tobacco-consumption-expenditure,8,90,0.0889,5.56
https://stats47.jp/blog/chiba-food-culture,7,81,0.0864,7.12
https://stats47.jp/blog/chocolate-expenditure-ranking,7,110,0.0636,7.42
https://stats47.jp/blog/development-history-place-name-map,7,722,0.0097,6.61
https://stats47.jp/blog/dining-out-expenditure-ranking,7,135,0.0519,9.10
https://stats47.jp/blog/estat-7-techniques-from-unusable-to-usable,7,338,0.0207,10.21
https://stats47.jp/blog/green-tea-consumption-quantity,7,222,0.0315,7.90
https://stats47.jp/blog/sake-consumption-prefecture-gap,7,298,0.0235,8.07
https://stats47.jp/ranking/banana-consumption-quantity,7,164,0.0427,7.98
https://stats47.jp/ranking/croquette-consumption-expenditure,7,105,0.0667,7.26
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,7,76,0.0921,5.34
https://stats47.jp/ranking/telework-rate,7,51,0.1373,4.84
https://stats47.jp/ranking/tennis-court-public,7,87,0.0805,4.23
https://stats47.jp/ranking/vaccination-recipients-disease,7,59,0.1186,9.80
https://stats47.jp/blog/alcohol-prefecture-map,6,339,0.0177,10.09
https://stats47.jp/blog/dentist-income-prefecture-gap,6,47,0.1277,7.19
https://stats47.jp/blog/distinctive-place-name-kanji-by-prefecture,6,605,0.0099,7.10
https://stats47.jp/blog/municipalities-without-schools,6,109,0.0550,4.69
https://stats47.jp/blog/prefecture-population-city-concentration,6,77,0.0779,7.03
https://stats47.jp/blog/wheat-flour-expenditure-vs-quantity,6,104,0.0577,8.18
https://stats47.jp/blog/workplace-accident-regional-map,6,140,0.0429,7.20
https://stats47.jp/blog/yato-yatsu-place-name-boundary,6,193,0.0311,8.09
https://stats47.jp/ranking/cake-consumption-expenditure,6,123,0.0488,8.15
https://stats47.jp/ranking/final-disposal-site-remaining-capacity,6,31,0.1935,6.06
https://stats47.jp/ranking/gasoline-consumption-quantity,6,254,0.0236,8.22
https://stats47.jp/ranking/local-allocation-tax-ratio-pref-finance,6,67,0.0896,7.19
https://stats47.jp/ranking/local-tax-prefecture,6,213,0.0282,10.36
https://stats47.jp/ranking/road-municipal-length,6,36,0.1667,4.97
https://stats47.jp/ranking/school-teacher-annual-income,6,222,0.0270,9.08
https://stats47.jp/ranking/taxi-fare-consumption-expenditure,6,16,0.3750,5.31
https://stats47.jp/about,5,57,0.0877,1.53
https://stats47.jp/areas/14000/fishery-marine,5,76,0.0658,7.51
https://stats47.jp/blog/beef-consumption-quantity,5,53,0.0943,8.83
https://stats47.jp/blog/bread-vs-rice-expenditure,5,126,0.0397,7.79
https://stats47.jp/blog/cc-estat-01-setup,5,146,0.0342,7.86
https://stats47.jp/blog/firefighting-capacity-gap,5,111,0.0450,7.23
https://stats47.jp/blog/katsuobushi-expenditure-ranking,5,47,0.1064,7.11
https://stats47.jp/blog/konnyaku-expenditure-ranking,5,143,0.0350,8.76
https://stats47.jp/blog/peach-expenditure-ranking,5,19,0.2632,9.21
https://stats47.jp/blog/rice-consumption-quantity-ranking,5,160,0.0313,8.34
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,5,228,0.0219,7.54
https://stats47.jp/blog/wheat-flour-consumption-food-culture-gap,5,54,0.0926,7.44
https://stats47.jp/ranking/factory-location-area-annual,5,29,0.1724,5.66
https://stats47.jp/ranking/flavor-seasoning-consumption-expenditure,5,62,0.0806,5.60
https://stats47.jp/ranking/food-self-sufficiency-rate-calorie,5,93,0.0538,10.57
https://stats47.jp/ranking/game-console-consumption-expenditure,5,7,0.7143,2.86
https://stats47.jp/ranking/laundry-detergent-consumption-expenditure,5,13,0.3846,4.46
https://stats47.jp/ranking/pachinko-shop-density-per-10k,5,181,0.0276,8.52
https://stats47.jp/ranking/per-capita-fixed-asset-tax-pref-municipal,5,81,0.0617,9.58
https://stats47.jp/ranking/shrimp-consumption-quantity,5,105,0.0476,7.09
https://stats47.jp/ranking/sports-participation-rate-swimming,5,180,0.0278,8.62
https://stats47.jp/ranking/whitebait-consumption-quantity,5,54,0.0926,6.96
https://stats47.jp/themes/population-dynamics,5,304,0.0164,13.92
https://stats47.jp/blog/black-tea-income-gap,4,127,0.0315,7.60
https://stats47.jp/blog/fresh-udon-soba-consumption-prefecture-gap,4,272,0.0147,8.26
https://stats47.jp/blog/frozen-gyoza-spending-prefecture-gap,4,119,0.0336,10.76
https://stats47.jp/blog/natto-consumption-east-west-divide,4,85,0.0471,6.93
https://stats47.jp/blog/niigata-food-culture,4,62,0.0645,7.44
https://stats47.jp/blog/okayama-food-culture,4,38,0.1053,5.66
https://stats47.jp/blog/police-officer-density-vs-crime-gap,4,277,0.0144,12.28
https://stats47.jp/blog/suicide-rate-aging-nexus,4,119,0.0336,11.16
https://stats47.jp/blog/travel-behavior-gender-gap,4,30,0.1333,8.13
https://stats47.jp/blog/unemployment-structure,4,195,0.0205,9.19
https://stats47.jp/ranking/avg-salary-police-prefecture,4,57,0.0702,7.23
https://stats47.jp/ranking/broccoli-consumption-quantity,4,63,0.0635,6.08
https://stats47.jp/ranking/chinese-noodles-consumption-expenditure,4,87,0.0460,6.39
https://stats47.jp/ranking/chocolate-snack-consumption-expenditure,4,56,0.0714,7.29
https://stats47.jp/ranking/cod-roe-consumption-quantity,4,124,0.0323,7.17
https://stats47.jp/ranking/coffee-consumption-expenditure,4,59,0.0678,7.39
