sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
,instagram,ranking,18558080491071222,2026-06-07T12:04:11.782Z,,5,8,0,0,,,
,instagram,ranking,18083333237413277,2026-06-07T12:04:11.782Z,,3,5,0,0,,,
,instagram,ranking,18211227661339767,2026-06-07T12:04:11.782Z,,3,11,0,0,,,
,instagram,ranking,18449119327187568,2026-06-07T12:04:11.782Z,,8,21,0,0,,,
,instagram,ranking,18011314490884033,2026-06-07T12:04:11.782Z,,4,13,0,0,,,
,instagram,ranking,18115196533847636,2026-06-07T12:04:11.782Z,,19,53,0,0,,,
,instagram,ranking,17891791497524154,2026-06-07T12:04:11.782Z,,22,53,0,0,,,
,instagram,ranking,17914915836392365,2026-06-07T12:04:11.782Z,,22,44,0,0,,,
,instagram,ranking,18101223410036488,2026-06-07T12:04:11.782Z,,37,65,0,0,,1,
,instagram,ranking,18007202405736680,2026-06-07T12:04:11.782Z,,33,64,0,0,,,
,instagram,ranking,18103752823807546,2026-06-07T12:04:11.782Z,,245,265,0,0,,,
,instagram,ranking,18113197627864742,2026-06-07T12:04:11.782Z,,36,66,0,0,,,
,instagram,ranking,17925872865341001,2026-06-07T12:04:11.782Z,,115,125,1,0,,,
,instagram,ranking,18060505421707238,2026-06-07T12:04:11.782Z,,33,63,0,0,,,
,instagram,ranking,18124625110723434,2026-06-07T12:04:11.782Z,,35,84,2,0,,,
,instagram,ranking,17979576551851808,2026-06-07T12:04:11.782Z,,33,79,1,0,,,
,instagram,ranking,18106296358766918,2026-06-07T12:04:11.782Z,,169,191,1,0,,,
,instagram,ranking,17898939621444235,2026-06-07T12:04:11.782Z,,47,89,0,0,,,
,instagram,ranking,18021002309835733,2026-06-07T12:04:11.782Z,,71,117,4,0,,,
,instagram,ranking,18127929700542935,2026-06-07T12:04:11.782Z,,170,170,6,0,,,
,instagram,ranking,18073140179670273,2026-06-07T12:04:11.782Z,,55,85,2,0,,,
,instagram,ranking,18101895341092805,2026-06-07T12:04:11.782Z,,158,183,4,0,,,
,instagram,ranking,18122139061731099,2026-06-07T12:04:11.782Z,,44,85,2,0,,,
,instagram,ranking,17992353881989057,2026-06-07T12:04:11.782Z,,181,217,2,0,,,
,instagram,ranking,17951352171138918,2026-06-07T12:04:11.782Z,,140,166,1,0,,,
,instagram,ranking,18104830555974036,2026-06-07T12:04:11.782Z,,27,49,0,0,,,
,instagram,ranking,18589828519013451,2026-06-07T12:04:11.782Z,,38,69,0,0,,,
,instagram,ranking,17976343755040532,2026-06-07T12:04:11.782Z,,23,45,0,0,,,
,instagram,ranking,18177615250400629,2026-06-07T12:04:11.782Z,,39,85,2,0,,,
,instagram,ranking,17883454416563143,2026-06-07T12:04:11.782Z,,27,51,1,0,,,
,instagram,ranking,18103248718992816,2026-06-07T12:04:11.782Z,,26,47,0,0,,,
,instagram,ranking,17896359579446195,2026-06-07T12:04:11.782Z,,8,13,0,0,,,
,instagram,ranking,18076375958641841,2026-06-07T12:04:11.782Z,,10,14,0,0,,,
,instagram,ranking,18097074503132709,2026-06-07T12:04:11.782Z,,42,70,1,0,,,
,instagram,ranking,18107889896486918,2026-06-07T12:04:11.782Z,,13,21,0,0,,,
