code,indicator,unit,category,series,opp,prefAvail,cityAvail,prefUsed,cityUsed,vintage,prefId,cityId
A120401,15～19歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120402,15～19歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1205,20～24歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120501,20～24歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120502,20～24歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1206,25～29歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120601,25～29歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120602,25～29歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1207,30～34歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120701,30～34歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120702,30～34歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1208,35～39歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120801,35～39歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120802,35～39歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1209,40～44歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120901,40～44歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A120902,40～44歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1210,45～49歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121001,45～49歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121002,45～49歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1211,50～54歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121101,50～54歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121102,50～54歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1212,55～59歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121201,55～59歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121202,55～59歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1213,60～64歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121301,60～64歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121302,60～64歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1214,65～69歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121401,65～69歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121402,65～69歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1215,70～74歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121501,70～74歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121502,70～74歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1216,75～79歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121601,75～79歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121602,75～79歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1217,80～84歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121701,80～84歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121702,80～84歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1218,85～89歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121801,85～89歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121802,85～89歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1219,90～94歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121901,90～94歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A121902,90～94歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1220,95～99歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A122001,95～99歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A122002,95～99歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1221,100歳以上人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A122101,100歳以上人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A122102,100歳以上人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1304,15歳未満人口割合,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A130401,15歳未満人口割合（男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A130402,15歳未満人口割合（女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1305,15～64歳人口割合,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A130501,15～64歳人口割合（男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A130502,15～64歳人口割合（女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1306,65歳以上人口割合,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A130601,65歳以上人口割合（男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A130602,65歳以上人口割合（女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1501,－1歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1502,0歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150201,0歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150202,0歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1503,1歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150301,1歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150302,1歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1504,2歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150401,2歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150402,2歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1505,6歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150501,6歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150502,6歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1506,7歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150601,7歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150602,7歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1507,8歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150701,8歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150702,8歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1508,9歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150801,9歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150802,9歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1509,10歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150901,10歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A150902,10歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1510,11歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151001,11歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151002,11歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1511,12歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151101,12歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151102,12歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1512,13歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151201,13歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151202,13歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1513,14歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151301,14歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151302,14歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1514,15歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151401,15歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151402,15歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1515,16歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151501,16歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151502,16歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1516,17歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151601,17歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151602,17歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1517,18歳人口,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151701,18歳人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A151702,18歳人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601001,未婚人口（15歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601002,未婚人口（15歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601011,未婚人口（15～19歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601012,未婚人口（15～19歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601021,未婚人口（20～24歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601022,未婚人口（20～24歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601031,未婚人口（25～29歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601032,未婚人口（25～29歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601041,未婚人口（30～34歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601042,未婚人口（30～34歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601051,未婚人口（35～39歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601052,未婚人口（35～39歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601061,未婚人口（40～44歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601062,未婚人口（40～44歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601071,未婚人口（45～49歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601072,未婚人口（45～49歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601081,未婚人口（50～54歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601082,未婚人口（50～54歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601091,未婚人口（55～59歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601092,未婚人口（55～59歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601101,未婚人口（60～64歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601102,未婚人口（60～64歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601111,未婚人口（65～69歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601112,未婚人口（65～69歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601121,未婚人口（70～74歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601122,未婚人口（70～74歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601131,未婚人口（75～79歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601132,未婚人口（75～79歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601141,未婚人口（80～84歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601142,未婚人口（80～84歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601151,未婚人口（85歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1601152,未婚人口（85歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602001,有配偶人口（15歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602002,有配偶人口（15歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602021,有配偶人口（20～24歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602022,有配偶人口（20～24歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602031,有配偶人口（25～29歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602032,有配偶人口（25～29歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602041,有配偶人口（30～34歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602042,有配偶人口（30～34歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602051,有配偶人口（35～39歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602052,有配偶人口（35～39歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602061,有配偶人口（40～44歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602062,有配偶人口（40～44歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602071,有配偶人口（45～49歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602072,有配偶人口（45～49歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602081,有配偶人口（50～54歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602082,有配偶人口（50～54歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602091,有配偶人口（55～59歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602092,有配偶人口（55～59歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602101,有配偶人口（60～64歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602102,有配偶人口（60～64歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602111,有配偶人口（65～69歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602112,有配偶人口（65～69歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602121,有配偶人口（70～74歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602122,有配偶人口（70～74歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602131,有配偶人口（75～79歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602132,有配偶人口（75～79歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602141,有配偶人口（80～84歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602142,有配偶人口（80～84歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602151,有配偶人口（85歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1602152,有配偶人口（85歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603001,死別人口（15歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603002,死別人口（15歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603031,死別人口（25～29歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603032,死別人口（25～29歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603041,死別人口（30～34歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603042,死別人口（30～34歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603051,死別人口（35～39歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603052,死別人口（35～39歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603061,死別人口（40～44歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603062,死別人口（40～44歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603071,死別人口（45～49歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603072,死別人口（45～49歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603081,死別人口（50～54歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603082,死別人口（50～54歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603091,死別人口（55～59歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603092,死別人口（55～59歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603101,死別人口（60～64歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603102,死別人口（60～64歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603111,死別人口（65～69歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603112,死別人口（65～69歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603121,死別人口（70～74歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603122,死別人口（70～74歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603131,死別人口（75～79歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603132,死別人口（75～79歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603141,死別人口（80～84歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603142,死別人口（80～84歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603151,死別人口（85歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603152,死別人口（85歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603201,死別人口（60歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1603202,死別人口（60歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604001,離別人口（15歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604002,離別人口（15歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604011,離別人口（15～19歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604012,離別人口（15～19歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604021,離別人口（20～24歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604022,離別人口（20～24歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604031,離別人口（25～29歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604032,離別人口（25～29歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604041,離別人口（30～34歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604042,離別人口（30～34歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604051,離別人口（35～39歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604052,離別人口（35～39歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604061,離別人口（40～44歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604062,離別人口（40～44歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604071,離別人口（45～49歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604072,離別人口（45～49歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604081,離別人口（50～54歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604082,離別人口（50～54歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604091,離別人口（55～59歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604092,離別人口（55～59歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604101,離別人口（60～64歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604102,離別人口（60～64歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604111,離別人口（65～69歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604112,離別人口（65～69歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604121,離別人口（70～74歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604122,離別人口（70～74歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604131,離別人口（75～79歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604132,離別人口（75～79歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604141,離別人口（80～84歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604142,離別人口（80～84歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604151,離別人口（85歳以上）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604152,離別人口（85歳以上）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604201,離別人口（40～49歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604202,離別人口（40～49歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604301,離別人口（50～59歳）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1604302,離別人口（50～59歳）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161002,未婚者割合（15～64歳・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161003,未婚者割合（15～64歳・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161004,未婚者割合（65歳以上・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161005,未婚者割合（65歳以上・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161101,有配偶者割合（15～64歳・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161102,有配偶者割合（15～64歳・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161103,有配偶者割合（65歳以上・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161104,有配偶者割合（65歳以上・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161201,死別者割合（15～64歳・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161202,死別者割合（15～64歳・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161203,死別者割合（65歳以上・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161204,死別者割合（65歳以上・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161301,離別者割合（15～64歳・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161302,離別者割合（15～64歳・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161303,離別者割合（65歳以上・男）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A161304,離別者割合（65歳以上・女）,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170001,外国人人口（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170002,外国人人口（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170101,外国人人口（韓国・朝鮮）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170102,外国人人口（韓国・朝鮮）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170201,外国人人口（中国）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170202,外国人人口（中国）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170301,外国人人口（アメリカ）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170302,外国人人口（アメリカ）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1706,外国人人口（フィリピン）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170601,外国人人口（フィリピン）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170602,外国人人口（フィリピン）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A1707,外国人人口（ブラジル）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170701,外国人人口（ブラジル）（男）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A170702,外国人人口（ブラジル）（女）,人,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
A192001,全国総人口に占める人口割合,％,人口・世帯,basic,NEW pref,1,0,0,0,0,0000010101,
