page,clicks,impressions,ctr,position
https://stats47.jp/blog/local-government-debt-burden,176,2276,0.0773,7.05
https://stats47.jp/blog/noodle-consumption-prefecture-character,162,1979,0.0819,5.25
https://stats47.jp/blog/childcare-friendly-prefecture-ranking,139,841,0.1653,4.96
https://stats47.jp/blog/convenience-store-density-map,104,2449,0.0425,7.59
https://stats47.jp/blog/wheat-flour-consumption-prefecture,95,802,0.1185,6.54
https://stats47.jp/blog/household-spending-prefecture-gap,73,679,0.1075,6.48
https://stats47.jp/ranking/convenience-store-count-commercial,70,2102,0.0333,6.93
https://stats47.jp/ranking/natto-consumption-expenditure,64,1732,0.0370,5.79
https://stats47.jp/ranking/avg-height-high-school-2nd-male,52,2796,0.0186,8.80
https://stats47.jp/,46,537,0.0857,5.56
https://stats47.jp/blog/automotive-industry-transformation-map,46,1825,0.0252,6.70
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,44,1428,0.0308,8.26
https://stats47.jp/blog/bonito-catch-prefecture,42,1938,0.0217,6.64
https://stats47.jp/ranking/dual-income-household-ratio,38,665,0.0571,9.82
https://stats47.jp/ranking/elementary-school-children-count,33,1584,0.0208,8.09
https://stats47.jp/blog/temperature-extremes-map,32,2290,0.0140,8.67
https://stats47.jp/blog/sports-urban-paradox,30,631,0.0475,7.10
https://stats47.jp/blog/livable-prefecture-composite-ranking,29,1232,0.0235,10.55
https://stats47.jp/ranking/toilet-paper-consumption-expenditure,25,245,0.1020,5.98
https://stats47.jp/blog/aging-solo-living-crisis,24,580,0.0414,7.84
https://stats47.jp/blog/chicken-consumption-quantity,24,848,0.0283,6.43
https://stats47.jp/blog/wind-power-capacity-prefecture-gap,24,1395,0.0172,8.39
https://stats47.jp/ranking/icecream-consumption-expenditure,24,748,0.0321,8.86
https://stats47.jp/ranking/retail-store-count,24,418,0.0574,5.33
https://stats47.jp/blog/farmland-crisis-abandoned-land,23,526,0.0437,7.33
https://stats47.jp/blog/health-life-expectancy-structure,23,1192,0.0193,8.27
https://stats47.jp/blog/semiconductor-electronics-regional-map,23,638,0.0361,6.72
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,23,300,0.0767,6.00
https://stats47.jp/blog/fiscal-self-reliance-gap,22,1060,0.0208,8.85
https://stats47.jp/blog/local-tax-revenue-gap,22,412,0.0534,7.52
https://stats47.jp/ranking/psychiatric-bed-count,21,554,0.0379,7.59
https://stats47.jp/ranking/rice-consumption-quantity,21,155,0.1355,7.00
https://stats47.jp/blog/avg-height-high-school-2nd-male,20,3698,0.0054,8.82
https://stats47.jp/ranking/miso-consumption-quantity,20,468,0.0427,6.60
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,20,141,0.1418,4.11
https://stats47.jp/blog/foreign-residents-diversity-map,19,1195,0.0159,9.16
https://stats47.jp/blog/university-advancement-capacity,19,267,0.0712,8.41
https://stats47.jp/ranking/wheat-flour-consumption-quantity,19,75,0.2533,4.11
https://stats47.jp/blog/engel-coefficient-prefecture-ranking,18,300,0.0600,5.69
https://stats47.jp/blog/household-structure-transformation,18,485,0.0371,7.70
https://stats47.jp/blog/manufacturing-productivity,18,903,0.0199,8.09
https://stats47.jp/ranking/peach-consumption-quantity,18,255,0.0706,6.73
https://stats47.jp/ranking/pasta-consumption-quantity,17,299,0.0569,5.56
https://stats47.jp/blog/konbu-consumption-prefecture-gap,16,341,0.0469,6.21
https://stats47.jp/ranking/beef-consumption-quantity,16,392,0.0408,7.59
https://stats47.jp/ranking/local-allocation-tax-prefecture,16,442,0.0362,6.04
https://stats47.jp/ranking/tuna-consumption-quantity,16,578,0.0277,7.56
https://stats47.jp/blog/habitable-area-land-use,15,1237,0.0121,7.62
https://stats47.jp/ranking/convenience-store-sales-monthly,15,189,0.0794,6.20
https://stats47.jp/ranking/freshwater-clam-consumption-expenditure,15,49,0.3061,3.49
https://stats47.jp/blog/food-spending-pattern,14,264,0.0530,7.94
https://stats47.jp/ranking/abortion-rate,14,373,0.0375,9.91
https://stats47.jp/ranking/other-bread-consumption-quantity,14,323,0.0433,8.84
https://stats47.jp/ranking/pickled-plum-consumption-quantity,14,171,0.0819,5.40
https://stats47.jp/blog/precipitation-snow-regional-gap,13,1184,0.0110,8.68
https://stats47.jp/ranking/bread-consumption-expenditure,13,205,0.0634,7.87
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,13,58,0.2241,5.10
https://stats47.jp/ranking/squid-consumption-quantity,13,108,0.1204,6.31
https://stats47.jp/ranking/coffee-shop-consumption-expenditure,12,93,0.1290,6.42
https://stats47.jp/ranking/designated-difficult-disease,12,402,0.0299,7.69
https://stats47.jp/ranking/shumai-consumption-expenditure,12,119,0.1008,5.60
https://stats47.jp/blog/marriage-unmarried-crisis,11,288,0.0382,8.71
https://stats47.jp/blog/peach-expenditure-ranking,11,42,0.2619,7.17
https://stats47.jp/ranking/dining-out-consumption-expenditure,11,97,0.1134,5.93
https://stats47.jp/ranking/library-books,11,316,0.0348,8.44
https://stats47.jp/ranking/mayonnaise-consumption-expenditure,11,336,0.0327,6.68
https://stats47.jp/ranking/pork-consumption-quantity,11,241,0.0456,7.71
https://stats47.jp/ranking/soba-udon-dining-consumption-expenditure,11,300,0.0367,8.45
https://stats47.jp/ranking/tissue-paper-consumption-expenditure,11,219,0.0502,5.71
https://stats47.jp/blog/manufacturing-labor-productivity-pref,10,100,0.1000,7.59
https://stats47.jp/blog/rice-consumption-quantity-ranking,10,258,0.0388,8.21
https://stats47.jp/ranking/consumption-expenditure-multi-person-households-per-month,10,181,0.0552,6.61
https://stats47.jp/ranking/green-tea-consumption-quantity,10,162,0.0617,7.19
https://stats47.jp/blog/high-school-teacher-salary-prefecture-gap,9,596,0.0151,15.95
https://stats47.jp/blog/population-density-urbanization,9,695,0.0129,8.22
https://stats47.jp/ranking/banana-consumption-quantity,9,172,0.0523,7.90
https://stats47.jp/ranking/hamburger-consumption-expenditure,9,83,0.1084,5.65
https://stats47.jp/ranking/swimming-pool-public,9,220,0.0409,6.10
https://stats47.jp/ranking/telework-rate,9,73,0.1233,5.40
https://stats47.jp/ranking/water-supply-population,9,126,0.0714,5.52
https://stats47.jp/blog/dentist-income-prefecture-gap,8,48,0.1667,6.92
https://stats47.jp/blog/extreme-heat-days-prefecture,8,513,0.0156,10.80
https://stats47.jp/blog/food-consumption-prefecture-battle,8,527,0.0152,8.81
https://stats47.jp/blog/manufacturing-aichi-dominance,8,1439,0.0056,7.89
https://stats47.jp/ranking/main-road-paving-rate,8,211,0.0379,7.00
https://stats47.jp/ranking/non-regular-employment-rate,8,100,0.0800,6.20
https://stats47.jp/ranking/sauce-consumption-quantity,8,171,0.0468,6.37
https://stats47.jp/ranking/sports-spectating-consumption-expenditure,8,78,0.1026,5.28
https://stats47.jp/ranking/tobacco-consumption-expenditure,8,71,0.1127,5.72
https://stats47.jp/blog/assembly-answer-chatgpt-5steps,7,78,0.0897,7.19
https://stats47.jp/blog/chocolate-expenditure-ranking,7,133,0.0526,7.19
https://stats47.jp/blog/park-green-space-gap,7,507,0.0138,7.92
https://stats47.jp/blog/prefectural-income-gdp-ranking,7,762,0.0092,11.08
https://stats47.jp/blog/rice-harvest-volume-prefecture-gap,7,343,0.0204,7.15
https://stats47.jp/blog/sake-consumption-prefecture-gap,7,270,0.0259,7.90
https://stats47.jp/ranking/bonito-consumption-quantity,7,215,0.0326,8.75
https://stats47.jp/ranking/coffee-consumption-quantity,7,320,0.0219,7.64
https://stats47.jp/ranking/densely-populated-area,7,85,0.0824,6.54
https://stats47.jp/ranking/gasoline-consumption-quantity,7,225,0.0311,7.71
https://stats47.jp/ranking/manufacturing-industry-added-value,7,87,0.0805,6.36
https://stats47.jp/ranking/school-teacher-annual-income,7,180,0.0389,9.36
https://stats47.jp/ranking/sports-participation-rate-swimming,7,185,0.0378,8.10
https://stats47.jp/ranking/whitebait-consumption-quantity,7,43,0.1628,5.67
https://stats47.jp/about,6,67,0.0896,1.49
https://stats47.jp/blog/education-cost-per-child,6,97,0.0619,8.30
https://stats47.jp/blog/estat-7-techniques-from-unusable-to-usable,6,353,0.0170,9.80
https://stats47.jp/blog/prefecture-population-city-concentration,6,65,0.0923,6.89
https://stats47.jp/blog/renewable-energy-regional-gap,6,174,0.0345,9.09
https://stats47.jp/blog/yato-yatsu-place-name-boundary,6,171,0.0351,7.99
https://stats47.jp/ranking/cake-consumption-expenditure,6,103,0.0583,7.87
https://stats47.jp/ranking/campsite-public,6,174,0.0345,8.01
https://stats47.jp/ranking/konbu-consumption-expenditure,6,79,0.0759,7.32
https://stats47.jp/ranking/leek-consumption-quantity,6,81,0.0741,6.05
https://stats47.jp/ranking/local-tax-prefecture,6,211,0.0284,10.89
https://stats47.jp/ranking/retail-sales-amount-by-prefecture,6,178,0.0337,6.21
https://stats47.jp/ranking/road-municipal-length,6,33,0.1818,5.39
https://stats47.jp/ranking/shrimp-consumption-quantity,6,107,0.0561,7.29
https://stats47.jp/ranking/tomato-consumption-quantity,6,177,0.0339,7.32
https://stats47.jp/ranking/treatment-rate-mental-disorder-inpatient,6,209,0.0287,8.32
https://stats47.jp/ranking/vaccination-recipients-disease,6,51,0.1176,10.33
https://stats47.jp/themes/population-dynamics,6,341,0.0176,18.13
https://stats47.jp/blog/alcohol-prefecture-map,5,260,0.0192,10.20
https://stats47.jp/blog/beef-consumption-quantity,5,49,0.1020,8.80
https://stats47.jp/blog/bread-vs-rice-expenditure,5,147,0.0340,7.67
https://stats47.jp/blog/chiba-food-culture,5,38,0.1316,6.76
https://stats47.jp/blog/distinctive-place-name-kanji-by-prefecture,5,540,0.0093,7.32
https://stats47.jp/blog/green-tea-consumption-quantity,5,176,0.0284,7.77
https://stats47.jp/blog/hospital-bed-utilization-map,5,131,0.0382,6.82
https://stats47.jp/blog/library-museum-cultural-capital,5,113,0.0442,8.70
https://stats47.jp/blog/mochi-consumption-prefecture-gap,5,95,0.0526,6.71
https://stats47.jp/blog/sunshine-pacific-vs-nihonkai,5,489,0.0102,8.28
https://stats47.jp/blog/workplace-accident-regional-map,5,107,0.0467,6.21
https://stats47.jp/ranking/annual-sunshine-duration,5,133,0.0376,11.08
https://stats47.jp/ranking/chocolate-snack-consumption-expenditure,5,54,0.0926,9.98
https://stats47.jp/ranking/flavor-seasoning-consumption-expenditure,5,59,0.0847,6.76
https://stats47.jp/ranking/future-population-change-rate-2050,5,215,0.0233,13.72
https://stats47.jp/ranking/laundry-detergent-consumption-expenditure,5,13,0.3846,4.46
https://stats47.jp/ranking/local-allocation-tax-ratio-pref-finance,5,49,0.1020,9.55
https://stats47.jp/ranking/pharmaceutical-sales-count,5,36,0.1389,13.75
https://stats47.jp/ranking/white-bread-consumption-quantity,5,147,0.0340,8.44
https://stats47.jp/blog/abortion-rate-prefecture-gap,4,40,0.1000,7.40
https://stats47.jp/blog/cc-estat-01-setup,4,183,0.0219,7.23
https://stats47.jp/blog/dining-out-expenditure-ranking,4,92,0.0435,9.65
https://stats47.jp/blog/fresh-udon-soba-consumption-prefecture-gap,4,274,0.0146,8.91
https://stats47.jp/blog/housing-cost-livability-trend,4,59,0.0678,7.36
https://stats47.jp/blog/it-establishments-prefecture,4,52,0.0769,7.44
https://stats47.jp/blog/katsuobushi-expenditure-ranking,4,47,0.0851,8.32
https://stats47.jp/blog/niigata-food-culture,4,61,0.0656,7.41
https://stats47.jp/blog/okayama-food-culture,4,38,0.1053,5.66
https://stats47.jp/blog/software-engineer-salary-prefecture-gap,4,71,0.0563,13.34
https://stats47.jp/blog/wheat-flour-consumption-food-culture-gap,4,39,0.1026,7.44
https://stats47.jp/blog/wheat-flour-expenditure-vs-quantity,4,59,0.0678,7.42
https://stats47.jp/ranking/broccoli-consumption-quantity,4,53,0.0755,5.98
https://stats47.jp/ranking/chicken-consumption-quantity,4,71,0.0563,9.46
https://stats47.jp/ranking/chinese-noodles-consumption-expenditure,4,55,0.0727,6.71
https://stats47.jp/ranking/deaths-hypertensive-diseases,4,18,0.2222,4.56
https://stats47.jp/ranking/factory-location-area-annual,4,33,0.1212,6.21
https://stats47.jp/ranking/final-disposal-site-remaining-capacity,4,42,0.0952,6.21
https://stats47.jp/ranking/game-console-consumption-expenditure,4,5,0.8000,2.80
https://stats47.jp/ranking/hobby-participation-rate-video-games,4,29,0.1379,5.10
https://stats47.jp/ranking/katsuobushi-consumption-expenditure,4,45,0.0889,8.53
https://stats47.jp/ranking/mineral-water-consumption-expenditure,4,44,0.0909,7.11
https://stats47.jp/ranking/psychiatric-hospital-avg-length-of-stay,4,18,0.2222,4.89
https://stats47.jp/ranking/rice-consumption-expenditure,4,31,0.1290,4.87
https://stats47.jp/ranking/road-length-per-km2,4,198,0.0202,6.90
https://stats47.jp/ranking/sewage-treatment-coverage-rate,4,107,0.0374,8.54
https://stats47.jp/ranking/shochu-consumption-quantity,4,42,0.0952,8.40
https://stats47.jp/ranking/taro-consumption-quantity,4,28,0.1429,4.54
https://stats47.jp/ranking/taxi-fare-consumption-expenditure,4,12,0.3333,5.67
https://stats47.jp/ranking/treatment-rate-diabetes-outpatient,4,45,0.0889,7.64
https://stats47.jp/ranking/treatment-rate-mood-disorder-outpatient,4,66,0.0606,8.76
https://stats47.jp/survey/urban-park-survey,4,215,0.0186,7.88
https://stats47.jp/areas/04000/fishery-marine,3,83,0.0361,8.82
https://stats47.jp/areas/06000/fishery-marine,3,36,0.0833,6.86
https://stats47.jp/blog/crab-expenditure-ranking,3,56,0.0536,7.11
https://stats47.jp/blog/dual-income-childcare-dilemma,3,9,0.3333,7.44
https://stats47.jp/blog/firefighting-capacity-gap,3,99,0.0303,7.60
https://stats47.jp/blog/frozen-gyoza-spending-prefecture-gap,3,70,0.0429,12.64
https://stats47.jp/blog/fukushima-food-culture,3,34,0.0882,8.56
https://stats47.jp/blog/inbound-by-nationality-regional-preference,3,72,0.0417,7.96
https://stats47.jp/blog/konnyaku-expenditure-ranking,3,58,0.0517,8.66
https://stats47.jp/blog/municipalities-without-schools,3,73,0.0411,5.14
https://stats47.jp/blog/natto-consumption-east-west-divide,3,63,0.0476,7.71
https://stats47.jp/blog/police-officer-density-vs-crime-gap,3,194,0.0155,12.90
https://stats47.jp/blog/prefectural-debt-future-burden,3,70,0.0429,7.77
https://stats47.jp/blog/price-index-high-low-prefecture,3,223,0.0135,9.74
https://stats47.jp/blog/strawberry-consumption-prefecture-gap,3,16,0.1875,6.06
https://stats47.jp/blog/sushi-dining-consumption-expenditure,3,27,0.1111,8.52
https://stats47.jp/blog/sweet-potato-expenditure-ranking,3,51,0.0588,6.86
https://stats47.jp/blog/tofu-consumption-prefecture-gap,3,81,0.0370,7.94
https://stats47.jp/blog/unemployment-structure,3,207,0.0145,9.20
https://stats47.jp/blog/water-infrastructure-crisis,3,107,0.0280,16.86
https://stats47.jp/ranking/apple-consumption-quantity,3,57,0.0526,8.39
https://stats47.jp/ranking/average-length-of-stay,3,12,0.2500,5.75
https://stats47.jp/ranking/cod-roe-consumption-quantity,3,81,0.0370,7.64
https://stats47.jp/ranking/commute-by-bicycle,3,49,0.0612,6.10
https://stats47.jp/ranking/crude-birth-rate,3,4,0.7500,2.00
https://stats47.jp/ranking/cup-noodles-consumption-quantity,3,190,0.0158,8.75
https://stats47.jp/ranking/curry-roux-consumption-expenditure,3,6,0.5000,5.17
https://stats47.jp/ranking/dental-hygienist-by-prefecture,3,12,0.2500,6.58
https://stats47.jp/ranking/drinking-out-consumption-expenditure,3,39,0.0769,5.64
https://stats47.jp/ranking/fish-paste-consumption-expenditure,3,39,0.0769,6.82
https://stats47.jp/ranking/fishery-workers,3,47,0.0638,6.36
https://stats47.jp/ranking/game-console-consumption-quantity,3,10,0.3000,5.50
https://stats47.jp/ranking/hobby-participation-rate-sports-spectating,3,21,0.1429,7.24
https://stats47.jp/ranking/liver-disease-death-rate,3,4,0.7500,4.25
https://stats47.jp/ranking/new-hire-count,3,130,0.0231,7.04
https://stats47.jp/ranking/other-cosmetics-consumption-expenditure,3,40,0.0750,6.08
https://stats47.jp/ranking/pachinko-shop-density-per-10k,3,105,0.0286,8.54
https://stats47.jp/ranking/per-capita-fixed-asset-tax-pref-municipal,3,100,0.0300,10.17
https://stats47.jp/ranking/public-phone-count,3,104,0.0288,7.42
https://stats47.jp/ranking/real-disposable-income,3,63,0.0476,7.89
https://stats47.jp/ranking/sauce-consumption-expenditure,3,62,0.0484,8.42
https://stats47.jp/ranking/single-person-household-ratio,3,84,0.0357,6.10
https://stats47.jp/ranking/specialized-school-count,3,13,0.2308,5.38
https://stats47.jp/ranking/sports-participation-rate-bowling,3,16,0.1875,6.88
https://stats47.jp/ranking/sugar-consumption-quantity,3,58,0.0517,6.66
https://stats47.jp/ranking/tempura-fry-consumption-expenditure,3,40,0.0750,6.08
https://stats47.jp/ranking/theater-music-hall,3,16,0.1875,4.38
https://stats47.jp/ranking/wheat-flour-consumption-expenditure,3,103,0.0291,6.40
https://stats47.jp/areas/10000/manufacturing,2,18,0.1111,9.00
https://stats47.jp/areas/12000/fishery-marine,2,51,0.0392,8.53
https://stats47.jp/areas/14000/fishery-marine,2,29,0.0690,6.79
https://stats47.jp/areas/27000/fishery-marine,2,57,0.0351,7.60
https://stats47.jp/areas/39000/fishery-marine,2,70,0.0286,8.43
https://stats47.jp/areas/43000/cities/43215/population,2,133,0.0150,11.01
https://stats47.jp/areas/44000/local-economy,2,32,0.0625,12.44
https://stats47.jp/areas/45000/local-economy,2,75,0.0267,9.99
https://stats47.jp/blog/ai-claude-code-pref-analysis,2,21,0.0952,6.05
https://stats47.jp/blog/aichi-food-culture,2,61,0.0328,6.67
https://stats47.jp/blog/candy-expenditure-ranking,2,23,0.0870,7.35
https://stats47.jp/blog/child-height-regional-gap,2,426,0.0047,8.99
https://stats47.jp/blog/chinese-noodles-expenditure-ranking,2,33,0.0606,7.30
https://stats47.jp/blog/curry-roux-consumption-gap,2,119,0.0168,7.15
https://stats47.jp/blog/dairy-cattle-hokkaido-monopoly,2,55,0.0364,7.85
https://stats47.jp/blog/development-history-place-name-map,2,324,0.0062,7.22
https://stats47.jp/blog/dual-income-reversal,2,62,0.0323,10.97
