sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
114,instagram,ranking,divorces-per-total-population,2026-05-10T00:35:11.435Z,,,,0,0,,,
119,instagram,ranking,fire-damage-casualties-per-population,2026-05-10T00:35:11.435Z,,,,0,0,,,
123,instagram,ranking,fiscal-strength-index-prefecture,2026-05-10T00:35:11.435Z,,,,0,0,,,
142,instagram,ranking,gyoza-frozen-consumption-expenditure,2026-05-10T00:35:11.435Z,,,,0,0,,,
151,instagram,ranking,hobby-participation-rate-diy,2026-05-10T00:35:11.435Z,,,,0,0,,,
154,instagram,ranking,icecream-consumption-expenditure,2026-05-10T00:35:11.435Z,,,,0,0,,,
167,instagram,ranking,local-debt-current-ratio,2026-05-10T00:35:11.435Z,,,,0,0,,,
171,instagram,ranking,local-tax-ratio-pref-finance,2026-05-10T00:35:11.435Z,,,,1,0,,,
175,instagram,ranking,maximum-temperature,2026-05-10T00:35:11.435Z,,,,0,0,,,
199,instagram,ranking,per-capita-education-expenditure-pref-municipal,2026-05-10T00:35:11.435Z,,,,0,0,,,
228,instagram,ranking,ramen-dining-consumption-expenditure,2026-05-10T00:35:11.435Z,,,,0,0,,,
236,instagram,ranking,real-balance-ratio,2026-05-10T00:35:11.435Z,,,,2,0,,,
251,instagram,ranking,social-increase-rate,2026-05-10T00:35:11.435Z,,,,1,0,,,
288,instagram,ranking,total-fertility-rate,2026-05-10T00:35:11.435Z,,,,0,0,,,
320,instagram,ranking,vacant-housing-ratio,2026-05-10T00:35:11.435Z,,,,0,0,,,
328,instagram,bar-chart-race,active-job-opening-ratio,2026-05-10T00:35:11.435Z,,,,0,0,,,
416,instagram,bar-chart-race,total-population,2026-05-10T00:35:11.435Z,,,,0,0,,,
436,instagram,bar-chart-race,welfare-expenditure-ratio-pref-finance,2026-05-10T00:35:11.435Z,,,,0,0,,,
464,instagram,ranking,gyoza-frozen-consumption-expenditure,2026-05-10T00:35:11.435Z,,,,0,0,,,
465,instagram,bar-chart-race,fiscal-strength-index-prefecture,2026-05-10T00:35:11.435Z,,,,0,0,,,
67,instagram,ranking,abandoned-cultivated-land-area,2026-05-10T00:35:11.435Z,,,,0,0,,,
72,instagram,ranking,active-job-opening-ratio,2026-05-10T00:35:11.435Z,,,,0,0,,,
77,instagram,ranking,actual-income-worker-households-per-month,2026-05-10T00:35:11.435Z,,,,0,0,,,
87,instagram,ranking,avg-savings-rate-worker-households,2026-05-10T00:35:11.435Z,,,,0,0,,,
98,instagram,ranking,consumer-price-difference-index-overall,2026-05-10T00:35:11.435Z,,,,0,0,,,
122,x,ranking,fiscal-strength-index-prefecture,2026-05-10T00:15:09.117Z,68,,,0,0,0,0,
170,x,ranking,local-tax-ratio-pref-finance,2026-05-10T00:15:09.117Z,55,,,0,0,0,0,
106,youtube,ranking,current-savings-balance-multi-person-households,2026-05-10T00:15:51.531Z,,,2237,3,0,,,
120,youtube,ranking,fire-damage-casualties-per-population,2026-05-10T00:15:51.531Z,,,2032,2,0,,,
124,youtube,ranking,fiscal-strength-index-prefecture,2026-05-10T00:15:51.531Z,,,9,0,0,,,
137,youtube,ranking,future-burden-ratio,2026-05-10T00:15:51.531Z,,,547,1,0,,,
158,youtube,ranking,inflow-population-ratio,2026-05-10T00:15:51.531Z,,,2,0,0,,,
165,youtube,ranking,laspeyres-index-prefecture,2026-05-10T00:15:51.531Z,,,5,0,0,,,
168,youtube,ranking,local-debt-current-ratio,2026-05-10T00:15:51.531Z,,,35,0,0,,,
172,youtube,ranking,local-tax-ratio-pref-finance,2026-05-10T00:15:51.531Z,,,352,1,0,,,
176,youtube,ranking,maximum-temperature,2026-05-10T00:15:51.531Z,,,1226,4,0,,,
185,youtube,ranking,new-housing-construction-ratio,2026-05-10T00:15:51.531Z,,,500,2,0,,,
195,youtube,ranking,owner-occupied-housing-ratio,2026-05-10T00:15:51.531Z,,,298,0,0,,,
200,youtube,ranking,per-capita-education-expenditure-pref-municipal,2026-05-10T00:15:51.531Z,,,301,0,0,,,
209,youtube,ranking,per-capita-welfare-expenditure-pref-municipal,2026-05-10T00:15:51.531Z,,,3,0,0,,,
219,youtube,ranking,pharmacy-count-per-100k,2026-05-10T00:15:51.531Z,,,4,0,0,,,
237,youtube,ranking,real-balance-ratio,2026-05-10T00:15:51.531Z,,,1099,1,0,,,
252,youtube,ranking,social-increase-rate,2026-05-10T00:15:51.531Z,,,31,0,0,,,
289,youtube,ranking,total-fertility-rate,2026-05-10T00:15:51.531Z,,,631,2,0,,,
308,youtube,ranking,unemployment-rate,2026-05-10T00:15:51.531Z,,,1114,0,1,,,
313,youtube,ranking,university-capacity-index,2026-05-10T00:15:51.531Z,,,721,2,0,,,
321,youtube,ranking,vacant-housing-ratio,2026-05-10T00:15:51.531Z,,,549,1,0,,,
373,youtube,bar-chart-race,household-head-income-worker-households-per-month,2026-05-10T00:15:51.531Z,,,9,0,0,,,
385,youtube,bar-chart-race,moving-in-excess-rate-japanese,2026-05-10T00:15:51.531Z,,,1100,2,0,,,
389,youtube,bar-chart-race,owner-occupied-housing-ratio,2026-05-10T00:15:51.531Z,,,574,0,0,,,
433,youtube,bar-chart-race,fiscal-strength-index-prefecture,2026-05-10T00:15:51.531Z,,,1016,0,0,,,
437,youtube,bar-chart-race,welfare-expenditure-ratio-pref-finance,2026-05-10T00:15:51.531Z,,,1440,0,0,,,
453,youtube,ranking,divorces-per-total-population,2026-05-10T00:15:51.531Z,,,6,0,0,,,
454,youtube,ranking,governor-salary-prefecture,2026-05-10T00:15:51.531Z,,,0,0,0,,,
56,youtube,ranking,foreign-resident-count-per-100k,2026-05-10T00:15:51.531Z,,,241,3,0,,,
57,youtube,ranking,per-capita-kenmin-shotoku-h27,2026-05-10T00:15:51.531Z,,,5,0,0,,,
58,youtube,ranking,persons-on-public-assistance-per-1000,2026-05-10T00:15:51.531Z,,,5,0,0,,,
59,youtube,ranking,divorces-per-total-population,2026-05-10T00:15:51.531Z,,,2248,1,0,,,
60,youtube,ranking,suicide-rate-per-100k,2026-05-10T00:15:51.531Z,,,1685,1,0,,,
61,youtube,ranking,traffic-accident-deaths-per-100k,2026-05-10T00:15:51.531Z,,,8,0,0,,,
62,youtube,ranking,university-count-per-100k,2026-05-10T00:15:51.531Z,,,2,0,0,,,
63,youtube,ranking,library-count-per-million,2026-05-10T00:15:51.531Z,,,1,0,0,,,
64,youtube,ranking,manufacturing-shipment-amount,2026-05-10T00:15:51.531Z,,,3,0,0,,,
65,youtube,ranking,total-fertility-rate,2026-05-10T00:15:51.531Z,,,2130,5,1,,,
68,youtube,ranking,abandoned-cultivated-land-area,2026-05-10T00:15:51.531Z,,,202,0,0,,,
73,youtube,ranking,active-job-opening-ratio,2026-05-10T00:15:51.531Z,,,388,1,0,,,
78,youtube,ranking,actual-income-worker-households-per-month,2026-05-10T00:15:51.531Z,,,285,0,0,,,
88,youtube,ranking,avg-savings-rate-worker-households,2026-05-10T00:15:51.531Z,,,274,0,0,,,
