pagePath,screenPageViews,activeUsers,averageSessionDuration,engagementRate
/,1267,569,65.902397333839147,0.52959028831562971
/search,600,83,174.90605140816325,0.93877551020408168
/ranking/travel-participation-rate-overnight,419,335,86.370679376068381,0.51851851851851849
/blog,327,116,73.5464889923664,0.53435114503816794
/blog/household-spending-prefecture-gap,282,153,146.74740338068182,0.72159090909090906
/ranking/annual-sunshine-duration,277,189,129.83582359241706,0.72511848341232232
/themes,272,74,72.776004604651163,0.86046511627906974
/ranking,244,80,53.358122869047619,0.80952380952380953
/blog/noodle-consumption-prefecture-character,228,195,91.894470088785042,0.514018691588785
/areas,219,113,11.19985936440678,0.48305084745762711
/ranking/icecream-consumption-expenditure,207,58,203.01938195774648,0.60563380281690138
/ranking/convenience-store-count-commercial,197,104,170.04668450657894,0.51973684210526316
/blog/convenience-store-density-map,181,133,212.67041825153373,0.61963190184049077
/blog/farmland-crisis-abandoned-land,164,117,125.61260296575344,0.59589041095890416
/blog/health-life-expectancy-structure,161,130,99.57566543918918,0.70270270270270274
/blog/livable-prefecture-composite-ranking,155,115,141.13218424427481,0.77862595419847325
/category/economy,143,35,190.16266960465117,0.86046511627906974
/themes/population-dynamics,142,57,64.439912185714277,0.54285714285714282
/ranking/consumption-expenditure-multi-person-households-per-month,129,65,137.28730347826087,0.86956521739130432
/ranking/annual-precipitation,121,66,219.81271495890411,0.67123287671232879
/blog/childcare-friendly-prefecture-ranking,117,85,186.66142488764046,0.6966292134831461
/blog/sports-urban-paradox,117,58,208.18367396296296,0.61728395061728392
/blog/suicide-rate-aging-nexus,116,75,221.59526400000001,0.73626373626373631
/ranking/total-population,114,82,17.279269116279071,0.23255813953488372
/ranking/tomato-consumption-quantity,113,13,865.14902483870958,0.83870967741935487
/ranking/total-fertility-rate,109,53,94.7670522238806,0.65671641791044777
/ranking/tuna-consumption-quantity,109,48,109.0766624117647,0.70588235294117652
/blog/annual-precipitation-rainy-season-gap,104,88,91.201567677083332,0.64583333333333337
/category/population/compare,100,73,14.37964273972603,0.15068493150684931
/blog/local-government-debt-burden,97,72,109.72004421250001,0.6875
/ranking/pork-consumption-quantity,93,68,68.0289047671233,0.45205479452054792
/ranking/real-disposable-income,92,64,97.080724729729738,0.56756756756756754
/blog/automotive-industry-transformation-map,91,60,79.261501917647067,0.54117647058823526
/ranking/other-liquor-consumption-expenditure,88,1,992.94687,1
/blog/aging-solo-living-crisis,87,66,179.57614766666666,0.68055555555555558
/blog/alcohol-prefecture-map,87,65,205.14462448717947,0.717948717948718
/ranking/coffee-consumption-quantity,86,31,99.88744288888887,0.63888888888888884
/areas/01000,82,66,3.2435871666666665,0.10606060606060606
/blog/semiconductor-electronics-regional-map,81,51,153.052515852459,0.72131147540983609
/ranking/university-count-per-100k,80,22,107.50098296,0.68
/blog/household-solo-vs-dualincome,79,54,301.22810231147537,0.77049180327868849
/ranking/gasoline-consumption-quantity,76,15,79.773532833333334,0.66666666666666663
/ranking/sports-spectating-consumption-expenditure,76,29,213.17228383333335,0.66666666666666663
/ranking/chicken-consumption-quantity,75,35,126.628426325,0.725
/ranking/coffee-shop-consumption-expenditure,75,10,501.49916864285717,0.7142857142857143
/blog/engel-coefficient-prefecture-ranking,73,54,179.2666387,0.66666666666666663
