country,clicks,impressions,ctr,position
jpn,395,9236,0.0428,10.41
usa,3,2455,0.0012,7.42
aus,1,33,0.0303,8.70
can,1,107,0.0093,7.13
vnm,1,38,0.0263,5.55
aia,0,1,0.0000,4.00
alb,0,3,0.0000,8.33
are,0,13,0.0000,6.31
arg,0,34,0.0000,5.97
aut,0,4,0.0000,5.75
bel,0,8,0.0000,4.75
ben,0,1,0.0000,11.00
bes,0,1,0.0000,6.00
bgd,0,19,0.0000,6.95
bgr,0,4,0.0000,12.50
bhs,0,1,0.0000,5.00
blr,0,3,0.0000,7.67
blz,0,1,0.0000,7.00
bol,0,3,0.0000,4.00
bra,0,185,0.0000,6.08
brb,0,1,0.0000,3.00
che,0,7,0.0000,6.57
chl,0,11,0.0000,7.18
chn,0,33,0.0000,7.18
civ,0,1,0.0000,6.00
col,0,23,0.0000,7.17
cri,0,1,0.0000,6.00
cub,0,2,0.0000,5.00
cym,0,2,0.0000,10.00
cyp,0,3,0.0000,8.33
cze,0,6,0.0000,5.67
deu,0,32,0.0000,8.16
dnk,0,4,0.0000,8.00
dom,0,8,0.0000,5.88
dza,0,4,0.0000,7.00
ecu,0,11,0.0000,4.64
egy,0,5,0.0000,8.20
esp,0,62,0.0000,6.37
est,0,1,0.0000,8.00
eth,0,1,0.0000,4.00
fin,0,5,0.0000,5.80
fra,0,57,0.0000,6.96
gbr,0,38,0.0000,9.24
gha,0,4,0.0000,8.00
gnb,0,1,0.0000,4.00
grc,0,4,0.0000,6.75
grd,0,1,0.0000,7.00
gtm,0,4,0.0000,10.00
hkg,0,19,0.0000,6.53
hnd,0,4,0.0000,7.75
hrv,0,4,0.0000,14.25
hti,0,2,0.0000,6.50
hun,0,7,0.0000,12.14
idn,0,32,0.0000,6.50
ind,0,60,0.0000,7.25
irl,0,7,0.0000,10.29
irn,0,17,0.0000,6.71
irq,0,3,0.0000,6.33
isr,0,4,0.0000,5.25
ita,0,32,0.0000,9.38
jam,0,4,0.0000,6.50
jor,0,2,0.0000,8.50
kaz,0,5,0.0000,6.40
ken,0,6,0.0000,5.33
kgz,0,1,0.0000,6.00
khm,0,2,0.0000,4.50
kor,0,35,0.0000,8.60
lbn,0,1,0.0000,5.00
lka,0,3,0.0000,8.00
ltu,0,2,0.0000,6.00
lva,0,3,0.0000,4.00
mar,0,12,0.0000,7.08
mex,0,59,0.0000,6.15
mkd,0,1,0.0000,5.00
mlt,0,1,0.0000,6.00
mne,0,1,0.0000,1.00
mng,0,1,0.0000,10.00
mys,0,17,0.0000,7.24
nga,0,4,0.0000,5.75
nld,0,13,0.0000,6.08
nor,0,6,0.0000,5.33
npl,0,1,0.0000,3.00
nzl,0,8,0.0000,28.00
pak,0,5,0.0000,5.60
pan,0,1,0.0000,9.00
per,0,10,0.0000,8.90
phl,0,15,0.0000,6.73
png,0,2,0.0000,6.50
pol,0,15,0.0000,5.80
pri,0,7,0.0000,6.14
prk,0,1,0.0000,9.00
prt,0,8,0.0000,6.75
pry,0,1,0.0000,7.00
pse,0,4,0.0000,8.00
rou,0,10,0.0000,5.60
rus,0,13,0.0000,6.77
sau,0,10,0.0000,7.40
sen,0,1,0.0000,11.00
sgp,0,10,0.0000,5.90
slv,0,2,0.0000,5.50
srb,0,4,0.0000,9.00
sur,0,1,0.0000,5.00
svk,0,2,0.0000,3.50
svn,0,1,0.0000,8.00
swe,0,7,0.0000,6.00
syr,0,1,0.0000,7.00
tha,0,22,0.0000,6.77
tun,0,1,0.0000,3.00
tur,0,22,0.0000,7.91
twn,0,16,0.0000,7.56
ukr,0,12,0.0000,5.08
ury,0,4,0.0000,7.50
uzb,0,2,0.0000,8.50
ven,0,4,0.0000,4.25
vgb,0,1,0.0000,2.00
wsm,0,1,0.0000,10.00
xkk,0,3,0.0000,5.33
zaf,0,5,0.0000,6.00
zwe,0,1,0.0000,5.00
