query,clicks,impressions,ctr,position
一般病床の病床利用率が最も高い都道府県,12,114,0.1053,5.72
一般病床の病床利用率が最も高い都道府県は？,11,77,0.1429,4.34
一般病床の病床利用率が最も高い都道府県は,10,93,0.1075,4.39
昆布 消費量 ランキング,2,24,0.0833,7.42
昆布消費量ランキング,2,12,0.1667,8.08
エンゲル係数 都道府県,1,7,0.1429,6.86
公園が多い県,1,12,0.0833,7.58
味噌 消費量 都道府県,1,7,0.1429,7.86
地方債残高 ランキング,1,10,0.1000,5.00
大学進学率 都道府県,1,2,0.5000,10.00
家計調査 品目別ランキング,1,11,0.0909,10.91
物価 都道府県 比較,1,1,1.0000,28.00
猛暑日日数 都 道府県,1,2,0.5000,11.00
経常収支比率 自治体 ランキング,1,1,1.0000,18.00
豆腐消費量 都道府県,1,13,0.0769,6.69
都道府県 財政 ランキング,1,1,1.0000,39.00
都道府県出生率ランキング,1,1,1.0000,16.00
"""出生数 全都道府県で減少""",0,1,0.0000,10.00
2040年 介護人材 不足 69万人,0,3,0.0000,5.33
47 都 道府県,0,2,0.0000,63.50
47 都 道府県 一覧,0,1,0.0000,48.00
47 都道府県,0,1,0.0000,71.00
47都道府県,0,2,0.0000,34.00
いちご 消費量 ランキング,0,3,0.0000,8.67
いちご消費量ランキング,0,8,0.0000,8.88
いわき市 人口,0,1,0.0000,34.00
うどん 消費量 ランキング,0,3,0.0000,12.33
うどん 消費量 ランキング 2024,0,1,0.0000,8.00
うどん 消費量 都 道府県 ランキング,0,1,0.0000,9.00
うどんそば消費量ランキング,0,1,0.0000,12.00
うどん消費量 ランキング,0,1,0.0000,13.00
うどん消費量 都道府県,0,1,0.0000,10.00
うどん消費量ランキング,0,1,0.0000,13.00
お酒消費量 都道府県,0,1,0.0000,16.00
じゃがいも 消費量,0,2,0.0000,12.50
じゃがいも 消費量 ランキング,0,1,0.0000,10.00
そば 消費量,0,4,0.0000,12.75
そば 消費量 ランキング,0,1,0.0000,12.00
そば消費量,0,1,0.0000,12.00
そば消費量 都 道府県 ランキング,0,1,0.0000,8.00
そば消費量 都道府県,0,1,0.0000,9.00
そば消費量ランキング 都 道府県,0,4,0.0000,6.50
つゆ・たれ 消費額 都道府県 ランキング 最新,0,1,0.0000,7.00
みかん 消費量 ランキング,0,1,0.0000,7.00
みかん消費量ランキング,0,1,0.0000,12.00
アルコール消費量 都道府県,0,5,0.0000,10.40
ウイスキー 消費量,0,1,0.0000,12.00
エンゲル係数,0,1,0.0000,30.00
エンゲル係数 ランキング,0,6,0.0000,10.33
エンゲル係数 平均,0,1,0.0000,7.00
エンゲル係数 日本 ランキング,0,1,0.0000,7.00
エンゲル係数 都 道府県 ランキング,0,1,0.0000,4.00
エンゲル係数ランキング,0,3,0.0000,11.00
カツオ 消費量 ランキング,0,11,0.0000,8.73
キャベツ 消費量 都道府県,0,5,0.0000,6.80
ケチャップ 消費量,0,9,0.0000,9.22
ケチャップ 消費量 日本一,0,2,0.0000,11.00
ケチャップ消費量 日本一,0,2,0.0000,12.50
コンビニ 人口あたり,0,4,0.0000,10.75
コンビニが一番少ない県,0,1,0.0000,7.00
コンビニが多い県ランキング,0,1,0.0000,13.00
コーヒー消費量 都道府県,0,1,0.0000,9.00
スポーツ観戦支出ランキング,0,3,0.0000,5.33
ティッシュの消費量ランキング,0,8,0.0000,5.63
ティッシュ消費量 ランキング,0,6,0.0000,9.17
ティッシュ消費量 ランキング 日本,0,1,0.0000,11.00
テレワーク率,0,4,0.0000,43.50
ハンバーガー消費量,0,2,0.0000,11.00
ハンバーグ 消費 量 ランキング 2026,0,1,0.0000,3.00
ハンバーグ消費量ランキング,0,1,0.0000,9.00
パスタ 消費量,0,1,0.0000,12.00
パスタ消費量,0,5,0.0000,7.80
パン 消費量 都道府県,0,1,0.0000,42.00
パン消費量 都道府県,0,2,0.0000,22.50
ビール消費量 都道府県,0,2,0.0000,13.00
フリーランス 人数,0,1,0.0000,48.00
ブロッコリー 消費量,0,5,0.0000,5.80
リモートワーク 実施率,0,1,0.0000,68.00
一人暮らし 住みやすい県 ランキング,0,1,0.0000,99.00
一人暮らし 都道府県 ランキング,0,1,0.0000,10.00
一人暮らし高齢者 割合,0,1,0.0000,50.00
七ヶ宿 町 人口,0,1,0.0000,45.00
下水道 普及率 徳島,0,1,0.0000,13.00
下水道 普及率 日本 ランキング,0,1,0.0000,12.00
下水道 普及率 都 道府県 ランキング,0,2,0.0000,10.50
下水道普及率 徳島,0,1,0.0000,13.00
不 登校 多い 県,0,1,0.0000,54.00
不登校が多い県ランキング,0,1,0.0000,19.00
中学校平均身長,0,1,0.0000,53.00
中学生 の 平均 身長,0,1,0.0000,76.00
中学生 平均 身長,0,3,0.0000,61.00
中学生 身長 平均,0,3,0.0000,62.67
中津 人口,0,1,0.0000,37.00
九州 平均身長,0,1,0.0000,8.00
乳 用 牛 都 道府県 ランキング,0,1,0.0000,11.00
乳用牛 生産量 ランキング,0,3,0.0000,10.33
乳用牛 都道府県 ランキング,0,8,0.0000,10.38
乳用牛 飼育頭数 ランキング,0,1,0.0000,10.00
二本松 市 人口,0,1,0.0000,35.00
交通事故 少ない県,0,2,0.0000,12.00
交通事故 統計,0,2,0.0000,55.50
交通事故が少ない県,0,2,0.0000,10.50
京都 平均,0,15,0.0000,35.00
人口密度 ランキング,0,13,0.0000,67.77
人口密度ランキング,0,1,0.0000,49.00
付加価値 製造業,0,2,0.0000,83.00
伊勢原市 人口,0,1,0.0000,33.00
伊勢原市人口,0,1,0.0000,33.00
