country,clicks,impressions,ctr,position
jpn,1625,46626,0.0349,9.10
kor,3,100,0.0300,7.20
usa,3,5585,0.0005,8.04
can,2,200,0.0100,7.07
chn,2,106,0.0189,7.64
gbr,2,50,0.0400,8.22
cri,1,6,0.1667,6.50
hkg,1,33,0.0303,6.70
mys,1,34,0.0294,8.76
phl,1,24,0.0417,8.50
rus,1,28,0.0357,8.07
sgp,1,44,0.0227,7.98
vnm,1,68,0.0147,10.09
alb,0,7,0.0000,9.29
are,0,15,0.0000,8.20
arg,0,39,0.0000,8.15
arm,0,2,0.0000,6.00
aus,0,53,0.0000,7.68
aut,0,6,0.0000,8.00
aze,0,1,0.0000,8.00
bdi,0,1,0.0000,9.00
bel,0,13,0.0000,8.15
bgd,0,20,0.0000,7.10
bgr,0,4,0.0000,10.00
bhs,0,4,0.0000,8.75
blr,0,13,0.0000,7.69
bmu,0,1,0.0000,11.00
bol,0,5,0.0000,17.00
bra,0,193,0.0000,8.65
brb,0,1,0.0000,2.00
che,0,15,0.0000,7.87
chl,0,10,0.0000,9.00
cod,0,2,0.0000,7.50
cog,0,1,0.0000,10.00
col,0,29,0.0000,8.00
cub,0,6,0.0000,7.83
cyp,0,2,0.0000,11.00
cze,0,10,0.0000,8.20
deu,0,74,0.0000,7.72
dnk,0,8,0.0000,6.63
dom,0,9,0.0000,6.33
dza,0,7,0.0000,6.57
ecu,0,15,0.0000,8.27
egy,0,3,0.0000,6.67
esp,0,43,0.0000,7.63
fin,0,4,0.0000,7.50
fji,0,2,0.0000,10.00
fra,0,84,0.0000,8.15
geo,0,3,0.0000,8.33
gha,0,1,0.0000,8.00
grc,0,11,0.0000,6.73
gtm,0,1,0.0000,14.00
gum,0,1,0.0000,9.00
hrv,0,4,0.0000,11.25
hun,0,5,0.0000,8.20
idn,0,75,0.0000,8.25
ind,0,114,0.0000,8.18
irl,0,10,0.0000,8.70
irn,0,19,0.0000,7.47
irq,0,8,0.0000,8.25
isl,0,2,0.0000,8.00
isr,0,11,0.0000,10.36
ita,0,39,0.0000,6.23
jam,0,5,0.0000,8.60
jor,0,2,0.0000,6.00
kaz,0,4,0.0000,6.25
ken,0,7,0.0000,5.14
khm,0,6,0.0000,11.00
kwt,0,2,0.0000,5.50
lao,0,2,0.0000,10.50
lbn,0,1,0.0000,11.00
lka,0,1,0.0000,7.00
ltu,0,5,0.0000,7.60
lux,0,1,0.0000,9.00
lva,0,1,0.0000,4.00
mac,0,1,0.0000,8.00
mar,0,17,0.0000,7.18
mda,0,1,0.0000,3.00
mdv,0,2,0.0000,11.50
mex,0,59,0.0000,7.64
mkd,0,1,0.0000,4.00
mlt,0,1,0.0000,11.00
mmr,0,2,0.0000,9.50
mne,0,1,0.0000,3.00
mng,0,2,0.0000,3.00
mus,0,2,0.0000,10.00
nam,0,1,0.0000,7.00
ncl,0,1,0.0000,3.00
nga,0,6,0.0000,6.33
nld,0,55,0.0000,7.98
nor,0,2,0.0000,5.50
npl,0,6,0.0000,6.67
nzl,0,9,0.0000,9.22
pak,0,8,0.0000,8.00
pan,0,1,0.0000,10.00
per,0,9,0.0000,12.89
png,0,1,0.0000,12.00
pol,0,22,0.0000,7.86
pri,0,2,0.0000,10.00
prt,0,9,0.0000,7.78
pry,0,6,0.0000,6.00
pse,0,3,0.0000,8.33
qat,0,4,0.0000,6.50
rou,0,9,0.0000,8.11
rwa,0,2,0.0000,12.00
sau,0,13,0.0000,9.69
sen,0,1,0.0000,7.00
slv,0,3,0.0000,11.00
som,0,1,0.0000,10.00
srb,0,3,0.0000,8.33
svk,0,1,0.0000,13.00
svn,0,2,0.0000,10.50
swe,0,8,0.0000,9.13
syr,0,3,0.0000,5.67
tha,0,50,0.0000,9.44
tls,0,1,0.0000,9.00
tto,0,2,0.0000,7.50
tun,0,6,0.0000,7.00
tur,0,31,0.0000,8.77
twn,0,40,0.0000,7.72
tza,0,1,0.0000,1.00
uga,0,1,0.0000,6.00
ukr,0,32,0.0000,7.63
ury,0,2,0.0000,10.00
uzb,0,3,0.0000,6.67
ven,0,13,0.0000,9.69
zaf,0,7,0.0000,12.29
