country,clicks,impressions,ctr,position
jpn,1741,57916,0.0301,9.39
kor,5,123,0.0407,7.85
usa,5,5258,0.0010,8.51
gbr,2,47,0.0426,8.55
sgp,2,49,0.0408,7.37
can,1,170,0.0059,7.71
chn,1,109,0.0092,8.28
hkg,1,32,0.0313,7.19
mys,1,33,0.0303,10.24
phl,1,24,0.0417,7.29
rus,1,29,0.0345,8.31
twn,1,47,0.0213,7.21
vnm,1,69,0.0145,9.48
alb,0,4,0.0000,10.75
are,0,12,0.0000,8.08
arg,0,33,0.0000,7.94
arm,0,1,0.0000,10.00
aus,0,56,0.0000,8.93
aut,0,10,0.0000,10.50
aze,0,1,0.0000,8.00
bdi,0,1,0.0000,9.00
bel,0,11,0.0000,10.09
bgd,0,19,0.0000,7.26
bgr,0,3,0.0000,14.33
bhs,0,2,0.0000,6.50
bih,0,2,0.0000,17.50
blr,0,10,0.0000,9.10
bol,0,4,0.0000,22.00
bra,0,143,0.0000,9.42
brb,0,1,0.0000,11.00
che,0,12,0.0000,8.33
chl,0,12,0.0000,8.75
cmr,0,1,0.0000,6.00
cod,0,2,0.0000,7.50
cog,0,1,0.0000,10.00
col,0,23,0.0000,7.87
cri,0,4,0.0000,8.50
cub,0,5,0.0000,8.60
cyp,0,1,0.0000,12.00
cze,0,8,0.0000,7.25
deu,0,82,0.0000,7.63
dnk,0,6,0.0000,6.67
dom,0,5,0.0000,6.60
dza,0,6,0.0000,6.67
ecu,0,15,0.0000,7.87
egy,0,2,0.0000,3.00
esp,0,38,0.0000,9.84
est,0,1,0.0000,6.00
eth,0,2,0.0000,5.00
fin,0,4,0.0000,7.50
fji,0,3,0.0000,10.33
fra,0,76,0.0000,8.24
geo,0,4,0.0000,8.25
grc,0,9,0.0000,6.22
gtm,0,1,0.0000,14.00
gum,0,1,0.0000,9.00
guy,0,1,0.0000,6.00
hnd,0,1,0.0000,10.00
hrv,0,4,0.0000,11.25
hun,0,7,0.0000,9.71
idn,0,58,0.0000,8.05
ind,0,109,0.0000,8.82
irl,0,9,0.0000,9.33
irn,0,25,0.0000,8.44
irq,0,10,0.0000,8.70
isl,0,1,0.0000,11.00
isr,0,10,0.0000,10.80
ita,0,40,0.0000,7.50
jam,0,1,0.0000,5.00
jor,0,5,0.0000,6.40
kaz,0,2,0.0000,10.00
ken,0,5,0.0000,4.00
khm,0,7,0.0000,8.29
kwt,0,1,0.0000,4.00
lao,0,1,0.0000,19.00
lbn,0,2,0.0000,9.50
lka,0,1,0.0000,7.00
ltu,0,4,0.0000,7.50
lux,0,2,0.0000,11.50
lva,0,1,0.0000,4.00
mar,0,13,0.0000,6.77
mda,0,1,0.0000,3.00
mdv,0,1,0.0000,12.00
mex,0,61,0.0000,8.82
mkd,0,1,0.0000,4.00
mlt,0,1,0.0000,11.00
mmr,0,2,0.0000,9.50
mne,0,1,0.0000,3.00
mng,0,2,0.0000,3.00
nga,0,5,0.0000,7.60
nld,0,56,0.0000,9.11
nor,0,3,0.0000,6.00
npl,0,4,0.0000,7.00
nzl,0,11,0.0000,8.82
pak,0,10,0.0000,8.40
pan,0,1,0.0000,10.00
per,0,11,0.0000,12.00
pol,0,21,0.0000,9.71
pri,0,2,0.0000,10.00
prt,0,6,0.0000,7.83
pry,0,4,0.0000,8.25
pse,0,4,0.0000,10.75
qat,0,3,0.0000,6.67
rou,0,8,0.0000,7.00
rwa,0,1,0.0000,18.00
sau,0,13,0.0000,10.23
sen,0,1,0.0000,7.00
slv,0,1,0.0000,19.00
srb,0,2,0.0000,8.50
svn,0,1,0.0000,4.00
swe,0,8,0.0000,10.63
syr,0,3,0.0000,8.00
tha,0,60,0.0000,9.03
tls,0,1,0.0000,9.00
tto,0,2,0.0000,7.50
tun,0,7,0.0000,9.57
tur,0,27,0.0000,9.15
tza,0,1,0.0000,1.00
uga,0,1,0.0000,6.00
ukr,0,30,0.0000,8.83
ury,0,2,0.0000,10.00
uzb,0,2,0.0000,8.50
ven,0,11,0.0000,9.64
zaf,0,9,0.0000,11.78
zmb,0,1,0.0000,10.00
zzz,0,1,0.0000,1.00
