sns_post_id,platform,domain,content_key,fetched_at,impressions,reach,views,likes,comments,shares,saves,quotes
,instagram,ranking,18060505421707238,2026-05-31T11:59:31.095Z,,16,34,0,0,,,
,instagram,ranking,18124625110723434,2026-05-31T11:59:31.095Z,,25,57,1,0,,,
,instagram,ranking,17979576551851808,2026-05-31T11:59:31.095Z,,24,67,1,0,,,
,instagram,ranking,18106296358766918,2026-05-31T11:59:31.095Z,,164,188,1,0,,,
,instagram,ranking,17898939621444235,2026-05-31T11:59:31.095Z,,41,80,0,0,,,
,instagram,ranking,18021002309835733,2026-05-31T11:59:31.095Z,,65,111,4,0,,,
,instagram,ranking,18127929700542935,2026-05-31T11:59:31.095Z,,168,167,6,0,,,
,instagram,ranking,18073140179670273,2026-05-31T11:59:31.095Z,,51,75,2,0,,,
,instagram,ranking,18101895341092805,2026-05-31T11:59:31.095Z,,154,174,4,0,,,
,instagram,ranking,18122139061731099,2026-05-31T11:59:31.095Z,,38,72,2,0,,,
,instagram,ranking,17992353881989057,2026-05-31T11:59:31.095Z,,177,201,2,0,,,
,instagram,ranking,17951352171138918,2026-05-31T11:59:31.095Z,,139,165,1,0,,,
,instagram,ranking,18104830555974036,2026-05-31T11:59:31.095Z,,25,46,0,0,,,
,instagram,ranking,18589828519013451,2026-05-31T11:59:31.095Z,,33,59,0,0,,,
,instagram,ranking,17976343755040532,2026-05-31T11:59:31.095Z,,20,39,0,0,,,
,instagram,ranking,18177615250400629,2026-05-31T11:59:31.095Z,,36,80,2,0,,,
,instagram,ranking,17883454416563143,2026-05-31T11:59:31.095Z,,27,51,1,0,,,
,instagram,ranking,18103248718992816,2026-05-31T11:59:31.095Z,,26,47,0,0,,,
,instagram,ranking,17896359579446195,2026-05-31T11:59:31.095Z,,8,13,0,0,,,
,instagram,ranking,18076375958641841,2026-05-31T11:59:31.095Z,,9,12,0,0,,,
,instagram,ranking,18097074503132709,2026-05-31T11:59:31.095Z,,42,70,1,0,,,
,instagram,ranking,18107889896486918,2026-05-31T11:59:31.095Z,,13,21,0,0,,,
,instagram,ranking,18095398835333928,2026-05-31T11:59:31.095Z,,8,12,0,0,,,
,instagram,ranking,18080921309254519,2026-05-31T11:59:31.095Z,,107,112,0,0,,,
,instagram,ranking,18586127875009705,2026-05-31T11:59:31.095Z,,144,156,0,0,,,
,instagram,ranking,18359203948226883,2026-05-31T11:59:31.095Z,,110,116,0,0,,,
,instagram,ranking,18583616752025158,2026-05-31T11:59:31.095Z,,104,109,1,0,,,
,instagram,ranking,18027779639803275,2026-05-31T11:59:31.095Z,,116,130,0,0,,,
,instagram,ranking,17858071686634246,2026-05-31T11:59:31.095Z,,118,128,0,0,,,
,instagram,ranking,18112772890839700,2026-05-31T11:59:31.095Z,,109,116,0,0,,,
,instagram,ranking,18130388647571885,2026-05-31T11:59:31.095Z,,3,3,0,0,,,
,instagram,ranking,18098937002483739,2026-05-31T11:59:31.095Z,,108,112,0,0,,,
,instagram,ranking,18059494232399740,2026-05-31T11:59:31.095Z,,107,110,1,0,,,
,instagram,ranking,18072581219188862,2026-05-31T11:59:31.095Z,,107,108,1,0,,,
,instagram,ranking,18316370725254998,2026-05-31T11:59:31.095Z,,54,67,0,0,,,
,instagram,ranking,18315470572253509,2026-05-31T11:59:31.095Z,,53,56,0,0,,,
,instagram,ranking,18107947822796620,2026-05-31T11:59:31.095Z,,1,1,0,0,,,
,instagram,ranking,17966549138881021,2026-05-31T11:59:31.095Z,,103,104,0,0,,,
,instagram,ranking,18108603652703193,2026-05-31T11:59:31.095Z,,102,103,0,0,,,
,instagram,ranking,17974058283006390,2026-05-31T11:59:31.095Z,,104,113,0,0,,,
,instagram,ranking,17891792931425133,2026-05-31T11:59:31.095Z,,118,120,0,0,,,
,instagram,ranking,18086191700231266,2026-05-31T11:59:31.095Z,,2,2,0,0,,,
,instagram,ranking,17903830134368370,2026-05-31T11:59:31.095Z,,104,107,0,0,,,
,instagram,ranking,18070845542535108,2026-05-31T11:59:31.095Z,,99,102,0,0,,,
,instagram,ranking,18040231241744166,2026-05-31T11:59:31.095Z,,70,72,0,0,,,
,instagram,ranking,18067910924562915,2026-05-31T11:59:31.095Z,,118,136,0,0,,,
,instagram,ranking,18039658781735384,2026-05-31T11:59:31.095Z,,124,127,0,0,,,
,instagram,ranking,18084145172233485,2026-05-31T11:59:31.095Z,,201,236,0,0,,,
,instagram,ranking,18080320181523468,2026-05-31T11:59:31.095Z,,26,26,0,0,,,
,instagram,ranking,17959042395022954,2026-05-31T11:59:31.095Z,,30,33,0,0,,,
,instagram,ranking,17996369312880636,2026-05-31T11:59:31.095Z,,67,73,0,0,,,
,instagram,ranking,17954564265060557,2026-05-31T11:59:31.095Z,,40,41,0,0,,,
,instagram,ranking,18075471368066045,2026-05-31T11:59:31.095Z,,78,84,0,0,,,
,instagram,ranking,18393593101176208,2026-05-31T11:59:31.095Z,,22,23,0,0,,,
,instagram,ranking,18077596631040028,2026-05-31T11:59:31.095Z,,134,140,1,0,,,
